language,symbol,symbol_id
r,sym_identifier,1
r,anon_sym_BSLASH,2
r,anon_sym_function,3
r,anon_sym_EQ,4
r,anon_sym_if,5
r,anon_sym_for,6
r,anon_sym_in,7
r,anon_sym_while,8
r,anon_sym_repeat,9
r,anon_sym_QMARK,10
r,anon_sym_TILDE,11
r,anon_sym_BANG,12
r,anon_sym_PLUS,13
r,anon_sym_DASH,14
r,anon_sym_LT_DASH,15
r,anon_sym_LT_LT_DASH,16
r,anon_sym_COLON_EQ,17
r,anon_sym_DASH_GT,18
r,anon_sym_DASH_GT_GT,19
r,anon_sym_PIPE,20
r,anon_sym_AMP,21
r,anon_sym_PIPE_PIPE,22
r,anon_sym_AMP_AMP,23
r,anon_sym_LT,24
r,anon_sym_LT_EQ,25
r,anon_sym_GT,26
r,anon_sym_GT_EQ,27
r,anon_sym_EQ_EQ,28
r,anon_sym_BANG_EQ,29
r,anon_sym_STAR,30
r,anon_sym_SLASH,31
r,anon_sym_STAR_STAR,32
r,anon_sym_CARET,33
r,aux_sym_binary_operator_token1,34
r,anon_sym_PIPE_GT,35
r,anon_sym_COLON,36
r,anon_sym_DOLLAR,37
r,anon_sym_AT,38
r,anon_sym_COLON_COLON,39
r,anon_sym_COLON_COLON_COLON,40
r,anon_sym_L,41
r,anon_sym_i,42
r,sym__hex_literal,43
r,sym__number_literal,44
r,anon_sym_SQUOTE,45
r,anon_sym_DQUOTE,46
r,aux_sym__single_quoted_string_content_token1,47
r,aux_sym__double_quoted_string_content_token1,48
r,sym_escape_sequence,49
r,sym_dots,50
r,sym_dot_dot_i,51
r,sym_next,52
r,sym_break,53
r,sym_true,54
r,sym_false,55
r,sym_null,56
r,sym_inf,57
r,sym_nan,58
r,anon_sym_NA,59
r,anon_sym_NA_integer_,60
r,anon_sym_NA_real_,61
r,anon_sym_NA_complex_,62
r,anon_sym_NA_character_,63
r,sym_comment,64
r,sym_comma,65
r,sym__start,66
r,sym__newline,67
r,sym__semicolon,68
r,sym__raw_string_open,69
r,sym__raw_string_content,70
r,sym__raw_string_close,71
r,sym__external_else,72
r,sym__external_open_parenthesis,73
r,sym__external_close_parenthesis,74
r,sym__external_open_brace,75
r,sym__external_close_brace,76
r,sym__external_open_bracket,77
r,sym__external_close_bracket,78
r,sym__external_open_bracket2,79
r,sym__external_close_bracket2,80
r,sym__error_sentinel,81
r,sym_program,82
r,sym_function_definition,83
r,sym_parameters,84
r,sym_parameter,85
r,sym__parameter_with_default,86
r,sym__parameter_without_default,87
r,sym__parameter_name,88
r,sym_if_statement,89
r,sym_for_statement,90
r,sym_while_statement,91
r,sym_repeat_statement,92
r,sym_braced_expression,93
r,sym_parenthesized_expression,94
r,sym_call,95
r,sym_subset,96
r,sym_subset2,97
r,sym_call_arguments,98
r,sym_subset_arguments,99
r,sym_subset2_arguments,100
r,sym_argument,101
r,sym__argument_named,102
r,sym__argument_unnamed,103
r,sym__argument_value,104
r,sym_unary_operator,105
r,sym_binary_operator,106
r,sym_extract_operator,107
r,sym_namespace_operator,108
r,sym_integer,109
r,sym_complex,110
r,sym_float,111
r,sym__float_literal,112
r,sym_string,113
r,sym__raw_string,114
r,sym__single_quoted_string,115
r,sym__double_quoted_string,116
r,aux_sym__single_quoted_string_content,117
r,aux_sym__double_quoted_string_content,118
r,sym__argument_name_string_or_identifier_or_null,119
r,sym_na,120
r,sym__expression,121
r,sym__else,122
r,sym__open_parenthesis,123
r,sym__close_parenthesis,124
r,sym__open_brace,125
r,sym__close_brace,126
r,sym__open_bracket,127
r,sym__close_bracket,128
r,sym__open_bracket2,129
r,sym__close_bracket2,130
r,aux_sym_program_repeat1,131
r,aux_sym_function_definition_repeat1,132
r,aux_sym_parameters_repeat1,133
r,aux_sym_braced_expression_repeat1,134
r,aux_sym_call_arguments_repeat1,135
go,sym_identifier,1
go,aux_sym_source_file_token1,2
go,anon_sym_SEMI,3
go,anon_sym_NULL,4
go,anon_sym_package,5
go,anon_sym_import,6
go,anon_sym_DOT,7
go,sym_blank_identifier,8
go,anon_sym_LPAREN,9
go,anon_sym_RPAREN,10
go,anon_sym_const,11
go,anon_sym_COMMA,12
go,anon_sym_EQ,13
go,anon_sym_var,14
go,anon_sym_func,15
go,anon_sym_LBRACK,16
go,anon_sym_RBRACK,17
go,anon_sym_DOT_DOT_DOT,18
go,anon_sym_type,19
go,anon_sym_STAR,20
go,anon_sym_struct,21
go,anon_sym_TILDE,22
go,anon_sym_LBRACE,23
go,anon_sym_RBRACE,24
go,anon_sym_interface,25
go,anon_sym_PIPE,26
go,anon_sym_map,27
go,anon_sym_chan,28
go,anon_sym_LT_DASH,29
go,anon_sym_COLON_EQ,30
go,anon_sym_PLUS_PLUS,31
go,anon_sym_DASH_DASH,32
go,anon_sym_STAR_EQ,33
go,anon_sym_SLASH_EQ,34
go,anon_sym_PERCENT_EQ,35
go,anon_sym_LT_LT_EQ,36
go,anon_sym_GT_GT_EQ,37
go,anon_sym_AMP_EQ,38
go,anon_sym_AMP_CARET_EQ,39
go,anon_sym_PLUS_EQ,40
go,anon_sym_DASH_EQ,41
go,anon_sym_PIPE_EQ,42
go,anon_sym_CARET_EQ,43
go,anon_sym_COLON,44
go,anon_sym_fallthrough,45
go,anon_sym_break,46
go,anon_sym_continue,47
go,anon_sym_goto,48
go,anon_sym_return,49
go,anon_sym_go,50
go,anon_sym_defer,51
go,anon_sym_if,52
go,anon_sym_else,53
go,anon_sym_for,54
go,anon_sym_range,55
go,anon_sym_switch,56
go,anon_sym_case,57
go,anon_sym_default,58
go,anon_sym_select,59
go,anon_sym_new,60
go,anon_sym_make,61
go,anon_sym_PLUS,62
go,anon_sym_DASH,63
go,anon_sym_BANG,64
go,anon_sym_CARET,65
go,anon_sym_AMP,66
go,anon_sym_SLASH,67
go,anon_sym_PERCENT,68
go,anon_sym_LT_LT,69
go,anon_sym_GT_GT,70
go,anon_sym_AMP_CARET,71
go,anon_sym_EQ_EQ,72
go,anon_sym_BANG_EQ,73
go,anon_sym_LT,74
go,anon_sym_LT_EQ,75
go,anon_sym_GT,76
go,anon_sym_GT_EQ,77
go,anon_sym_AMP_AMP,78
go,anon_sym_PIPE_PIPE,79
go,anon_sym_BQUOTE,80
go,aux_sym_raw_string_literal_token1,81
go,anon_sym_DQUOTE,82
go,aux_sym_interpreted_string_literal_token1,83
go,anon_sym_DQUOTE2,84
go,sym_escape_sequence,85
go,sym_int_literal,86
go,sym_float_literal,87
go,sym_imaginary_literal,88
go,sym_rune_literal,89
go,sym_nil,90
go,sym_true,91
go,sym_false,92
go,sym_iota,93
go,sym_comment,94
go,sym_source_file,95
go,sym_package_clause,96
go,sym_import_declaration,97
go,sym_import_spec,98
go,sym_dot,99
go,sym_import_spec_list,100
go,sym__declaration,101
go,sym_const_declaration,102
go,sym_const_spec,103
go,sym_var_declaration,104
go,sym_var_spec,105
go,sym_var_spec_list,106
go,sym_function_declaration,107
go,sym_method_declaration,108
go,sym_type_parameter_list,109
go,sym_type_parameter_declaration,110
go,sym_parameter_list,111
go,sym_parameter_declaration,112
go,sym_variadic_parameter_declaration,113
go,sym_type_alias,114
go,sym_type_declaration,115
go,sym_type_spec,116
go,sym_expression_list,117
go,sym_parenthesized_type,118
go,sym__simple_type,119
go,sym_generic_type,120
go,sym_type_arguments,121
go,sym_pointer_type,122
go,sym_array_type,123
go,sym_implicit_length_array_type,124
go,sym_slice_type,125
go,sym_struct_type,126
go,sym_negated_type,127
go,sym_field_declaration_list,128
go,sym_field_declaration,129
go,sym_interface_type,130
go,sym_method_elem,131
go,sym_type_elem,132
go,sym_map_type,133
go,sym_channel_type,134
go,sym_function_type,135
go,sym_block,136
go,sym_statement_list,137
go,sym__statement,138
go,sym_empty_statement,139
go,sym__simple_statement,140
go,sym_expression_statement,141
go,sym_send_statement,142
go,sym_receive_statement,143
go,sym_inc_statement,144
go,sym_dec_statement,145
go,sym_assignment_statement,146
go,sym_short_var_declaration,147
go,sym_labeled_statement,148
go,sym_empty_labeled_statement,149
go,sym_fallthrough_statement,150
go,sym_break_statement,151
go,sym_continue_statement,152
go,sym_goto_statement,153
go,sym_return_statement,154
go,sym_go_statement,155
go,sym_defer_statement,156
go,sym_if_statement,157
go,sym_for_statement,158
go,sym_for_clause,159
go,sym_range_clause,160
go,sym_expression_switch_statement,161
go,sym_expression_case,162
go,sym_default_case,163
go,sym_type_switch_statement,164
go,sym__type_switch_header,165
go,sym_type_case,166
go,sym_select_statement,167
go,sym_communication_case,168
go,sym__expression,169
go,sym_parenthesized_expression,170
go,sym_call_expression,171
go,sym_variadic_argument,172
go,sym_special_argument_list,173
go,sym_argument_list,174
go,sym_selector_expression,175
go,sym_index_expression,176
go,sym_slice_expression,177
go,sym_type_assertion_expression,178
go,sym_type_conversion_expression,179
go,sym_type_instantiation_expression,180
go,sym_composite_literal,181
go,sym_literal_value,182
go,sym_literal_element,183
go,sym_keyed_element,184
go,sym_func_literal,185
go,sym_unary_expression,186
go,sym_binary_expression,187
go,sym_qualified_type,188
go,sym_raw_string_literal,189
go,sym_interpreted_string_literal,190
go,aux_sym_source_file_repeat1,191
go,aux_sym_import_spec_list_repeat1,192
go,aux_sym_const_declaration_repeat1,193
go,aux_sym_const_spec_repeat1,194
go,aux_sym_var_spec_repeat1,195
go,aux_sym_var_spec_list_repeat1,196
go,aux_sym_type_parameter_list_repeat1,197
go,aux_sym_parameter_list_repeat1,198
go,aux_sym_type_declaration_repeat1,199
go,aux_sym_expression_list_repeat1,200
go,aux_sym_type_arguments_repeat1,201
go,aux_sym_field_declaration_list_repeat1,202
go,aux_sym_field_declaration_repeat1,203
go,aux_sym_interface_type_repeat1,204
go,aux_sym_type_elem_repeat1,205
go,aux_sym_statement_list_repeat1,206
go,aux_sym_expression_switch_statement_repeat1,207
go,aux_sym_type_switch_statement_repeat1,208
go,aux_sym_type_case_repeat1,209
go,aux_sym_select_statement_repeat1,210
go,aux_sym_argument_list_repeat1,211
go,aux_sym_literal_value_repeat1,212
go,aux_sym_interpreted_string_literal_repeat1,213
go,alias_sym_field_identifier,214
go,alias_sym_label_name,215
go,alias_sym_package_identifier,216
go,alias_sym_type_constraint,217
go,alias_sym_type_identifier,218
rust,sym_identifier,1
rust,anon_sym_SEMI,2
rust,anon_sym_macro_rules_BANG,3
rust,anon_sym_LPAREN,4
rust,anon_sym_RPAREN,5
rust,anon_sym_LBRACK,6
rust,anon_sym_RBRACK,7
rust,anon_sym_LBRACE,8
rust,anon_sym_RBRACE,9
rust,anon_sym_EQ_GT,10
rust,anon_sym_COLON,11
rust,anon_sym_DOLLAR,12
rust,aux_sym_token_repetition_pattern_token1,13
rust,anon_sym_PLUS,14
rust,anon_sym_STAR,15
rust,anon_sym_QMARK,16
rust,anon_sym_block,17
rust,anon_sym_expr,18
rust,anon_sym_expr_2021,19
rust,anon_sym_ident,20
rust,anon_sym_item,21
rust,anon_sym_lifetime,22
rust,anon_sym_literal,23
rust,anon_sym_meta,24
rust,anon_sym_pat,25
rust,anon_sym_pat_param,26
rust,anon_sym_path,27
rust,anon_sym_stmt,28
rust,anon_sym_tt,29
rust,anon_sym_ty,30
rust,anon_sym_vis,31
rust,anon_sym_u8,32
rust,anon_sym_i8,33
rust,anon_sym_u16,34
rust,anon_sym_i16,35
rust,anon_sym_u32,36
rust,anon_sym_i32,37
rust,anon_sym_u64,38
rust,anon_sym_i64,39
rust,anon_sym_u128,40
rust,anon_sym_i128,41
rust,anon_sym_isize,42
rust,anon_sym_usize,43
rust,anon_sym_f32,44
rust,anon_sym_f64,45
rust,anon_sym_bool,46
rust,anon_sym_str,47
rust,anon_sym_char,48
rust,anon_sym_DASH,49
rust,anon_sym_SLASH,50
rust,anon_sym_PERCENT,51
rust,anon_sym_CARET,52
rust,anon_sym_BANG,53
rust,anon_sym_AMP,54
rust,anon_sym_PIPE,55
rust,anon_sym_AMP_AMP,56
rust,anon_sym_PIPE_PIPE,57
rust,anon_sym_LT_LT,58
rust,anon_sym_GT_GT,59
rust,anon_sym_PLUS_EQ,60
rust,anon_sym_DASH_EQ,61
rust,anon_sym_STAR_EQ,62
rust,anon_sym_SLASH_EQ,63
rust,anon_sym_PERCENT_EQ,64
rust,anon_sym_CARET_EQ,65
rust,anon_sym_AMP_EQ,66
rust,anon_sym_PIPE_EQ,67
rust,anon_sym_LT_LT_EQ,68
rust,anon_sym_GT_GT_EQ,69
rust,anon_sym_EQ,70
rust,anon_sym_EQ_EQ,71
rust,anon_sym_BANG_EQ,72
rust,anon_sym_GT,73
rust,anon_sym_LT,74
rust,anon_sym_GT_EQ,75
rust,anon_sym_LT_EQ,76
rust,anon_sym_AT,77
rust,anon_sym__,78
rust,anon_sym_DOT,79
rust,anon_sym_DOT_DOT,80
rust,anon_sym_DOT_DOT_DOT,81
rust,anon_sym_DOT_DOT_EQ,82
rust,anon_sym_COMMA,83
rust,anon_sym_COLON_COLON,84
rust,anon_sym_DASH_GT,85
rust,anon_sym_POUND,86
rust,anon_sym_SQUOTE,87
rust,anon_sym_as,88
rust,anon_sym_async,89
rust,anon_sym_await,90
rust,anon_sym_break,91
rust,anon_sym_const,92
rust,anon_sym_continue,93
rust,anon_sym_default,94
rust,anon_sym_enum,95
rust,anon_sym_fn,96
rust,anon_sym_for,97
rust,anon_sym_gen,98
rust,anon_sym_if,99
rust,anon_sym_impl,100
rust,anon_sym_let,101
rust,anon_sym_loop,102
rust,anon_sym_match,103
rust,anon_sym_mod,104
rust,anon_sym_pub,105
rust,anon_sym_return,106
rust,anon_sym_static,107
rust,anon_sym_struct,108
rust,anon_sym_trait,109
rust,anon_sym_type,110
rust,anon_sym_union,111
rust,anon_sym_unsafe,112
rust,anon_sym_use,113
rust,anon_sym_where,114
rust,anon_sym_while,115
rust,anon_sym_extern,116
rust,anon_sym_ref,117
rust,anon_sym_else,118
rust,anon_sym_in,119
rust,anon_sym_LT2,120
rust,anon_sym_dyn,121
rust,sym_mutable_specifier,122
rust,anon_sym_raw,123
rust,anon_sym_yield,124
rust,anon_sym_move,125
rust,anon_sym_try,126
rust,sym_integer_literal,127
rust,aux_sym_string_literal_token1,128
rust,sym_char_literal,129
rust,sym_escape_sequence,130
rust,anon_sym_true,131
rust,anon_sym_false,132
rust,anon_sym_SLASH_SLASH,133
rust,aux_sym_line_comment_token1,134
rust,aux_sym_line_comment_token2,135
rust,aux_sym_line_comment_token3,136
rust,anon_sym_BANG2,137
rust,anon_sym_SLASH2,138
rust,anon_sym_SLASH_STAR,139
rust,anon_sym_STAR_SLASH,140
rust,sym_shebang,141
rust,sym_self,142
rust,sym_super,143
rust,sym_crate,144
rust,sym_metavariable,145
rust,sym_string_content,146
rust,sym_string_close,147
rust,sym__raw_string_literal_start,148
rust,sym_raw_string_literal_content,149
rust,sym__raw_string_literal_end,150
rust,sym_float_literal,151
rust,sym__outer_block_doc_comment_marker,152
rust,sym__inner_block_doc_comment_marker,153
rust,sym__block_comment_content,154
rust,sym__line_doc_content,155
rust,sym__error_sentinel,156
rust,sym_source_file,157
rust,sym__statement,158
rust,sym_empty_statement,159
rust,sym_expression_statement,160
rust,sym_macro_definition,161
rust,sym_macro_rule,162
rust,sym__token_pattern,163
rust,sym_token_tree_pattern,164
rust,sym_token_binding_pattern,165
rust,sym_token_repetition_pattern,166
rust,sym_fragment_specifier,167
rust,sym_token_tree,168
rust,sym_token_repetition,169
rust,sym_attribute_item,170
rust,sym_inner_attribute_item,171
rust,sym_attribute,172
rust,sym_mod_item,173
rust,sym_foreign_mod_item,174
rust,sym_declaration_list,175
rust,sym_struct_item,176
rust,sym_union_item,177
rust,sym_enum_item,178
rust,sym_enum_variant_list,179
rust,sym_enum_variant,180
rust,sym_field_declaration_list,181
rust,sym_field_declaration,182
rust,sym_ordered_field_declaration_list,183
rust,sym_extern_crate_declaration,184
rust,sym_const_item,185
rust,sym_static_item,186
rust,sym_type_item,187
rust,sym_function_item,188
rust,sym_function_signature_item,189
rust,sym_function_modifiers,190
rust,sym_where_clause,191
rust,sym_where_predicate,192
rust,sym_impl_item,193
rust,sym_trait_item,194
rust,sym_associated_type,195
rust,sym_trait_bounds,196
rust,sym_higher_ranked_trait_bound,197
rust,sym_removed_trait_bound,198
rust,sym_type_parameters,199
rust,sym_const_parameter,200
rust,sym_type_parameter,201
rust,sym_lifetime_parameter,202
rust,sym_let_declaration,203
rust,sym_use_declaration,204
rust,sym__use_clause,205
rust,sym_scoped_use_list,206
rust,sym_use_list,207
rust,sym_use_as_clause,208
rust,sym_use_wildcard,209
rust,sym_parameters,210
rust,sym_self_parameter,211
rust,sym_variadic_parameter,212
rust,sym_parameter,213
rust,sym_extern_modifier,214
rust,sym_visibility_modifier,215
rust,sym__type,216
rust,sym_bracketed_type,217
rust,sym_qualified_type,218
rust,sym_lifetime,219
rust,sym_array_type,220
rust,sym_for_lifetimes,221
rust,sym_function_type,222
rust,sym_tuple_type,223
rust,sym_unit_type,224
rust,sym_generic_function,225
rust,sym_generic_type,226
rust,sym_generic_type_with_turbofish,227
rust,sym_bounded_type,228
rust,sym_use_bounds,229
rust,sym_type_arguments,230
rust,sym_type_binding,231
