language,parse_state,symbol_id,symbol_name,symbol_kind,dispatch_kind,next_state,action_list_id,table_kind
kotlin,6938,34,anon_sym_DOT,terminal,ACTION,,8492,small
kotlin,6938,353,aux_sym_user_type_repeat1,nonterminal,STATE,6939,,small
kotlin,6938,145,sym_multiline_comment,terminal,ACTION,,3,small
kotlin,6938,122,sym_line_comment,terminal,ACTION,,3,small
kotlin,6938,4,anon_sym_AT,terminal,ACTION,,3763,small
kotlin,6938,7,anon_sym_LBRACK,terminal,ACTION,,3763,small
kotlin,6938,8,anon_sym_RBRACK,terminal,ACTION,,3763,small
kotlin,6938,14,anon_sym_EQ,terminal,ACTION,,3763,small
kotlin,6938,19,anon_sym_LBRACE,terminal,ACTION,,3763,small
kotlin,6938,21,anon_sym_LPAREN,terminal,ACTION,,3763,small
kotlin,6938,22,anon_sym_COMMA,terminal,ACTION,,3763,small
kotlin,6938,29,anon_sym_GT,terminal,ACTION,,3763,small
kotlin,6938,45,anon_sym_DASH_GT,terminal,ACTION,,3763,small
kotlin,6938,140,sym__backtick_identifier,terminal,ACTION,,3763,small
kotlin,6938,18,anon_sym_enum,terminal,ACTION,,3761,small
kotlin,6938,24,anon_sym_val,terminal,ACTION,,3761,small
kotlin,6938,25,anon_sym_var,terminal,ACTION,,3761,small
kotlin,6938,26,anon_sym_suspend,terminal,ACTION,,3761,small
kotlin,6938,30,anon_sym_where,terminal,ACTION,,3761,small
kotlin,6938,31,anon_sym_init,terminal,ACTION,,3761,small
kotlin,6938,32,anon_sym_companion,terminal,ACTION,,3761,small
kotlin,6938,36,anon_sym_get,terminal,ACTION,,3761,small
kotlin,6938,37,anon_sym_set,terminal,ACTION,,3761,small
kotlin,6938,38,anon_sym_constructor,terminal,ACTION,,3761,small
kotlin,6938,41,anon_sym_dynamic,terminal,ACTION,,3761,small
kotlin,6938,48,anon_sym_in,terminal,ACTION,,3761,small
kotlin,6938,49,anon_sym_while,terminal,ACTION,,3761,small
kotlin,6938,57,anon_sym_data,terminal,ACTION,,3761,small
kotlin,6938,58,anon_sym_if,terminal,ACTION,,3761,small
kotlin,6938,62,anon_sym_catch,terminal,ACTION,,3761,small
