language,parse_state,symbol_id,symbol_name,symbol_kind,dispatch_kind,next_state,action_list_id,table_kind
java,0,0,ts_builtin_sym_end,terminal,ACTION,,1,large
java,0,1,sym_identifier,terminal,ACTION,,1,large
java,0,2,sym_decimal_integer_literal,terminal,ACTION,,1,large
java,0,3,sym_hex_integer_literal,terminal,ACTION,,1,large
java,0,4,sym_octal_integer_literal,terminal,ACTION,,1,large
java,0,5,sym_binary_integer_literal,terminal,ACTION,,1,large
java,0,6,sym_decimal_floating_point_literal,terminal,ACTION,,1,large
java,0,7,sym_hex_floating_point_literal,terminal,ACTION,,1,large
java,0,8,sym_true,terminal,ACTION,,1,large
java,0,9,sym_false,terminal,ACTION,,1,large
java,0,10,sym_character_literal,terminal,ACTION,,1,large
java,0,11,anon_sym_DQUOTE,terminal,ACTION,,1,large
java,0,12,anon_sym_DQUOTE_DQUOTE_DQUOTE,terminal,ACTION,,1,large
java,0,16,anon_sym_BSLASH_LBRACE,terminal,ACTION,,1,large
java,0,17,anon_sym_RBRACE,terminal,ACTION,,1,large
java,0,18,aux_sym__escape_sequence_token1,terminal,ACTION,,1,large
java,0,19,sym_escape_sequence,terminal,ACTION,,1,large
java,0,20,sym_null_literal,terminal,ACTION,,1,large
java,0,21,anon_sym_LPAREN,terminal,ACTION,,1,large
java,0,22,anon_sym_RPAREN,terminal,ACTION,,1,large
java,0,23,anon_sym_AMP,terminal,ACTION,,1,large
java,0,24,anon_sym_EQ,terminal,ACTION,,1,large
java,0,25,anon_sym_PLUS_EQ,terminal,ACTION,,1,large
java,0,26,anon_sym_DASH_EQ,terminal,ACTION,,1,large
java,0,27,anon_sym_STAR_EQ,terminal,ACTION,,1,large
java,0,28,anon_sym_SLASH_EQ,terminal,ACTION,,1,large
java,0,29,anon_sym_AMP_EQ,terminal,ACTION,,1,large
java,0,30,anon_sym_PIPE_EQ,terminal,ACTION,,1,large
java,0,31,anon_sym_CARET_EQ,terminal,ACTION,,1,large
java,0,32,anon_sym_PERCENT_EQ,terminal,ACTION,,1,large
java,0,33,anon_sym_LT_LT_EQ,terminal,ACTION,,1,large
java,0,34,anon_sym_GT_GT_EQ,terminal,ACTION,,1,large
java,0,35,anon_sym_GT_GT_GT_EQ,terminal,ACTION,,1,large
java,0,36,anon_sym_GT,terminal,ACTION,,1,large
java,0,37,anon_sym_LT,terminal,ACTION,,1,large
java,0,38,anon_sym_GT_EQ,terminal,ACTION,,1,large
java,0,39,anon_sym_LT_EQ,terminal,ACTION,,1,large
java,0,40,anon_sym_EQ_EQ,terminal,ACTION,,1,large
java,0,41,anon_sym_BANG_EQ,terminal,ACTION,,1,large
java,0,42,anon_sym_AMP_AMP,terminal,ACTION,,1,large
java,0,43,anon_sym_PIPE_PIPE,terminal,ACTION,,1,large
java,0,44,anon_sym_PLUS,terminal,ACTION,,1,large
java,0,45,anon_sym_DASH,terminal,ACTION,,1,large
java,0,46,anon_sym_STAR,terminal,ACTION,,1,large
java,0,47,anon_sym_SLASH,terminal,ACTION,,1,large
java,0,48,anon_sym_PIPE,terminal,ACTION,,1,large
java,0,49,anon_sym_CARET,terminal,ACTION,,1,large
java,0,50,anon_sym_PERCENT,terminal,ACTION,,1,large
java,0,51,anon_sym_LT_LT,terminal,ACTION,,1,large
java,0,52,anon_sym_GT_GT,terminal,ACTION,,1,large
java,0,53,anon_sym_GT_GT_GT,terminal,ACTION,,1,large
java,0,54,anon_sym_instanceof,terminal,ACTION,,1,large
java,0,55,anon_sym_final,terminal,ACTION,,1,large
java,0,56,anon_sym_DASH_GT,terminal,ACTION,,1,large
java,0,57,anon_sym_COMMA,terminal,ACTION,,1,large
java,0,58,anon_sym_QMARK,terminal,ACTION,,1,large
java,0,59,anon_sym_COLON,terminal,ACTION,,1,large
java,0,60,anon_sym_BANG,terminal,ACTION,,1,large
java,0,61,anon_sym_TILDE,terminal,ACTION,,1,large
java,0,62,anon_sym_PLUS_PLUS,terminal,ACTION,,1,large
java,0,63,anon_sym_DASH_DASH,terminal,ACTION,,1,large
java,0,64,anon_sym_new,terminal,ACTION,,1,large
java,0,65,anon_sym_LBRACK,terminal,ACTION,,1,large
java,0,66,anon_sym_RBRACK,terminal,ACTION,,1,large
java,0,67,anon_sym_DOT,terminal,ACTION,,1,large
java,0,68,anon_sym_class,terminal,ACTION,,1,large
java,0,69,anon_sym_COLON_COLON,terminal,ACTION,,1,large
java,0,70,anon_sym_extends,terminal,ACTION,,1,large
java,0,71,anon_sym_switch,terminal,ACTION,,1,large
java,0,72,anon_sym_LBRACE,terminal,ACTION,,1,large
java,0,73,anon_sym_case,terminal,ACTION,,1,large
java,0,74,anon_sym_default,terminal,ACTION,,1,large
java,0,75,sym_underscore_pattern,terminal,ACTION,,1,large
java,0,76,anon_sym_when,terminal,ACTION,,1,large
java,0,77,anon_sym_SEMI,terminal,ACTION,,1,large
java,0,78,anon_sym_assert,terminal,ACTION,,1,large
java,0,79,anon_sym_do,terminal,ACTION,,1,large
java,0,80,anon_sym_while,terminal,ACTION,,1,large
java,0,81,anon_sym_break,terminal,ACTION,,1,large
java,0,82,anon_sym_continue,terminal,ACTION,,1,large
java,0,83,anon_sym_return,terminal,ACTION,,1,large
java,0,84,anon_sym_yield,terminal,ACTION,,1,large
java,0,85,anon_sym_synchronized,terminal,ACTION,,1,large
java,0,86,anon_sym_throw,terminal,ACTION,,1,large
java,0,87,anon_sym_try,terminal,ACTION,,1,large
java,0,88,anon_sym_catch,terminal,ACTION,,1,large
java,0,89,anon_sym_finally,terminal,ACTION,,1,large
java,0,90,anon_sym_if,terminal,ACTION,,1,large
java,0,91,anon_sym_else,terminal,ACTION,,1,large
java,0,92,anon_sym_for,terminal,ACTION,,1,large
java,0,93,anon_sym_AT,terminal,ACTION,,1,large
java,0,94,anon_sym_open,terminal,ACTION,,1,large
java,0,95,anon_sym_module,terminal,ACTION,,1,large
java,0,96,anon_sym_requires,terminal,ACTION,,1,large
java,0,97,anon_sym_transitive,terminal,ACTION,,1,large
java,0,98,anon_sym_static,terminal,ACTION,,1,large
java,0,99,anon_sym_exports,terminal,ACTION,,1,large
java,0,100,anon_sym_to,terminal,ACTION,,1,large
java,0,101,anon_sym_opens,terminal,ACTION,,1,large
