language,parse_state,symbol_id,symbol_name,symbol_kind,dispatch_kind,next_state,action_list_id,table_kind
go,0,0,ts_builtin_sym_end,terminal,ACTION,,1,large
go,0,1,sym_identifier,terminal,ACTION,,1,large
go,0,3,anon_sym_SEMI,terminal,ACTION,,1,large
go,0,4,anon_sym_NULL,terminal,ACTION,,1,large
go,0,5,anon_sym_package,terminal,ACTION,,1,large
go,0,6,anon_sym_import,terminal,ACTION,,1,large
go,0,7,anon_sym_DOT,terminal,ACTION,,1,large
go,0,8,sym_blank_identifier,terminal,ACTION,,1,large
go,0,9,anon_sym_LPAREN,terminal,ACTION,,1,large
go,0,10,anon_sym_RPAREN,terminal,ACTION,,1,large
go,0,11,anon_sym_const,terminal,ACTION,,1,large
go,0,12,anon_sym_COMMA,terminal,ACTION,,1,large
go,0,13,anon_sym_EQ,terminal,ACTION,,1,large
go,0,14,anon_sym_var,terminal,ACTION,,1,large
go,0,15,anon_sym_func,terminal,ACTION,,1,large
go,0,16,anon_sym_LBRACK,terminal,ACTION,,1,large
go,0,17,anon_sym_RBRACK,terminal,ACTION,,1,large
go,0,18,anon_sym_DOT_DOT_DOT,terminal,ACTION,,1,large
go,0,19,anon_sym_type,terminal,ACTION,,1,large
go,0,20,anon_sym_STAR,terminal,ACTION,,1,large
go,0,21,anon_sym_struct,terminal,ACTION,,1,large
go,0,22,anon_sym_TILDE,terminal,ACTION,,1,large
go,0,23,anon_sym_LBRACE,terminal,ACTION,,1,large
go,0,24,anon_sym_RBRACE,terminal,ACTION,,1,large
go,0,25,anon_sym_interface,terminal,ACTION,,1,large
go,0,26,anon_sym_PIPE,terminal,ACTION,,1,large
go,0,27,anon_sym_map,terminal,ACTION,,1,large
go,0,28,anon_sym_chan,terminal,ACTION,,1,large
go,0,29,anon_sym_LT_DASH,terminal,ACTION,,1,large
go,0,30,anon_sym_COLON_EQ,terminal,ACTION,,1,large
go,0,31,anon_sym_PLUS_PLUS,terminal,ACTION,,1,large
go,0,32,anon_sym_DASH_DASH,terminal,ACTION,,1,large
go,0,33,anon_sym_STAR_EQ,terminal,ACTION,,1,large
go,0,34,anon_sym_SLASH_EQ,terminal,ACTION,,1,large
go,0,35,anon_sym_PERCENT_EQ,terminal,ACTION,,1,large
go,0,36,anon_sym_LT_LT_EQ,terminal,ACTION,,1,large
go,0,37,anon_sym_GT_GT_EQ,terminal,ACTION,,1,large
go,0,38,anon_sym_AMP_EQ,terminal,ACTION,,1,large
go,0,39,anon_sym_AMP_CARET_EQ,terminal,ACTION,,1,large
go,0,40,anon_sym_PLUS_EQ,terminal,ACTION,,1,large
go,0,41,anon_sym_DASH_EQ,terminal,ACTION,,1,large
go,0,42,anon_sym_PIPE_EQ,terminal,ACTION,,1,large
go,0,43,anon_sym_CARET_EQ,terminal,ACTION,,1,large
go,0,44,anon_sym_COLON,terminal,ACTION,,1,large
go,0,45,anon_sym_fallthrough,terminal,ACTION,,1,large
go,0,46,anon_sym_break,terminal,ACTION,,1,large
go,0,47,anon_sym_continue,terminal,ACTION,,1,large
go,0,48,anon_sym_goto,terminal,ACTION,,1,large
go,0,49,anon_sym_return,terminal,ACTION,,1,large
go,0,50,anon_sym_go,terminal,ACTION,,1,large
go,0,51,anon_sym_defer,terminal,ACTION,,1,large
go,0,52,anon_sym_if,terminal,ACTION,,1,large
go,0,53,anon_sym_else,terminal,ACTION,,1,large
go,0,54,anon_sym_for,terminal,ACTION,,1,large
go,0,55,anon_sym_range,terminal,ACTION,,1,large
go,0,56,anon_sym_switch,terminal,ACTION,,1,large
go,0,57,anon_sym_case,terminal,ACTION,,1,large
go,0,58,anon_sym_default,terminal,ACTION,,1,large
go,0,59,anon_sym_select,terminal,ACTION,,1,large
go,0,60,anon_sym_new,terminal,ACTION,,1,large
go,0,61,anon_sym_make,terminal,ACTION,,1,large
go,0,62,anon_sym_PLUS,terminal,ACTION,,1,large
go,0,63,anon_sym_DASH,terminal,ACTION,,1,large
go,0,64,anon_sym_BANG,terminal,ACTION,,1,large
go,0,65,anon_sym_CARET,terminal,ACTION,,1,large
go,0,66,anon_sym_AMP,terminal,ACTION,,1,large
go,0,67,anon_sym_SLASH,terminal,ACTION,,1,large
go,0,68,anon_sym_PERCENT,terminal,ACTION,,1,large
go,0,69,anon_sym_LT_LT,terminal,ACTION,,1,large
go,0,70,anon_sym_GT_GT,terminal,ACTION,,1,large
go,0,71,anon_sym_AMP_CARET,terminal,ACTION,,1,large
go,0,72,anon_sym_EQ_EQ,terminal,ACTION,,1,large
go,0,73,anon_sym_BANG_EQ,terminal,ACTION,,1,large
go,0,74,anon_sym_LT,terminal,ACTION,,1,large
go,0,75,anon_sym_LT_EQ,terminal,ACTION,,1,large
go,0,76,anon_sym_GT,terminal,ACTION,,1,large
go,0,77,anon_sym_GT_EQ,terminal,ACTION,,1,large
go,0,78,anon_sym_AMP_AMP,terminal,ACTION,,1,large
go,0,79,anon_sym_PIPE_PIPE,terminal,ACTION,,1,large
go,0,80,anon_sym_BQUOTE,terminal,ACTION,,1,large
go,0,82,anon_sym_DQUOTE,terminal,ACTION,,1,large
go,0,84,anon_sym_DQUOTE2,terminal,ACTION,,1,large
go,0,85,sym_escape_sequence,terminal,ACTION,,1,large
go,0,86,sym_int_literal,terminal,ACTION,,1,large
go,0,87,sym_float_literal,terminal,ACTION,,1,large
go,0,88,sym_imaginary_literal,terminal,ACTION,,1,large
go,0,89,sym_rune_literal,terminal,ACTION,,1,large
go,0,90,sym_nil,terminal,ACTION,,1,large
go,0,91,sym_true,terminal,ACTION,,1,large
go,0,92,sym_false,terminal,ACTION,,1,large
go,0,93,sym_iota,terminal,ACTION,,1,large
go,0,94,sym_comment,terminal,ACTION,,3,large
go,1,95,sym_source_file,nonterminal,STATE,1419,,large
go,1,96,sym_package_clause,nonterminal,STATE,1100,,large
go,1,97,sym_import_declaration,nonterminal,STATE,1100,,large
go,1,101,sym__declaration,nonterminal,STATE,990,,large
go,1,102,sym_const_declaration,nonterminal,STATE,990,,large
go,1,104,sym_var_declaration,nonterminal,STATE,990,,large
go,1,107,sym_function_declaration,nonterminal,STATE,1100,,large
go,1,108,sym_method_declaration,nonterminal,STATE,1100,,large
go,1,115,sym_type_declaration,nonterminal,STATE,990,,large
go,1,117,sym_expression_list,nonterminal,STATE,838,,large
go,1,118,sym_parenthesized_type,nonterminal,STATE,1340,,large
go,1,119,sym__simple_type,nonterminal,STATE,1340,,large
go,1,120,sym_generic_type,nonterminal,STATE,1149,,large
go,1,122,sym_pointer_type,nonterminal,STATE,885,,large
go,1,123,sym_array_type,nonterminal,STATE,1149,,large
go,1,124,sym_implicit_length_array_type,nonterminal,STATE,1300,,large
go,1,125,sym_slice_type,nonterminal,STATE,1149,,large
go,1,126,sym_struct_type,nonterminal,STATE,1149,,large
go,1,127,sym_negated_type,nonterminal,STATE,847,,large
go,1,130,sym_interface_type,nonterminal,STATE,885,,large
go,1,133,sym_map_type,nonterminal,STATE,1154,,large
go,1,134,sym_channel_type,nonterminal,STATE,885,,large
go,1,135,sym_function_type,nonterminal,STATE,885,,large
go,1,136,sym_block,nonterminal,STATE,990,,large
go,1,138,sym__statement,nonterminal,STATE,1252,,large
go,1,139,sym_empty_statement,nonterminal,STATE,990,,large
go,1,140,sym__simple_statement,nonterminal,STATE,990,,large
go,1,141,sym_expression_statement,nonterminal,STATE,939,,large
go,1,142,sym_send_statement,nonterminal,STATE,939,,large
go,1,144,sym_inc_statement,nonterminal,STATE,939,,large
go,1,145,sym_dec_statement,nonterminal,STATE,939,,large
go,1,146,sym_assignment_statement,nonterminal,STATE,939,,large
go,1,147,sym_short_var_declaration,nonterminal,STATE,939,,large
go,1,148,sym_labeled_statement,nonterminal,STATE,990,,large
go,1,150,sym_fallthrough_statement,nonterminal,STATE,990,,large
go,1,151,sym_break_statement,nonterminal,STATE,990,,large
go,1,152,sym_continue_statement,nonterminal,STATE,990,,large
go,1,153,sym_goto_statement,nonterminal,STATE,990,,large
go,1,154,sym_return_statement,nonterminal,STATE,990,,large
go,1,155,sym_go_statement,nonterminal,STATE,990,,large
go,1,156,sym_defer_statement,nonterminal,STATE,990,,large
go,1,157,sym_if_statement,nonterminal,STATE,990,,large
go,1,158,sym_for_statement,nonterminal,STATE,990,,large
go,1,161,sym_expression_switch_statement,nonterminal,STATE,990,,large
go,1,164,sym_type_switch_statement,nonterminal,STATE,990,,large
go,1,167,sym_select_statement,nonterminal,STATE,990,,large
go,1,169,sym__expression,nonterminal,STATE,240,,large
go,1,170,sym_parenthesized_expression,nonterminal,STATE,255,,large
go,1,171,sym_call_expression,nonterminal,STATE,255,,large
go,1,175,sym_selector_expression,nonterminal,STATE,255,,large
go,1,176,sym_index_expression,nonterminal,STATE,255,,large
go,1,177,sym_slice_expression,nonterminal,STATE,255,,large
go,1,178,sym_type_assertion_expression,nonterminal,STATE,255,,large
go,1,179,sym_type_conversion_expression,nonterminal,STATE,255,,large
go,1,180,sym_type_instantiation_expression,nonterminal,STATE,255,,large
go,1,181,sym_composite_literal,nonterminal,STATE,255,,large
go,1,185,sym_func_literal,nonterminal,STATE,255,,large
go,1,186,sym_unary_expression,nonterminal,STATE,255,,large
go,1,187,sym_binary_expression,nonterminal,STATE,255,,large
go,1,188,sym_qualified_type,nonterminal,STATE,1053,,large
go,1,189,sym_raw_string_literal,nonterminal,STATE,255,,large
go,1,190,sym_interpreted_string_literal,nonterminal,STATE,255,,large
go,1,191,aux_sym_source_file_repeat1,nonterminal,STATE,2,,large
go,1,0,ts_builtin_sym_end,terminal,ACTION,,5,large
go,1,1,sym_identifier,terminal,ACTION,,7,large
go,1,3,anon_sym_SEMI,terminal,ACTION,,9,large
go,1,5,anon_sym_package,terminal,ACTION,,11,large
go,1,6,anon_sym_import,terminal,ACTION,,13,large
go,1,9,anon_sym_LPAREN,terminal,ACTION,,15,large
go,1,11,anon_sym_const,terminal,ACTION,,17,large
go,1,14,anon_sym_var,terminal,ACTION,,19,large
go,1,15,anon_sym_func,terminal,ACTION,,21,large
go,1,16,anon_sym_LBRACK,terminal,ACTION,,23,large
go,1,19,anon_sym_type,terminal,ACTION,,25,large
go,1,20,anon_sym_STAR,terminal,ACTION,,27,large
go,1,21,anon_sym_struct,terminal,ACTION,,29,large
go,1,22,anon_sym_TILDE,terminal,ACTION,,31,large
go,1,23,anon_sym_LBRACE,terminal,ACTION,,33,large
go,1,25,anon_sym_interface,terminal,ACTION,,35,large
go,1,27,anon_sym_map,terminal,ACTION,,37,large
go,1,28,anon_sym_chan,terminal,ACTION,,39,large
go,1,29,anon_sym_LT_DASH,terminal,ACTION,,41,large
go,1,45,anon_sym_fallthrough,terminal,ACTION,,43,large
go,1,46,anon_sym_break,terminal,ACTION,,45,large
go,1,47,anon_sym_continue,terminal,ACTION,,47,large
go,1,48,anon_sym_goto,terminal,ACTION,,49,large
go,1,49,anon_sym_return,terminal,ACTION,,51,large
go,1,50,anon_sym_go,terminal,ACTION,,53,large
go,1,51,anon_sym_defer,terminal,ACTION,,55,large
go,1,52,anon_sym_if,terminal,ACTION,,57,large
go,1,54,anon_sym_for,terminal,ACTION,,59,large
go,1,56,anon_sym_switch,terminal,ACTION,,61,large
go,1,59,anon_sym_select,terminal,ACTION,,63,large
go,1,60,anon_sym_new,terminal,ACTION,,65,large
go,1,61,anon_sym_make,terminal,ACTION,,65,large
go,1,62,anon_sym_PLUS,terminal,ACTION,,67,large
go,1,63,anon_sym_DASH,terminal,ACTION,,67,large
go,1,64,anon_sym_BANG,terminal,ACTION,,67,large
go,1,65,anon_sym_CARET,terminal,ACTION,,67,large
go,1,66,anon_sym_AMP,terminal,ACTION,,67,large
go,1,80,anon_sym_BQUOTE,terminal,ACTION,,69,large
go,1,82,anon_sym_DQUOTE,terminal,ACTION,,71,large
go,1,86,sym_int_literal,terminal,ACTION,,73,large
go,1,87,sym_float_literal,terminal,ACTION,,73,large
go,1,88,sym_imaginary_literal,terminal,ACTION,,75,large
go,1,89,sym_rune_literal,terminal,ACTION,,75,large
go,1,90,sym_nil,terminal,ACTION,,73,large
go,1,91,sym_true,terminal,ACTION,,73,large
go,1,92,sym_false,terminal,ACTION,,73,large
go,1,93,sym_iota,terminal,ACTION,,73,large
go,1,94,sym_comment,terminal,ACTION,,3,large
go,2,96,sym_package_clause,nonterminal,STATE,1069,,large
go,2,97,sym_import_declaration,nonterminal,STATE,1069,,large
go,2,101,sym__declaration,nonterminal,STATE,990,,large
go,2,102,sym_const_declaration,nonterminal,STATE,990,,large
go,2,104,sym_var_declaration,nonterminal,STATE,990,,large
go,2,107,sym_function_declaration,nonterminal,STATE,1069,,large
go,2,108,sym_method_declaration,nonterminal,STATE,1069,,large
