file,component,extension,size_bytes,lines
azure-pipelines.yml,grammar,.yml,5839,173
changelog.md,docs,.md,8794,169
copying.txt,other,.txt,1258,25
koch.nim,other,.nim,37111,878
readme.md,docs,.md,13034,234
security.md,docs,.md,600,21
.github/dependabot.yml,grammar,.yml,513,12
.github/FUNDING.yml,grammar,.yml,734,13
.github/ISSUE_TEMPLATE/bug_report.yml,grammar,.yml,3262,74
.github/ISSUE_TEMPLATE/config.yml,grammar,.yml,350,11
.github/ISSUE_TEMPLATE/feature_request.yml,grammar,.yml,2553,73
.github/workflows/bisects.yml,grammar,.yml,1609,39
.github/workflows/ci_docs.yml,grammar,.yml,3281,117
.github/workflows/ci_packages.yml,grammar,.yml,2377,81
.github/workflows/ci_publish.yml,grammar,.yml,2113,80
.github/workflows/stale.yml,grammar,.yml,1010,26
changelogs/changelog_0_18_1.md,docs,.md,30535,664
changelogs/changelog_0_19_0.md,docs,.md,13055,254
changelogs/changelog_0_20_0.md,docs,.md,11838,295
changelogs/changelog_0_20_2.md,docs,.md,1529,56
changelogs/changelog_1_0_0.md,docs,.md,4073,139
changelogs/changelog_1_0_2.md,docs,.md,3884,57
changelogs/changelog_1_2_0.md,docs,.md,31988,536
changelogs/changelog_1_4_0.md,docs,.md,50057,875
changelogs/changelog_1_6_0.md,docs,.md,39584,958
changelogs/changelog_2_0_0.md,docs,.md,10675,331
changelogs/changelog_2_0_0_details.md,docs,.md,27805,561
changelogs/changelog_2_2_0.md,docs,.md,9243,249
changelogs/changelog_X_XX_X.md,docs,.md,410,24
changelogs/readme.md,docs,.md,4161,62
ci/action.nim,other,.nim,650,27
compiler/aliasanalysis.nim,other,.nim,4359,128
compiler/aliases.nim,other,.nim,10190,301
compiler/ast.nim,ast,.nim,58890,1792
compiler/ast2nif.nim,other,.nim,201860,4139
compiler/astalgo.nim,other,.nim,20227,747
compiler/astdef.nim,other,.nim,53079,1226
compiler/astmsgs.nim,other,.nim,1970,46
compiler/astyaml.nim,other,.nim,6112,161
compiler/bitsets.nim,other,.nim,2754,98
compiler/btrees.nim,other,.nim,5048,181
compiler/cbuilderbase.nim,other,.nim,4152,165
compiler/cbuilderdecls.nim,other,.nim,22469,669
compiler/cbuilderexprs.nim,other,.nim,6794,260
compiler/cbuilderstmts.nim,other,.nim,9403,330
compiler/ccgcalls.nim,runtime,.nim,35147,936
compiler/ccgexprs.nim,other,.nim,166242,4291
compiler/ccgliterals.nim,other,.nim,12811,311
compiler/ccgmerge_unused.nim,other,.nim,8140,284
compiler/ccgreset.nim,other,.nim,5407,137
compiler/ccgstmts.nim,other,.nim,69497,1891
compiler/ccgthreadvars.nim,other,.nim,3628,84
compiler/ccgtrav.nim,other,.nim,8380,233
compiler/ccgtypes.nim,other,.nim,97508,2327
compiler/ccgutils.nim,other,.nim,6976,197
compiler/cgen.nim,other,.nim,125114,3055
compiler/cgendata.nim,other,.nim,12710,247
compiler/cgmeth.nim,other,.nim,11939,321
compiler/closureiters.nim,other,.nim,52601,1563
compiler/cmdlinehelper.nim,other,.nim,3157,87
compiler/cnif.nim,other,.nim,27742,741
compiler/commands.nim,other,.nim,58122,1353
compiler/concepts.nim,other,.nim,24054,669
compiler/condsyms.nim,other,.nim,6460,180
compiler/debuginfo.nim,other,.nim,2052,79
compiler/debugutils.nim,other,.nim,2192,73
compiler/depends.nim,other,.nim,3135,111
compiler/deps.nim,other,.nim,81006,1754
compiler/dfa.nim,other,.nim,13097,492
compiler/docgen.nim,other,.nim,78696,1965
compiler/docgen2.nim,other,.nim,2181,80
compiler/enumtostr.nim,other,.nim,1772,52
compiler/errorhandling.nim,other,.nim,2419,86
compiler/evalffi.nim,runtime,.nim,17708,514
compiler/evaltempl.nim,runtime,.nim,8317,231
compiler/expanddefaults.nim,other,.nim,4655,132
compiler/extccomp.nim,other,.nim,47774,1189
compiler/filters.nim,other,.nim,2779,82
compiler/filter_tmpl.nim,other,.nim,6791,224
compiler/gorgeimpl.nim,other,.nim,2279,75
compiler/guards.nim,other,.nim,37944,1191
compiler/hlo.nim,other,.nim,3811,106
compiler/icconfig.nim,other,.nim,13386,308
compiler/icmodnames.nim,other,.nim,2490,56
compiler/icnifcore.nim,other,.nim,11204,253
