target_id,canonical_semantic_id,state,direct_proven,native_candidate,tested
c,UASF_0001,DIRECT_CANDIDATE,false,true,false
c,UASF_0002,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0003,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0004,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0005,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0006,DIRECT_CANDIDATE,false,true,false
c,UASF_0007,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0008,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0009,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0010,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0011,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0012,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0013,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0014,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0015,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0016,DIRECT_CANDIDATE,false,true,false
c,UASF_0017,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0018,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0019,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0020,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0021,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0022,DIRECT_CANDIDATE,false,true,false
c,UASF_0023,DIRECT_CANDIDATE,false,true,false
c,UASF_0024,DIRECT_CANDIDATE,false,true,false
c,UASF_0025,DIRECT_CANDIDATE,false,true,false
c,UASF_0026,DIRECT_CANDIDATE,false,true,false
c,UASF_0027,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0028,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0029,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0030,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0031,DIRECT_CANDIDATE,false,true,false
c,UASF_0032,DIRECT_CANDIDATE,false,true,false
c,UASF_0033,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0034,DIRECT_CANDIDATE,false,true,false
c,UASF_0035,DIRECT_CANDIDATE,false,true,false
c,UASF_0036,DIRECT_CANDIDATE,false,true,false
c,UASF_0037,DIRECT_CANDIDATE,false,true,false
c,UASF_0038,DIRECT_CANDIDATE,false,true,false
c,UASF_0039,DIRECT_CANDIDATE,false,true,false
c,UASF_0040,DIRECT_CANDIDATE,false,true,false
c,UASF_0041,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0042,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0043,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0044,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0045,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0046,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0047,DIRECT_CANDIDATE,false,true,false
c,UASF_0048,DIRECT_CANDIDATE,false,true,false
c,UASF_0049,DIRECT_CANDIDATE,false,true,false
c,UASF_0050,DIRECT_CANDIDATE,false,true,false
c,UASF_0051,DIRECT_PROVEN,true,true,true
c,UASF_0052,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0053,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0054,DIRECT_PROVEN,true,false,true
c,UASF_0055,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0056,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0057,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0058,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0059,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0060,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0061,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0062,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0063,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0064,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0065,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0066,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0067,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0068,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0069,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0070,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0071,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0072,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0073,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0074,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0075,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0076,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0077,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0078,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0079,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0080,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0081,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0082,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0083,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0084,DIRECT_CANDIDATE,false,true,false
c,UASF_0085,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0086,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0087,DIRECT_CANDIDATE,false,true,false
c,UASF_0088,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0089,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0090,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0091,DIRECT_CANDIDATE,false,true,false
c,UASF_0092,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0093,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0094,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0095,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0096,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0097,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0098,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0099,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0100,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0101,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0102,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0103,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0104,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0105,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0106,DIRECT_CANDIDATE,false,true,false
c,UASF_0107,DIRECT_CANDIDATE,false,true,false
c,UASF_0108,DIRECT_CANDIDATE,false,true,false
c,UASF_0109,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0110,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0111,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0112,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0113,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0114,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0115,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0116,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0117,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0118,DIRECT_CANDIDATE,false,true,false
c,UASF_0119,DIRECT_CANDIDATE,false,true,false
c,UASF_0120,DIRECT_CANDIDATE,false,true,false
c,UASF_0121,DIRECT_CANDIDATE,false,true,false
c,UASF_0122,DIRECT_CANDIDATE,false,true,false
c,UASF_0123,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0124,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0125,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0126,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0127,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0128,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0129,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0130,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0131,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0132,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0133,DIRECT_CANDIDATE,false,true,false
c,UASF_0134,DIRECT_CANDIDATE,false,true,false
c,UASF_0135,DIRECT_CANDIDATE,false,true,false
c,UASF_0136,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0137,DIRECT_CANDIDATE,false,true,false
c,UASF_0138,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0139,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0140,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0141,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0142,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0143,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0144,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0145,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0146,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0147,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0148,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0149,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0150,DIRECT_CANDIDATE,false,true,false
c,UASF_0151,DIRECT_CANDIDATE,false,true,false
c,UASF_0152,DIRECT_CANDIDATE,false,true,false
c,UASF_0153,DIRECT_CANDIDATE,false,true,false
c,UASF_0154,DIRECT_CANDIDATE,false,true,false
c,UASF_0155,DIRECT_CANDIDATE,false,true,false
c,UASF_0156,DIRECT_CANDIDATE,false,true,false
c,UASF_0157,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0158,DIRECT_CANDIDATE,false,true,false
c,UASF_0159,DIRECT_CANDIDATE,false,true,false
c,UASF_0160,DIRECT_CANDIDATE,false,true,false
c,UASF_0161,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0162,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0163,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0164,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0165,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0166,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0167,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0168,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0169,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0170,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0171,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0172,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0173,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0174,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0175,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0176,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0177,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0178,DIRECT_CANDIDATE,false,true,false
c,UASF_0179,DIRECT_PROVEN,true,true,true
c,UASF_0180,DIRECT_PROVEN,true,true,true
c,UASF_0181,DIRECT_PROVEN,true,true,true
c,UASF_0182,DIRECT_PROVEN,true,true,true
c,UASF_0183,DIRECT_CANDIDATE,false,true,false
c,UASF_0184,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0185,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0186,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0187,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0188,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0189,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0190,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0191,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0192,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0193,DIRECT_CANDIDATE,false,true,false
c,UASF_0194,DIRECT_CANDIDATE,false,true,false
c,UASF_0195,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0196,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0197,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0198,DIRECT_CANDIDATE,false,true,false
c,UASF_0199,DIRECT_CANDIDATE,false,true,false
c,UASF_0200,DIRECT_CANDIDATE,false,true,false
c,UASF_0201,NO_NATIVE_EVIDENCE,false,false,false
c,UASF_0202,NO_NATIVE_EVIDENCE,false,false,false
