case_id,source_language,input_kind,artifact_kind,status,artifact_created,format_parse_success,decode_success,cfg_success,dataflow_success,abi_success,uast_success,original_uast_hash,recovered_uast_hash,operation_match,relation_match,control_flow_match,call_match,dataflow_match,memory_match,abi_match,semantic_projection_equal,earliest_failure_stage,diagnostic_class,diagnostic
158554041d80602d84565fe6c11eb9c1568fd164caa04711dcde1bd1c236d374,kotlin,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,a6b2fc900798a306a39a2b40760402ebf0239a5d1768773832ce821277a484d0,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
158554041d80602d84565fe6c11eb9c1568fd164caa04711dcde1bd1c236d374,kotlin,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,a6b2fc900798a306a39a2b40760402ebf0239a5d1768773832ce821277a484d0,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
158554041d80602d84565fe6c11eb9c1568fd164caa04711dcde1bd1c236d374,kotlin,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,a6b2fc900798a306a39a2b40760402ebf0239a5d1768773832ce821277a484d0,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
158554041d80602d84565fe6c11eb9c1568fd164caa04711dcde1bd1c236d374,kotlin,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,a6b2fc900798a306a39a2b40760402ebf0239a5d1768773832ce821277a484d0,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
8b51a2e720d3b086f65b33dd12fd4a3e5c044c9ebc4a392be64665e2f1e37dc7,kotlin,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,5847074b48f0c38119ef27fde9a78fa78bba67907887aaee42b42d1c3b2ea69d,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
8b51a2e720d3b086f65b33dd12fd4a3e5c044c9ebc4a392be64665e2f1e37dc7,kotlin,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,5847074b48f0c38119ef27fde9a78fa78bba67907887aaee42b42d1c3b2ea69d,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
8b51a2e720d3b086f65b33dd12fd4a3e5c044c9ebc4a392be64665e2f1e37dc7,kotlin,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,5847074b48f0c38119ef27fde9a78fa78bba67907887aaee42b42d1c3b2ea69d,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
8b51a2e720d3b086f65b33dd12fd4a3e5c044c9ebc4a392be64665e2f1e37dc7,kotlin,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,5847074b48f0c38119ef27fde9a78fa78bba67907887aaee42b42d1c3b2ea69d,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
b5e6192ba480c9c2d5124822ba2130b3f011a74bbe33f359fa84be8682b42e40,kotlin,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,fbd4eac2e691ef499a4d14da9be07c34ccc6d8759f9f006f246ed9e409249f23,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
b5e6192ba480c9c2d5124822ba2130b3f011a74bbe33f359fa84be8682b42e40,kotlin,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,fbd4eac2e691ef499a4d14da9be07c34ccc6d8759f9f006f246ed9e409249f23,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
