case_id,source_language,input_kind,artifact_kind,status,artifact_created,format_parse_success,decode_success,cfg_success,dataflow_success,abi_success,uast_success,original_uast_hash,recovered_uast_hash,operation_match,relation_match,control_flow_match,call_match,dataflow_match,memory_match,abi_match,semantic_projection_equal,earliest_failure_stage,diagnostic_class,diagnostic
eed20ac6fd9774abf6cae7661d6fe0ded2612348e34d59d7175357da0696fd85,csharp,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,1863eaa310717c2dc65a942f12ff1b7d334ac6784ed5243a622bfd89fc26129b,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
eed20ac6fd9774abf6cae7661d6fe0ded2612348e34d59d7175357da0696fd85,csharp,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,1863eaa310717c2dc65a942f12ff1b7d334ac6784ed5243a622bfd89fc26129b,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
eed20ac6fd9774abf6cae7661d6fe0ded2612348e34d59d7175357da0696fd85,csharp,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,1863eaa310717c2dc65a942f12ff1b7d334ac6784ed5243a622bfd89fc26129b,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
eed20ac6fd9774abf6cae7661d6fe0ded2612348e34d59d7175357da0696fd85,csharp,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,1863eaa310717c2dc65a942f12ff1b7d334ac6784ed5243a622bfd89fc26129b,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
6e8345da830f851c25272bac636f7e6c9a6346f82709e17ae2930be0d1fbe512,csharp,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,28767c88280069ccd0820295de9fdb39d7776e02fee65f50bc3a8f6c4ef1fc6a,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
6e8345da830f851c25272bac636f7e6c9a6346f82709e17ae2930be0d1fbe512,csharp,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,28767c88280069ccd0820295de9fdb39d7776e02fee65f50bc3a8f6c4ef1fc6a,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
6e8345da830f851c25272bac636f7e6c9a6346f82709e17ae2930be0d1fbe512,csharp,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,28767c88280069ccd0820295de9fdb39d7776e02fee65f50bc3a8f6c4ef1fc6a,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
6e8345da830f851c25272bac636f7e6c9a6346f82709e17ae2930be0d1fbe512,csharp,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,28767c88280069ccd0820295de9fdb39d7776e02fee65f50bc3a8f6c4ef1fc6a,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
b4b801f69e950f53d22e6765f7a0a55ce3e7f388cbe87d3e365b393d994b902e,java,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,e424cdb34079e9d6e04991b5671520c8f765c9d5518be48f31156c674f3b51ff,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
b4b801f69e950f53d22e6765f7a0a55ce3e7f388cbe87d3e365b393d994b902e,java,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,e424cdb34079e9d6e04991b5671520c8f765c9d5518be48f31156c674f3b51ff,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
b4b801f69e950f53d22e6765f7a0a55ce3e7f388cbe87d3e365b393d994b902e,java,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,e424cdb34079e9d6e04991b5671520c8f765c9d5518be48f31156c674f3b51ff,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
b4b801f69e950f53d22e6765f7a0a55ce3e7f388cbe87d3e365b393d994b902e,java,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,e424cdb34079e9d6e04991b5671520c8f765c9d5518be48f31156c674f3b51ff,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
e1516019da135a430b097e6440ffd12c46e346b1f222aa146126700352f44262,java,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,528bd9ed563e129dd0a002a593708e805d931d183ddab9006268e79c4a72dfdb,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
e1516019da135a430b097e6440ffd12c46e346b1f222aa146126700352f44262,java,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,528bd9ed563e129dd0a002a593708e805d931d183ddab9006268e79c4a72dfdb,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
e1516019da135a430b097e6440ffd12c46e346b1f222aa146126700352f44262,java,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,528bd9ed563e129dd0a002a593708e805d931d183ddab9006268e79c4a72dfdb,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
e1516019da135a430b097e6440ffd12c46e346b1f222aa146126700352f44262,java,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,528bd9ed563e129dd0a002a593708e805d931d183ddab9006268e79c4a72dfdb,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
