case_id,source_language,input_kind,status,input_bytes,uast_hash,diagnostic
c458eaecda90beaa0fb477df69c94e5da84f3a9afe71a097cb57c1dcaf9f4800,java,assembly,FAIL,301,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c458eaecda90beaa0fb477df69c94e5da84f3a9afe71a097cb57c1dcaf9f4800,java,machine_code,FAIL,66,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c458eaecda90beaa0fb477df69c94e5da84f3a9afe71a097cb57c1dcaf9f4800,java,object,FAIL,161,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c458eaecda90beaa0fb477df69c94e5da84f3a9afe71a097cb57c1dcaf9f4800,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
cc7012ad32505adcddd30dac32d39e2348de71520d47eeed4867aec804b1c76d,java,assembly,FAIL,265,,"binary frontend: semantic lifting unavailable for instruction ""push"""
cc7012ad32505adcddd30dac32d39e2348de71520d47eeed4867aec804b1c76d,java,machine_code,FAIL,66,,"binary frontend: semantic lifting unavailable for instruction ""push"""
cc7012ad32505adcddd30dac32d39e2348de71520d47eeed4867aec804b1c76d,java,object,FAIL,161,,"binary frontend: semantic lifting unavailable for instruction ""push"""
cc7012ad32505adcddd30dac32d39e2348de71520d47eeed4867aec804b1c76d,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
751b12b4fd2e0bb340b15eb7dbb8a3b135e1cddfa50234d69ded2cd53576f5e1,java,assembly,FAIL,334,,"binary frontend: semantic lifting unavailable for instruction ""push"""
751b12b4fd2e0bb340b15eb7dbb8a3b135e1cddfa50234d69ded2cd53576f5e1,java,machine_code,FAIL,76,,"binary frontend: semantic lifting unavailable for instruction ""push"""
751b12b4fd2e0bb340b15eb7dbb8a3b135e1cddfa50234d69ded2cd53576f5e1,java,object,FAIL,171,,"binary frontend: semantic lifting unavailable for instruction ""push"""
751b12b4fd2e0bb340b15eb7dbb8a3b135e1cddfa50234d69ded2cd53576f5e1,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7c88aafd466b7c0c6c4e21cefa7df6ecd947ed95a526e2fee1675476d84d46de,java,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7c88aafd466b7c0c6c4e21cefa7df6ecd947ed95a526e2fee1675476d84d46de,java,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7c88aafd466b7c0c6c4e21cefa7df6ecd947ed95a526e2fee1675476d84d46de,java,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7c88aafd466b7c0c6c4e21cefa7df6ecd947ed95a526e2fee1675476d84d46de,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e43ca0c923527a18de7ca111803b0ca84bf4fc813e4f00ec0ed91d7b7216d8c6,kotlin,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e43ca0c923527a18de7ca111803b0ca84bf4fc813e4f00ec0ed91d7b7216d8c6,kotlin,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e43ca0c923527a18de7ca111803b0ca84bf4fc813e4f00ec0ed91d7b7216d8c6,kotlin,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e43ca0c923527a18de7ca111803b0ca84bf4fc813e4f00ec0ed91d7b7216d8c6,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
