case_id,source_language,input_kind,status,input_bytes,uast_hash,diagnostic
eed20ac6fd9774abf6cae7661d6fe0ded2612348e34d59d7175357da0696fd85,csharp,assembly,FAIL,392,,"binary frontend: semantic lifting unavailable for instruction ""push"""
eed20ac6fd9774abf6cae7661d6fe0ded2612348e34d59d7175357da0696fd85,csharp,machine_code,FAIL,76,,"binary frontend: semantic lifting unavailable for instruction ""push"""
eed20ac6fd9774abf6cae7661d6fe0ded2612348e34d59d7175357da0696fd85,csharp,object,FAIL,171,,"binary frontend: semantic lifting unavailable for instruction ""push"""
eed20ac6fd9774abf6cae7661d6fe0ded2612348e34d59d7175357da0696fd85,csharp,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
6e8345da830f851c25272bac636f7e6c9a6346f82709e17ae2930be0d1fbe512,csharp,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
6e8345da830f851c25272bac636f7e6c9a6346f82709e17ae2930be0d1fbe512,csharp,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
6e8345da830f851c25272bac636f7e6c9a6346f82709e17ae2930be0d1fbe512,csharp,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
6e8345da830f851c25272bac636f7e6c9a6346f82709e17ae2930be0d1fbe512,csharp,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
b4b801f69e950f53d22e6765f7a0a55ce3e7f388cbe87d3e365b393d994b902e,java,assembly,FAIL,235,,"binary frontend: semantic lifting unavailable for instruction ""push"""
b4b801f69e950f53d22e6765f7a0a55ce3e7f388cbe87d3e365b393d994b902e,java,machine_code,FAIL,46,,"binary frontend: semantic lifting unavailable for instruction ""push"""
b4b801f69e950f53d22e6765f7a0a55ce3e7f388cbe87d3e365b393d994b902e,java,object,FAIL,141,,"binary frontend: semantic lifting unavailable for instruction ""push"""
b4b801f69e950f53d22e6765f7a0a55ce3e7f388cbe87d3e365b393d994b902e,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e1516019da135a430b097e6440ffd12c46e346b1f222aa146126700352f44262,java,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e1516019da135a430b097e6440ffd12c46e346b1f222aa146126700352f44262,java,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e1516019da135a430b097e6440ffd12c46e346b1f222aa146126700352f44262,java,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e1516019da135a430b097e6440ffd12c46e346b1f222aa146126700352f44262,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
