case_id,source_language,status,bytes,format,diagnostic
d232edbc0619e891fa078407595052c6bc66c9a261b1bfc8235027dc1f2f33c3,cpp,FAIL,0,,"native unresolved binding ""int"" node=1"
1adad00c435cad1bba772d2eda949520a57cda496ccc219064755e30ac5e26d8,cpp,FAIL,0,,"native unresolved binding ""World"" node=4"
777fa6681b532e32162d692c062340bb7b9c0b5f963cd8d30f937102bca40dd8,cpp,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP function binding node=1
88b249ec14262f43623dbedde423eb5ffbf6b55271e341e1c3fc62eb49cf4aac,cpp,FAIL,0,,"native unresolved binding ""int"" node=1"
499e98cd40458afbb618f7b028bf9b13cc5e17d50923cb0e96d4e2d2a2cfd1cc,cpp,FAIL,0,,"native unresolved binding ""void"" node=1"
8e3c50fdb255dd6830589b2e1ef429f8c8eaf11d5129f1d9dfd5105ec1d163ac,c,FAIL,0,,"execution primitive ""call"": CALL_ARGUMENT: node 10 argument 9 has no structured value contract"
167f2088074f7e1f8a2b5b274c9ab159e20a3e9c9fd250cb70aed574fcbb9b44,c,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP node=1 kind=module operation=
bb968a6a06fe4c68be09034df9cf81d9bef38f599cafd801f499e4a5176eb141,c,PASS,148,PE/COFF,
bca1abbb313273381152a6a4342bf289dbbc9654aad9ee926fe18794d4b294ce,c,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP node=1 kind=module operation=
ffa3ddc1cfef07e5806ebbfc93ad2148e3698491f5eab4ebddb7ace6b411a689,c,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP node=1 kind=module operation=
e5b865ab3892b41835caf4574397d3b41bb27a744e4ac967167c0fdd5117bac8,c,FAIL,0,,"native call ""DEFINE_SOMETHING"" requires linked implementation"
2582102edcc2ef52a35caf98a4f1addfc15f862045661b5c067b0961276489da,c,FAIL,0,,"native unresolved binding ""this"" node=1"
a0389264a82a75657f9555ca4452a7193a6880900d56d37abf65486f588c349f,c,FAIL,0,,"native unresolved binding ""struct"" node=1"
4e7965f4ebf6173e1c3f02fd55d641aaef6ee06c393c546932b99887fe832c71,c,FAIL,0,,"native unresolved binding ""union"" node=1"
d78ffc9dbacb73c70ccb20067da82ae229096c090d6bbba31c0ac963d59353bc,c,FAIL,0,,"native unresolved binding ""enum"" node=1"
f0f92e179e3eda3c7ae8c9a056b36630ecef73f0ad9b51041cfee8f5ab0273ff,c,FAIL,0,,"native unresolved binding ""struct"" node=1"
710a7c84a6d34afbd1a73d36078818f03e6ed21d5d8a1b2d121fc9fdd42c5c0f,c,FAIL,0,,"native unresolved binding ""unsigned"" node=1"
7d9ffcf0ce795164d6e695d3aedce7db1ebe76652bc62d8df8b1378d752c673f,c,FAIL,0,,"native unresolved binding ""int"" node=1"
