failure_id,case_id,source_language,target_language,output_kind,validation_stage,diagnostic_class,diagnostic
39d76630acec66b6b79b412ac39459a3ccad50dbdba95a43185c88c47e37364e,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,go,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""go"" (arguments: )"
09e14e6e892d77005c98c9b1e4bab5683fca9014cd56e380a806a3f93ba13f3e,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,rust,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""rust"" (arguments: )"
9edea5744df121487bb5062b3ecf832acc5443968943900d8877a41fbf24e3de,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,cpp,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""cpp"" (arguments: )"
6bde37b32d202267f6fcf2efe1eca7356cfd8ec6c4baa4e10cbadacf986926f3,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,c,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""c"" (arguments: )"
4e352cb3262732cf3bef74fed1d3c49145f75a1d4cdfd5f2341fc4ac41ae588d,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,python,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""python"" (arguments: )"
372d5bcc9630c9bd334324b477d18865371ff5c61a45afd61d4084dd6b1475d6,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,zig,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""zig"" (arguments: )"
66c4b75c7e391bf78ca1ddaf407aeae0e873c25cf5bc538b1fefa743ed1bbfac,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,julia,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""julia"" (arguments: )"
80b9ee604abcfd1bacf45a99491b8add786694de51ae42fb373e42c1979d1c2b,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,nim,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""nim"" (arguments: )"
accb54a96f22723cc509e62f8536a800ecd2a5a14e3bebde0ea9970840895918,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,csharp,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""csharp"" (arguments: )"
4f6ce1d9c758ac12ee310788ba32a117ae1c566e0fb9476d13fe41549a97b3dc,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,java,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""java"" (arguments: )"
cfd529c9cdd94ab2ac87474a68f139d9ffb30733070d4120a10eb89c72fd9fed,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,kotlin,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""kotlin"" (arguments: )"
65eaabc2c741d18e5fef4bbc67724adcf7695ebce006e88cdc83627130e289b9,dc2cca9ddc7cbd766629127f011a8bcc9eb7a537db597d4b0498caabbc6ce71d,python,swift,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""b"" has no native contract for target ""swift"" (arguments: )"
9e0caa25a64d0e8408d93606aecb45f068e0102e742fc4dfe63e8cba126b5ea4,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,go,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""go"" (arguments: ""a"")"
f7f020efbaeb1394d97cba238a70b519bbdc51296641ce5fca8d53f916d03fd7,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,rust,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""rust"" (arguments: ""a"".to_string())"
e3f757969936fc01706ee10c6cd4785e6fda49d42bb7794dcad577083bac69b2,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,cpp,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""cpp"" (arguments: ""a"")"
d2e6fdf56d7ddfab8492e2818350d935311ddcf36fd26c39cb89493ae25b430d,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,c,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""c"" (arguments: ""a"")"
6a0b237e040c41bb24629064c0b9714e792463fbd122580d9c5f2e55ddaedcb6,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,python,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""python"" (arguments: ""a"")"
1d5eaa270dca3aa8898bad850151c4d6a75b6a37d0b8cb59f8871972e18fff78,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,zig,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""zig"" (arguments: ""a"")"
cc8f837a5e8ba016b14bb1491e511b71757305a6fe6df9a4584165a2dda3429a,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,julia,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""julia"" (arguments: ""a"")"
f950b5a3ef76b3c033eac5a3a9148fcb486492fca90b321c887d694d2e9ac4a6,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,nim,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""nim"" (arguments: ""a"")"
6c56c808832e9a628f385f2be1db2a3c416e23c47e4c79cf78a0b3a65bef6a0f,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,csharp,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""csharp"" (arguments: ""a"")"
a6272d7148475f73d2d0e14ac84cff5b94921404a3874f3d6ea0a7cd8fc80477,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,java,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""java"" (arguments: ""a"")"
4a9d5e61d14df2271cce583ace33f3e1f420e1d395c54f73ac38be21839a07c6,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,kotlin,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""kotlin"" (arguments: ""a"")"
377288b6c03cd6ff4c496d6bb00a34c82ce048ac64e34e62072741ae70619a63,207b19db05873b7bd1f58833c54a60fd49b817d327ca09c121b13ed4792e5b3e,python,swift,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""len"" has no native contract for target ""swift"" (arguments: ""a"")"
7d5db0421b012929a88184f3d43ea02de0cfab85787ad52acff21cb61268d007,b949a9b06988d529bf5429988becc64bb8d1a3a5c272f98e9e94510586773f28,python,r,source_target,V4_NATIVE_EMISSION,BACKEND,"no R serialization for universal expression kind ""deref"""
333804b8eb0872ec0e5fabe471dd883b782546b5c882389916133e9cd8c21257,b949a9b06988d529bf5429988becc64bb8d1a3a5c272f98e9e94510586773f28,python,go,source_target,V4_NATIVE_EMISSION,BACKEND,DIRECT_NATIVE_UNAVAILABLE: index arity
fc8e1faa271c0cc3551c07c0a6ad9c309a2e628c88355fd1ac1a3eb03442ac72,b949a9b06988d529bf5429988becc64bb8d1a3a5c272f98e9e94510586773f28,python,rust,source_target,V4_NATIVE_EMISSION,BACKEND,DIRECT_NATIVE_UNAVAILABLE: index arity
2f6e356ac2fcc76ae4d712ba4f068cbf2990b3db327ae5faf9dc233062a32c45,b949a9b06988d529bf5429988becc64bb8d1a3a5c272f98e9e94510586773f28,python,cpp,source_target,V4_NATIVE_EMISSION,BACKEND,DIRECT_NATIVE_UNAVAILABLE: index arity
56ae32964f67d7df3fab3feeab736502ea9300e7b24e0295e81c119853e29643,b949a9b06988d529bf5429988becc64bb8d1a3a5c272f98e9e94510586773f28,python,c,source_target,V4_NATIVE_EMISSION,BACKEND,DIRECT_NATIVE_UNAVAILABLE: index arity
f5cfdb2a71fc20f689798f98e16dbbe9bbd2ff6d6aaa27bcaaebe0e4046319d3,b949a9b06988d529bf5429988becc64bb8d1a3a5c272f98e9e94510586773f28,python,python,source_target,V4_NATIVE_EMISSION,BACKEND,DIRECT_NATIVE_UNAVAILABLE: index arity
