failure_id,case_id,source_language,target_language,output_kind,validation_stage,diagnostic_class,diagnostic
d27eb5727961680e01889a49dbc74bd1bb1577bdb69ca518bc111da42d10b0e7,cb0a04e41d8163eaeae04a149e909b805172bac50b15a97d73ac15b8c208a333,kotlin,,assembly,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""obj"" node=2"
005ce7ed169bb36ccb53eecac9efa62cbcc63d5d4eb5ade3ecfd8ee60819c829,cb0a04e41d8163eaeae04a149e909b805172bac50b15a97d73ac15b8c208a333,kotlin,,machine_code,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""obj"" node=2"
98daf7ebea3b603ec623c718312e60538ba96f71ca5291dd902e21f2ce3b776a,cb0a04e41d8163eaeae04a149e909b805172bac50b15a97d73ac15b8c208a333,kotlin,,object,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""obj"" node=2"
5bdd5e363f9d6e4e139e3a94cd7ac20563b11aa93fcbb1fb8ff77ac1252769e1,cb0a04e41d8163eaeae04a149e909b805172bac50b15a97d73ac15b8c208a333,kotlin,,executable,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""obj"" node=2"
c803bb4bfb64d4a2ccf2061b68d6a29196c5313b06656725bc6a860b511c4ffa,69a87062a51def47ca186d6415ab067402e49a02db37b91f953482cf7531a0aa,kotlin,,assembly,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
17d01a1fe905ab346dede83d98d938b27fbecf4a3031aba13d5090173bc66a0c,69a87062a51def47ca186d6415ab067402e49a02db37b91f953482cf7531a0aa,kotlin,,machine_code,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
4531d4c61c2a8f1e5a639f9b9b1b3c268f4b1f672f02894ad36da8b04391976b,69a87062a51def47ca186d6415ab067402e49a02db37b91f953482cf7531a0aa,kotlin,,object,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
cf65179079be145a41fc1f852c90fed20469238d9759c7c1fd12801dbc9ebd02,69a87062a51def47ca186d6415ab067402e49a02db37b91f953482cf7531a0aa,kotlin,,executable,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
f1297f00283826a3e5b2eefe2b6881519e4a261f994e80d043ecb1aee4b8286f,06081abe25383fa657e1e4112845d1159bbdabb5111e14c94c205f0f1974a4b2,kotlin,,assembly,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
3c6ab46770028ba1e88520e0d1da90b64f4c601868590801ad68e6c4d8cde72b,06081abe25383fa657e1e4112845d1159bbdabb5111e14c94c205f0f1974a4b2,kotlin,,machine_code,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
