failure_id,case_id,feature,value
8a3266a3eaaaecdef40b9067ef5a468d90c9526282584c2a736c1ef825a2e17d,a9dee2df3f9fbc14b4fdc661995112365ae311f01e7c54426c84f3c635dade57,source_parse,FAIL
d85ea6e0afa31cccec7b9f3c0fd45ec3eb584ebaa411e030c674adb185224596,105d57f1f45e7cd9d615406fc201f635325a18e0013a7b0da954ebfb52ddd9ae,source_parse,FAIL
80e26c047ca5de0c9b7b95fb119121731cdee5f4c027c2a992ddc80ecf3b87f9,9648169e74719098bfaa011097bcc15e8d5e12de1807239e20769010dd9e41d1,source_parse,FAIL
d3666927f3218acce4cd096f33965a9881e0da0b2b6960b2f52210456cd5ca78,bbb3fe676ac3e8928839e1309e758ca5a5c90fda3593df983101e0463e0ea6f6,source_parse,FAIL
c89ffe1d241691858487db404d871817b52e020e192a9bddfd9f701e81e9ad5c,db596b45905239aa30ec9851fc91426b61a5bde2f2e4717f4fbd8238362bf94d,source_parse,FAIL
6db3e57efcb957718a16756488abf818a49fb556fef188fe2be6de1b88f64c9c,71cc28aae393462a8f2707ad58c68a544fe4eadc48ecdf1efe510fbc07949bca,source_parse,FAIL
aa359910324d0dd1d6a40f2706118d6f125f1ac9cb76f58a7f0ddb97d0f22118,5dd6dbfc58010fa33cd54c1dc5468db9118216e3f5f5b1921572cda364dbcb1e,source_parse,FAIL
bbda629db369a263bd3a9c2d4fe5b8c9249f1d7374d7e10dca9bc8f62ea52f62,9e7420cc98c8c8943f93b4823cdda297fbab0f97b51b71358e0fe1b10be771f6,source_parse,FAIL
5479f351598feecca1f503279591e52eb65ead7115e222846a263403b41af0cc,376924821364f5f9ebe8886cef51d5b7fb0e704213c39685943b5cfbb78340f2,source_parse,FAIL
17749bd27af0007ec61c3091f64be48849b4ebf02a1a79a0732a19582cb781df,0a996d325bd9e153a61b78779ed386adcfb5239b74515469ead96625b2151f2e,source_parse,FAIL
