case_id,source_language,input_kind,status,input_bytes,uast_hash,diagnostic
f809c602debecfb6bc1e1ce17af2515b94e43c392a00eac0b5cfceadb0d7ac2e,rust,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f809c602debecfb6bc1e1ce17af2515b94e43c392a00eac0b5cfceadb0d7ac2e,rust,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f809c602debecfb6bc1e1ce17af2515b94e43c392a00eac0b5cfceadb0d7ac2e,rust,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f809c602debecfb6bc1e1ce17af2515b94e43c392a00eac0b5cfceadb0d7ac2e,rust,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e7e270907cabe18a1b8c32536d3f2ac8e0a43bbe0ea2c304a4128ed89050fa0d,rust,assembly,FAIL,425,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e7e270907cabe18a1b8c32536d3f2ac8e0a43bbe0ea2c304a4128ed89050fa0d,rust,machine_code,FAIL,83,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e7e270907cabe18a1b8c32536d3f2ac8e0a43bbe0ea2c304a4128ed89050fa0d,rust,object,FAIL,178,,"binary frontend: semantic lifting unavailable for instruction ""push"""
e7e270907cabe18a1b8c32536d3f2ac8e0a43bbe0ea2c304a4128ed89050fa0d,rust,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
92e7d346da02f525593e2c012c124a6c0c8e347b7b4dcbc6552a78a5796f1488,rust,assembly,FAIL,392,,"binary frontend: semantic lifting unavailable for instruction ""push"""
92e7d346da02f525593e2c012c124a6c0c8e347b7b4dcbc6552a78a5796f1488,rust,machine_code,FAIL,76,,"binary frontend: semantic lifting unavailable for instruction ""push"""
92e7d346da02f525593e2c012c124a6c0c8e347b7b4dcbc6552a78a5796f1488,rust,object,FAIL,171,,"binary frontend: semantic lifting unavailable for instruction ""push"""
92e7d346da02f525593e2c012c124a6c0c8e347b7b4dcbc6552a78a5796f1488,rust,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2e6167dc2d30e7b51cb40fb0ae43c1a8736bcbc575b1645a68cd1c45efaa2e5c,rust,assembly,FAIL,538,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2e6167dc2d30e7b51cb40fb0ae43c1a8736bcbc575b1645a68cd1c45efaa2e5c,rust,machine_code,FAIL,126,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2e6167dc2d30e7b51cb40fb0ae43c1a8736bcbc575b1645a68cd1c45efaa2e5c,rust,object,FAIL,221,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2e6167dc2d30e7b51cb40fb0ae43c1a8736bcbc575b1645a68cd1c45efaa2e5c,rust,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
9b8b4e3e89d726c6463a41dee961f457a7151cd24aa08af06fc1b499cf08ceff,rust,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
9b8b4e3e89d726c6463a41dee961f457a7151cd24aa08af06fc1b499cf08ceff,rust,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
9b8b4e3e89d726c6463a41dee961f457a7151cd24aa08af06fc1b499cf08ceff,rust,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
9b8b4e3e89d726c6463a41dee961f457a7151cd24aa08af06fc1b499cf08ceff,rust,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
