case_id,source_language,status,bytes,format,diagnostic
d565d345a5245d247325d94d12242711bb9af24bb03dec4ac781c0b4ac35b2c7,r,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP node=3 kind=member operation=
56f77c7b588b97b73f1d7fa9fff0c6f49c912f655b55917b266e13c44e4cedc2,r,FAIL,0,,"native unresolved binding ""foo"" node=1"
d5113e24bf27dededf1dead5bcc23410cedcfb802c06661409f0e14bec5bc43c,r,FAIL,0,,"native unresolved binding ""foo"" node=1"
3aa411ea0b0b82c7f4f52b2ecd13da1e7abc3535e9ad9f9aba5ca7a9f1a2e213,r,FAIL,0,,native node 1 missing operand [expression]
7b52969e195cdfb8804e1b66e8833191d50b62e7650276be832e1f78a4760899,r,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP node=4 kind=member operation=
214d944d38d0e0e002289b8bf3d8b0d00efbdbb17f14cdc2670fa03bdb9b8b86,r,FAIL,0,,native node 7 missing operand [expression]
6763415a84294040ed637e8ec9c06c5f039376ccd66f19655517a4f457ab0f3f,r,FAIL,0,,"native call ""f"" requires linked implementation"
99cd2a6515dd2e6715e1c33f2ab7c070b47b256865d8a2f81f28eb120d728254,r,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP function binding node=1
6c2c094b6785ba179cbc59668fed933d60946aa6c920c0d650f97b97899c73ab,r,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP function binding node=1
949155340b4a3b5baa12bd3885b616811c1fee3817bc4163d76f88bd26280829,r,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP function binding node=2
2d8042fef582ecdde7854bb675dc64560a9ec8d9a22d8c13e9c881235891d41a,r,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP function binding node=9
31fdde61c699a9f3833d1f926ec67c68ba247058f16a4ecf290446116a8d7543,r,PASS,186,PE/COFF,
f1be23e062e8623ee77a5134de49c82c007fd0b1b1975c537d6e54ef62dd3ae0,r,FAIL,0,,native node 1 missing operand [expression]
d1f96a93e63fa5468abefc7d7dbe544f0ed7a47ef18013e1f8a8ef49484cdcd5,r,FAIL,0,,native node 1 missing operand [expression]
95aadc9e4f7ca584e90ba05ef7d150b283facc845b4780c16de9a6f7f06b7b66,r,FAIL,0,,native node 1 missing operand [expression]
94a631e5ee4174efa21b775123c29b3c1c736fc5f0b51e2d1be014351a978b10,r,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP expression node=3 kind=member
af20789833ca2ace939cd7b3b4c769b69edb55a47e7bce77274c9faf76937b3b,r,FAIL,0,,UNIMPLEMENTED_NATIVE_GAP function binding node=4
32d43b2015d864d9c2aa7ac7fb36eeebcfc20b8b142db1b81dd6cd8d01128b4a,r,FAIL,0,,"native unresolved binding ""你好"" node=1"
b57a4cc8e8bde9ff86c75e5aaff063d7dbfeead678180ed49d50718d5926a015,r,FAIL,0,,native node 1 missing operand [expression]
c41e4995d30efda5b6938d6b118149146ce7aaef72f898d188d120407ce434e2,r,FAIL,0,,"native literal representation ""string"" unavailable"
0b5188590d611cf531dfa6653ddc5fa06f5cc6eb75d66ef4ca29bbbd942d04e4,r,FAIL,0,,"native literal representation ""string"" unavailable"
