case_id,language,case_name,axis,feature,value
28,r,Not An Arithmetic Operator,uasf,UASF_0051,1
28,r,Not An Arithmetic Operator,uasf,UASF_0219,1
28,r,Not An Arithmetic Operator,uasf,UASF_0225,1
36,r,Subset and Subset2 Precedence,uasf,UASF_0051,1
36,r,Subset and Subset2 Precedence,uasf,UASF_0219,1
36,r,Subset and Subset2 Precedence,uasf,UASF_0224,1
36,r,Subset and Subset2 Precedence,uasf,UASF_0225,1
37,r,If,uasf,UASF_0051,1
37,r,If,uasf,UASF_0182,1
37,r,If,uasf,UASF_0219,1
37,r,If,uasf,UASF_0221,1
37,r,If,uasf,UASF_0225,1
38,r,If-else,uasf,UASF_0051,1
38,r,If-else,uasf,UASF_0182,1
38,r,If-else,uasf,UASF_0219,1
38,r,If-else,uasf,UASF_0225,1
39,r,Complex If Expression,uasf,UASF_0051,1
39,r,Complex If Expression,uasf,UASF_0182,1
39,r,Complex If Expression,uasf,UASF_0224,1
39,r,Complex If Expression,uasf,UASF_0225,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),uasf,UASF_0051,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),uasf,UASF_0182,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),uasf,UASF_0219,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),uasf,UASF_0224,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),uasf,UASF_0225,1
42,r,For,uasf,UASF_0051,1
42,r,For,uasf,UASF_0054,1
42,r,For,uasf,UASF_0179,1
42,r,For,uasf,UASF_0219,1
42,r,For,uasf,UASF_0221,1
42,r,For,uasf,UASF_0224,1
42,r,For,uasf,UASF_0225,1
44,r,While,uasf,UASF_0051,1
44,r,While,uasf,UASF_0180,1
44,r,While,uasf,UASF_0182,1
44,r,While,uasf,UASF_0219,1
44,r,While,uasf,UASF_0220,1
44,r,While,uasf,UASF_0224,1
44,r,While,uasf,UASF_0225,1
46,r,Repeat,uasf,UASF_0051,1
46,r,Repeat,uasf,UASF_0182,1
46,r,Repeat,uasf,UASF_0224,1
46,r,Repeat,uasf,UASF_0225,1
49,r,Dollar,uasf,UASF_0051,1
49,r,Dollar,uasf,UASF_0219,1
49,r,Dollar,uasf,UASF_0221,1
49,r,Dollar,uasf,UASF_0224,1
49,r,Dollar,uasf,UASF_0225,1
51,r,Slot,uasf,UASF_0051,1
51,r,Slot,uasf,UASF_0219,1
51,r,Slot,uasf,UASF_0221,1
51,r,Slot,uasf,UASF_0224,1
51,r,Slot,uasf,UASF_0225,1
62,r,Braced Expression,uasf,UASF_0051,1
62,r,Braced Expression,uasf,UASF_0224,1
62,r,Braced Expression,uasf,UASF_0225,1
63,r,Parenthesized Expression,uasf,UASF_0051,1
63,r,Parenthesized Expression,uasf,UASF_0217,1
63,r,Parenthesized Expression,uasf,UASF_0219,1
63,r,Parenthesized Expression,uasf,UASF_0221,1
63,r,Parenthesized Expression,uasf,UASF_0224,1
63,r,Parenthesized Expression,uasf,UASF_0225,1
64,r,Colon,uasf,UASF_0051,1
64,r,Colon,uasf,UASF_0224,1
64,r,Colon,uasf,UASF_0225,1
65,r,Formulas,uasf,UASF_0051,1
65,r,Formulas,uasf,UASF_0219,1
65,r,Formulas,uasf,UASF_0225,1
69,r,Newlines,uasf,UASF_0051,1
69,r,Newlines,uasf,UASF_0219,1
69,r,Newlines,uasf,UASF_0221,1
69,r,Newlines,uasf,UASF_0225,1
75,r,Unicode Identifiers,uasf,UASF_0051,1
75,r,Unicode Identifiers,uasf,UASF_0219,1
75,r,Unicode Identifiers,uasf,UASF_0225,1
76,r,Invalid Identifiers,uasf,UASF_0051,1
76,r,Invalid Identifiers,uasf,UASF_0219,1
76,r,Invalid Identifiers,uasf,UASF_0225,1
77,r,Strings,uasf,UASF_0051,1
77,r,Strings,uasf,UASF_0224,1
77,r,Strings,uasf,UASF_0225,1
78,r,Strings Without Content,uasf,UASF_0051,1
78,r,Strings Without Content,uasf,UASF_0224,1
78,r,Strings Without Content,uasf,UASF_0225,1
79,r,Strings With Escape Sequences,uasf,UASF_0051,1
79,r,Strings With Escape Sequences,uasf,UASF_0224,1
79,r,Strings With Escape Sequences,uasf,UASF_0225,1
81,r,Comments,uasf,UASF_0051,1
81,r,Comments,uasf,UASF_0224,1
81,r,Comments,uasf,UASF_0225,1
82,r,Constants,uasf,UASF_0051,1
82,r,Constants,uasf,UASF_0219,1
82,r,Constants,uasf,UASF_0224,1
82,r,Constants,uasf,UASF_0225,1
82,r,Constants,uasf,UASF_0236,1
83,r,Integers,uasf,UASF_0051,1
83,r,Integers,uasf,UASF_0219,1
83,r,Integers,uasf,UASF_0224,1
83,r,Integers,uasf,UASF_0225,1
84,r,Floats,uasf,UASF_0051,1
84,r,Floats,uasf,UASF_0219,1
84,r,Floats,uasf,UASF_0220,1
84,r,Floats,uasf,UASF_0224,1
84,r,Floats,uasf,UASF_0225,1
85,r,Hexadecimal,uasf,UASF_0051,1
85,r,Hexadecimal,uasf,UASF_0219,1
85,r,Hexadecimal,uasf,UASF_0224,1
85,r,Hexadecimal,uasf,UASF_0225,1
86,r,Scientific Notation Floats,uasf,UASF_0051,1
86,r,Scientific Notation Floats,uasf,UASF_0224,1
86,r,Scientific Notation Floats,uasf,UASF_0225,1
87,r,Complex,uasf,UASF_0051,1
87,r,Complex,uasf,UASF_0219,1
87,r,Complex,uasf,UASF_0224,1
87,r,Complex,uasf,UASF_0225,1
88,r,Dot Dot I,uasf,UASF_0051,1
88,r,Dot Dot I,uasf,UASF_0219,1
88,r,Dot Dot I,uasf,UASF_0225,1
125,go,Block comments,uasf,UASF_0051,1
125,go,Block comments,uasf,UASF_0219,1
125,go,Block comments,uasf,UASF_0221,1
125,go,Block comments,uasf,UASF_0225,1
136,go,Switch statements,uasf,UASF_0051,1
136,go,Switch statements,uasf,UASF_0217,1
136,go,Switch statements,uasf,UASF_0219,1
136,go,Switch statements,uasf,UASF_0220,1
136,go,Switch statements,uasf,UASF_0225,1
137,go,Type switch statements,uasf,UASF_0051,1
137,go,Type switch statements,uasf,UASF_0217,1
137,go,Type switch statements,uasf,UASF_0219,1
137,go,Type switch statements,uasf,UASF_0221,1
137,go,Type switch statements,uasf,UASF_0224,1
137,go,Type switch statements,uasf,UASF_0225,1
140,go,Nested statement blocks,uasf,UASF_0051,1
140,go,Nested statement blocks,uasf,UASF_0219,1
140,go,Nested statement blocks,uasf,UASF_0221,1
140,go,Nested statement blocks,uasf,UASF_0224,1
140,go,Nested statement blocks,uasf,UASF_0225,1
142,go,Empty statements,uasf,UASF_0051,1
144,go,Top-level statements,uasf,UASF_0051,1
144,go,Top-level statements,uasf,UASF_0219,1
144,go,Top-level statements,uasf,UASF_0220,1
144,go,Top-level statements,uasf,UASF_0221,1
144,go,Top-level statements,uasf,UASF_0224,1
144,go,Top-level statements,uasf,UASF_0225,1
145,go,Qualified type names,uasf,UASF_0051,1
145,go,Qualified type names,uasf,UASF_0219,1
145,go,Qualified type names,uasf,UASF_0225,1
146,go,Array types,uasf,UASF_0051,1
146,go,Array types,uasf,UASF_0219,1
146,go,Array types,uasf,UASF_0224,1
146,go,Array types,uasf,UASF_0225,1
156,rust,Async function,uasf,UASF_0051,1
156,rust,Async function,uasf,UASF_0217,1
156,rust,Async function,uasf,UASF_0220,1
156,rust,Async function,uasf,UASF_0225,1
157,rust,Await expression,uasf,UASF_0051,1
157,rust,Await expression,uasf,UASF_0217,1
157,rust,Await expression,uasf,UASF_0219,1
157,rust,Await expression,uasf,UASF_0225,1
160,rust,Async move async move closure,uasf,UASF_0051,1
160,rust,Async move async move closure,uasf,UASF_0219,1
160,rust,Async move async move closure,uasf,UASF_0220,1
160,rust,Async move async move closure,uasf,UASF_0221,1
161,rust,Try Block,uasf,UASF_0051,1
161,rust,Try Block,uasf,UASF_0219,1
161,rust,Try Block,uasf,UASF_0221,1
161,rust,Try Block,uasf,UASF_0225,1
162,rust,Gen Block,uasf,UASF_0051,1
162,rust,Gen Block,uasf,UASF_0217,1
162,rust,Gen Block,uasf,UASF_0219,1
164,rust,Extern crate declarations,uasf,UASF_0051,1
164,rust,Extern crate declarations,uasf,UASF_0219,1
164,rust,Extern crate declarations,uasf,UASF_0225,1
165,rust,Function declarations,uasf,UASF_0051,1
165,rust,Function declarations,uasf,UASF_0181,1
165,rust,Function declarations,uasf,UASF_0217,1
165,rust,Function declarations,uasf,UASF_0219,1
165,rust,Function declarations,uasf,UASF_0224,1
165,rust,Function declarations,uasf,UASF_0225,1
166,rust,Const function declarations,uasf,UASF_0051,1
167,rust,Functions with abstract return types,uasf,UASF_0051,1
167,rust,Functions with abstract return types,uasf,UASF_0217,1
167,rust,Functions with abstract return types,uasf,UASF_0219,1
170,rust,Functions with empty precise capture syntax,uasf,UASF_0051,1
170,rust,Functions with empty precise capture syntax,uasf,UASF_0217,1
170,rust,Functions with empty precise capture syntax,uasf,UASF_0219,1
171,rust,Diverging functions,uasf,UASF_0051,1
171,rust,Diverging functions,uasf,UASF_0217,1
172,rust,Extern function declarations,uasf,UASF_0051,1
172,rust,Extern function declarations,uasf,UASF_0217,1
172,rust,Extern function declarations,uasf,UASF_0219,1
172,rust,Extern function declarations,uasf,UASF_0221,1
173,rust,Use declarations,uasf,UASF_0051,1
173,rust,Use declarations,uasf,UASF_0219,1
173,rust,Use declarations,uasf,UASF_0225,1
174,rust,Variable bindings,uasf,UASF_0051,1
174,rust,Variable bindings,uasf,UASF_0219,1
174,rust,Variable bindings,uasf,UASF_0220,1
174,rust,Variable bindings,uasf,UASF_0224,1
174,rust,Variable bindings,uasf,UASF_0225,1
175,rust,Let-else Statements,uasf,UASF_0051,1
175,rust,Let-else Statements,uasf,UASF_0181,1
175,rust,Let-else Statements,uasf,UASF_0217,1
175,rust,Let-else Statements,uasf,UASF_0219,1
175,rust,Let-else Statements,uasf,UASF_0221,1
177,rust,Let declarations with contextual keywords as names,uasf,UASF_0051,1
177,rust,Let declarations with contextual keywords as names,uasf,UASF_0220,1
177,rust,Let declarations with contextual keywords as names,uasf,UASF_0224,1
181,rust,Enums,uasf,UASF_0051,1
181,rust,Enums,uasf,UASF_0217,1
181,rust,Enums,uasf,UASF_0219,1
182,rust,Enums with values specified,uasf,UASF_0051,1
182,rust,Enums with values specified,uasf,UASF_0219,1
182,rust,Enums with values specified,uasf,UASF_0221,1
182,rust,Enums with values specified,uasf,UASF_0224,1
182,rust,Enums with values specified,uasf,UASF_0225,1
183,rust,Generic functions,uasf,UASF_0051,1
183,rust,Generic functions,uasf,UASF_0217,1
183,rust,Generic functions,uasf,UASF_0219,1
184,rust,Functions with mutable parameters,uasf,UASF_0051,1
184,rust,Functions with mutable parameters,uasf,UASF_0217,1
184,rust,Functions with mutable parameters,uasf,UASF_0219,1
185,rust,Functions with destructured parameters,uasf,UASF_0051,1
185,rust,Functions with destructured parameters,uasf,UASF_0217,1
185,rust,Functions with destructured parameters,uasf,UASF_0219,1
186,rust,Functions with custom types for self,uasf,UASF_0051,1
186,rust,Functions with custom types for self,uasf,UASF_0217,1
186,rust,Functions with custom types for self,uasf,UASF_0219,1
189,rust,Static 'ref' items using lazy_static,uasf,UASF_0051,1
189,rust,Static 'ref' items using lazy_static,uasf,UASF_0220,1
189,rust,Static 'ref' items using lazy_static,uasf,UASF_0224,1
192,rust,Empty statements,uasf,UASF_0051,1
193,rust,Attributes,uasf,UASF_0051,1
193,rust,Attributes,uasf,UASF_0217,1
193,rust,Attributes,uasf,UASF_0219,1
193,rust,Attributes,uasf,UASF_0225,1
194,rust,Inner attributes,uasf,UASF_0051,1
194,rust,Inner attributes,uasf,UASF_0217,1
194,rust,Inner attributes,uasf,UASF_0219,1
195,rust,Key-Value Attribute Expressions,uasf,UASF_0051,1
195,rust,Key-Value Attribute Expressions,uasf,UASF_0217,1
195,rust,Key-Value Attribute Expressions,uasf,UASF_0225,1
197,rust,Derive macro helper attributes,uasf,UASF_0051,1
197,rust,Derive macro helper attributes,uasf,UASF_0217,1
197,rust,Derive macro helper attributes,uasf,UASF_0219,1
197,rust,Derive macro helper attributes,uasf,UASF_0225,1
197,rust,Derive macro helper attributes,uasf,UASF_0304,1
198,rust,Attributes and Expressions,uasf,UASF_0051,1
198,rust,Attributes and Expressions,uasf,UASF_0217,1
198,rust,Attributes and Expressions,uasf,UASF_0220,1
198,rust,Attributes and Expressions,uasf,UASF_0225,1
200,rust,Trait impls,uasf,UASF_0051,1
200,rust,Trait impls,uasf,UASF_0217,1
200,rust,Trait impls,uasf,UASF_0219,1
200,rust,Trait impls,uasf,UASF_0224,1
200,rust,Trait impls,uasf,UASF_0225,1
201,rust,Unsafe impls,uasf,UASF_0051,1
201,rust,Unsafe impls,uasf,UASF_0219,1
201,rust,Unsafe impls,uasf,UASF_0221,1
201,rust,Unsafe impls,uasf,UASF_0225,1
202,rust,Disable automatically derived trait impls,uasf,UASF_0051,1
202,rust,Disable automatically derived trait impls,uasf,UASF_0219,1
202,rust,Disable automatically derived trait impls,uasf,UASF_0221,1
202,rust,Disable automatically derived trait impls,uasf,UASF_0225,1
203,rust,Impl dyn with parentheses,uasf,UASF_0051,1
203,rust,Impl dyn with parentheses,uasf,UASF_0217,1
203,rust,Impl dyn with parentheses,uasf,UASF_0219,1
205,rust,Impls with default functions,uasf,UASF_0051,1
205,rust,Impls with default functions,uasf,UASF_0217,1
206,rust,Trait declarations,uasf,UASF_0051,1
206,rust,Trait declarations,uasf,UASF_0217,1
206,rust,Trait declarations,uasf,UASF_0219,1
207,rust,Trait declarations with optional type parameters,uasf,UASF_0051,1
207,rust,Trait declarations with optional type parameters,uasf,UASF_0217,1
207,rust,Trait declarations with optional type parameters,uasf,UASF_0219,1
208,rust,Unsized types in trait bounds,uasf,UASF_0051,1
208,rust,Unsized types in trait bounds,uasf,UASF_0217,1
208,rust,Unsized types in trait bounds,uasf,UASF_0219,1
209,rust,Trait bounds in type arguments in trait,uasf,UASF_0051,1
209,rust,Trait bounds in type arguments in trait,uasf,UASF_0219,1
209,rust,Trait bounds in type arguments in trait,uasf,UASF_0221,1
209,rust,Trait bounds in type arguments in trait,uasf,UASF_0225,1
210,rust,Macro invocations inside trait declarations,uasf,UASF_0051,1
210,rust,Macro invocations inside trait declarations,uasf,UASF_0217,1
210,rust,Macro invocations inside trait declarations,uasf,UASF_0219,1
213,rust,Generic Associated Types,uasf,UASF_0051,1
213,rust,Generic Associated Types,uasf,UASF_0217,1
213,rust,Generic Associated Types,uasf,UASF_0219,1
213,rust,Generic Associated Types,uasf,UASF_0224,1
213,rust,Generic Associated Types,uasf,UASF_0225,1
216,rust,Function parameter names that match built-in type names,uasf,UASF_0051,1
216,rust,Function parameter names that match built-in type names,uasf,UASF_0217,1
216,rust,Function parameter names that match built-in type names,uasf,UASF_0219,1
218,rust,External Modules,uasf,UASF_0051,1
218,rust,External Modules,uasf,UASF_0217,1
218,rust,External Modules,uasf,UASF_0219,1
219,rust,Crate visibility,uasf,UASF_0051,1
219,rust,Crate visibility,uasf,UASF_0217,1
219,rust,Crate visibility,uasf,UASF_0219,1
219,rust,Crate visibility,uasf,UASF_0220,1
219,rust,Crate visibility,uasf,UASF_0224,1
220,rust,Reserved keywords in path,uasf,UASF_0051,1
220,rust,Reserved keywords in path,uasf,UASF_0219,1
220,rust,Reserved keywords in path,uasf,UASF_0221,1
220,rust,Reserved keywords in path,uasf,UASF_0224,1
220,rust,Reserved keywords in path,uasf,UASF_0225,1
221,rust,Array Constraint in Where Clause,uasf,UASF_0051,1
221,rust,Array Constraint in Where Clause,uasf,UASF_0217,1
221,rust,Array Constraint in Where Clause,uasf,UASF_0219,1
221,rust,Array Constraint in Where Clause,uasf,UASF_0224,1
221,rust,Array Constraint in Where Clause,uasf,UASF_0225,1
226,rust,Identifiers,uasf,UASF_0051,1
226,rust,Identifiers,uasf,UASF_0219,1
226,rust,Identifiers,uasf,UASF_0225,1
232,rust,Grouped expressions,uasf,UASF_0051,1
232,rust,Grouped expressions,uasf,UASF_0224,1
232,rust,Grouped expressions,uasf,UASF_0225,1
234,rust,Assignment expressions,uasf,UASF_0051,1
234,rust,Assignment expressions,uasf,UASF_0219,1
234,rust,Assignment expressions,uasf,UASF_0220,1
236,rust,Type cast expressions,uasf,UASF_0051,1
236,rust,Type cast expressions,uasf,UASF_0219,1
236,rust,Type cast expressions,uasf,UASF_0220,1
236,rust,Type cast expressions,uasf,UASF_0221,1
236,rust,Type cast expressions,uasf,UASF_0224,1
236,rust,Type cast expressions,uasf,UASF_0225,1
238,rust,Array expressions,uasf,UASF_0051,1
238,rust,Array expressions,uasf,UASF_0224,1
238,rust,Array expressions,uasf,UASF_0225,1
239,rust,Tuple expressions,uasf,UASF_0051,1
239,rust,Tuple expressions,uasf,UASF_0219,1
239,rust,Tuple expressions,uasf,UASF_0220,1
239,rust,Tuple expressions,uasf,UASF_0224,1
239,rust,Tuple expressions,uasf,UASF_0225,1
240,rust,Struct expressions,uasf,UASF_0051,1
240,rust,Struct expressions,uasf,UASF_0217,1
240,rust,Struct expressions,uasf,UASF_0219,1
240,rust,Struct expressions,uasf,UASF_0220,1
241,rust,Struct expressions with update initializers,uasf,UASF_0051,1
241,rust,Struct expressions with update initializers,uasf,UASF_0217,1
243,rust,Basic if let expressions,uasf,UASF_0051,1
243,rust,Basic if let expressions,uasf,UASF_0182,1
243,rust,Basic if let expressions,uasf,UASF_0219,1
243,rust,Basic if let expressions,uasf,UASF_0220,1
243,rust,Basic if let expressions,uasf,UASF_0224,1
243,rust,Basic if let expressions,uasf,UASF_0225,1
246,rust,Match expressions,uasf,UASF_0051,1
246,rust,Match expressions,uasf,UASF_0217,1
246,rust,Match expressions,uasf,UASF_0219,1
247,rust,While expressions,uasf,UASF_0051,1
247,rust,While expressions,uasf,UASF_0182,1
247,rust,While expressions,uasf,UASF_0219,1
247,rust,While expressions,uasf,UASF_0220,1
247,rust,While expressions,uasf,UASF_0224,1
247,rust,While expressions,uasf,UASF_0225,1
250,rust,Field expressions,uasf,UASF_0051,1
250,rust,Field expressions,uasf,UASF_0219,1
250,rust,Field expressions,uasf,UASF_0221,1
250,rust,Field expressions,uasf,UASF_0224,1
250,rust,Field expressions,uasf,UASF_0225,1
251,rust,Method call expressions,uasf,UASF_0051,1
251,rust,Method call expressions,uasf,UASF_0219,1
251,rust,Method call expressions,uasf,UASF_0221,1
251,rust,Method call expressions,uasf,UASF_0225,1
252,rust,Index expressions,uasf,UASF_0051,1
252,rust,Index expressions,uasf,UASF_0219,1
252,rust,Index expressions,uasf,UASF_0224,1
252,rust,Index expressions,uasf,UASF_0225,1
256,rust,Scoped identifier with nested super,uasf,UASF_0051,1
256,rust,Scoped identifier with nested super,uasf,UASF_0219,1
256,rust,Scoped identifier with nested super,uasf,UASF_0221,1
256,rust,Scoped identifier with nested super,uasf,UASF_0225,1
258,rust,Closures,uasf,UASF_0051,1
258,rust,Closures,uasf,UASF_0217,1
258,rust,Closures,uasf,UASF_0219,1
258,rust,Closures,uasf,UASF_0225,1
261,rust,Unsafe blocks,uasf,UASF_0051,1
261,rust,Unsafe blocks,uasf,UASF_0217,1
262,rust,Inline const or Const blocks as expression,uasf,UASF_0051,1
262,rust,Inline const or Const blocks as expression,uasf,UASF_0182,1
262,rust,Inline const or Const blocks as expression,uasf,UASF_0217,1
262,rust,Inline const or Const blocks as expression,uasf,UASF_0219,1
264,rust,Integer literals,uasf,UASF_0051,1
264,rust,Integer literals,uasf,UASF_0219,1
264,rust,Integer literals,uasf,UASF_0224,1
264,rust,Integer literals,uasf,UASF_0225,1
265,rust,Floating-point literals,uasf,UASF_0051,1
265,rust,Floating-point literals,uasf,UASF_0219,1
265,rust,Floating-point literals,uasf,UASF_0224,1
265,rust,Floating-point literals,uasf,UASF_0225,1
266,rust,String literals,uasf,UASF_0051,1
266,rust,String literals,uasf,UASF_0219,1
266,rust,String literals,uasf,UASF_0224,1
266,rust,String literals,uasf,UASF_0225,1
267,rust,Raw string literals,uasf,UASF_0051,1
267,rust,Raw string literals,uasf,UASF_0219,1
267,rust,Raw string literals,uasf,UASF_0225,1
268,rust,Raw byte string literals,uasf,UASF_0051,1
268,rust,Raw byte string literals,uasf,UASF_0219,1
268,rust,Raw byte string literals,uasf,UASF_0225,1
269,rust,Raw C string literals,uasf,UASF_0051,1
269,rust,Raw C string literals,uasf,UASF_0219,1
269,rust,Raw C string literals,uasf,UASF_0225,1
270,rust,Character literals,uasf,UASF_0051,1
270,rust,Character literals,uasf,UASF_0219,1
270,rust,Character literals,uasf,UASF_0224,1
270,rust,Character literals,uasf,UASF_0225,1
271,rust,Boolean literals,uasf,UASF_0051,1
271,rust,Boolean literals,uasf,UASF_0224,1
271,rust,Boolean literals,uasf,UASF_0225,1
274,rust,Macro invocation with comments,uasf,UASF_0051,1
274,rust,Macro invocation with comments,uasf,UASF_0219,1
274,rust,Macro invocation with comments,uasf,UASF_0221,1
274,rust,Macro invocation with comments,uasf,UASF_0225,1
275,rust,Macro definition,uasf,UASF_0051,1
275,rust,Macro definition,uasf,UASF_0217,1
275,rust,Macro definition,uasf,UASF_0219,1
276,rust,Tuple struct patterns,uasf,UASF_0051,1
276,rust,Tuple struct patterns,uasf,UASF_0217,1
276,rust,Tuple struct patterns,uasf,UASF_0219,1
277,rust,Reference patterns,uasf,UASF_0051,1
277,rust,Reference patterns,uasf,UASF_0217,1
277,rust,Reference patterns,uasf,UASF_0219,1
278,rust,Struct patterns,uasf,UASF_0051,1
278,rust,Struct patterns,uasf,UASF_0217,1
278,rust,Struct patterns,uasf,UASF_0219,1
279,rust,Ignored patterns,uasf,UASF_0051,1
279,rust,Ignored patterns,uasf,UASF_0217,1
279,rust,Ignored patterns,uasf,UASF_0219,1
280,rust,Captured patterns,uasf,UASF_0051,1
280,rust,Captured patterns,uasf,UASF_0217,1
280,rust,Captured patterns,uasf,UASF_0219,1
281,rust,Or patterns,uasf,UASF_0051,1
281,rust,Or patterns,uasf,UASF_0054,1
281,rust,Or patterns,uasf,UASF_0179,1
281,rust,Or patterns,uasf,UASF_0182,1
281,rust,Or patterns,uasf,UASF_0217,1
281,rust,Or patterns,uasf,UASF_0219,1
281,rust,Or patterns,uasf,UASF_0220,1
281,rust,Or patterns,uasf,UASF_0221,1
281,rust,Or patterns,uasf,UASF_0225,1
281,rust,Or patterns,uasf,UASF_0231,1
282,rust,Inline const or Const blocks as pattern,uasf,UASF_0051,1
282,rust,Inline const or Const blocks as pattern,uasf,UASF_0217,1
282,rust,Inline const or Const blocks as pattern,uasf,UASF_0219,1
282,rust,Inline const or Const blocks as pattern,uasf,UASF_0220,1
282,rust,Inline const or Const blocks as pattern,uasf,UASF_0224,1
282,rust,Inline const or Const blocks as pattern,uasf,UASF_0225,1
283,rust,Pattern with turbofish,uasf,UASF_0051,1
283,rust,Pattern with turbofish,uasf,UASF_0217,1
283,rust,Pattern with turbofish,uasf,UASF_0219,1
283,rust,Pattern with turbofish,uasf,UASF_0224,1
287,rust,Line doc comments,uasf,UASF_0051,1
290,rust,Comments degenerate cases,uasf,UASF_0051,1
290,rust,Comments degenerate cases,uasf,UASF_0219,1
290,rust,Comments degenerate cases,uasf,UASF_0221,1
290,rust,Comments degenerate cases,uasf,UASF_0225,1
291,rust,Line doc comment with no EOL,uasf,UASF_0051,1
292,rust,Greek letters in identifiers,uasf,UASF_0051,1
292,rust,Greek letters in identifiers,uasf,UASF_0220,1
292,rust,Greek letters in identifiers,uasf,UASF_0224,1
293,rust,Shebang line containing spaces,uasf,UASF_0051,1
294,rust,Empty shebang with code after,uasf,UASF_0051,1
295,rust,Immediate inner attribute,uasf,UASF_0051,1
297,rust,Tuple types,uasf,UASF_0051,1
297,rust,Tuple types,uasf,UASF_0219,1
297,rust,Tuple types,uasf,UASF_0220,1
297,rust,Tuple types,uasf,UASF_0224,1
302,rust,Array types,uasf,UASF_0051,1
302,rust,Array types,uasf,UASF_0219,1
302,rust,Array types,uasf,UASF_0220,1
302,rust,Array types,uasf,UASF_0224,1
302,rust,Array types,uasf,UASF_0225,1
302,rust,Array types,uasf,UASF_0231,1
303,rust,Function types,uasf,UASF_0051,1
303,rust,Function types,uasf,UASF_0217,1
303,rust,Function types,uasf,UASF_0219,1
303,rust,Function types,uasf,UASF_0221,1
304,rust,Unsafe and extern function types,uasf,UASF_0051,1
304,rust,Unsafe and extern function types,uasf,UASF_0217,1
304,rust,Unsafe and extern function types,uasf,UASF_0219,1
308,cpp,function declarations vs variable initializations,uasf,UASF_0051,1
308,cpp,function declarations vs variable initializations,uasf,UASF_0219,1
308,cpp,function declarations vs variable initializations,uasf,UASF_0221,1
308,cpp,function declarations vs variable initializations,uasf,UASF_0225,1
309,cpp,template classes vs relational expressions,uasf,UASF_0051,1
309,cpp,template classes vs relational expressions,uasf,UASF_0219,1
309,cpp,template classes vs relational expressions,uasf,UASF_0220,1
309,cpp,template classes vs relational expressions,uasf,UASF_0225,1
311,cpp,Concept definition with requires expression,uasf,UASF_0051,1
311,cpp,Concept definition with requires expression,uasf,UASF_0217,1
311,cpp,Concept definition with requires expression,uasf,UASF_0219,1
