case_id,language,case_name,axis,feature,value
28,r,Not An Arithmetic Operator,uast_structure,OperationExpr,1
28,r,Not An Arithmetic Operator,uast_structure,Scope,1
28,r,Not An Arithmetic Operator,uast_structure,SymbolRef,1
36,r,Subset and Subset2 Precedence,uast_structure,IndexExpr,1
36,r,Subset and Subset2 Precedence,uast_structure,LiteralExpr,1
36,r,Subset and Subset2 Precedence,uast_structure,OperationExpr,1
36,r,Subset and Subset2 Precedence,uast_structure,Scope,1
36,r,Subset and Subset2 Precedence,uast_structure,SymbolRef,1
37,r,If,uast_structure,CallExpr,1
37,r,If,uast_structure,IfStmt,1
37,r,If,uast_structure,OperationExpr,1
37,r,If,uast_structure,Scope,1
37,r,If,uast_structure,SymbolRef,1
38,r,If-else,uast_structure,IfStmt,1
38,r,If-else,uast_structure,OperationExpr,1
38,r,If-else,uast_structure,Scope,1
38,r,If-else,uast_structure,SymbolRef,1
39,r,Complex If Expression,uast_structure,IfStmt,1
39,r,Complex If Expression,uast_structure,LiteralExpr,1
39,r,Complex If Expression,uast_structure,OperationExpr,1
39,r,Complex If Expression,uast_structure,Scope,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),uast_structure,IfStmt,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),uast_structure,LiteralExpr,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),uast_structure,OperationExpr,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),uast_structure,Scope,1
41,r,Identifiers starting with `else` that are not the `else` keyword - 2 (#200),uast_structure,SymbolRef,1
42,r,For,uast_structure,CallExpr,1
42,r,For,uast_structure,ForEachStmt,1
42,r,For,uast_structure,LiteralExpr,1
42,r,For,uast_structure,OperationExpr,1
42,r,For,uast_structure,Scope,1
42,r,For,uast_structure,SymbolRef,1
44,r,While,uast_structure,AssignStmt,1
44,r,While,uast_structure,BreakStmt,1
44,r,While,uast_structure,ContinueStmt,1
44,r,While,uast_structure,LiteralExpr,1
44,r,While,uast_structure,LoopStmt,1
44,r,While,uast_structure,OperationExpr,1
44,r,While,uast_structure,Scope,1
44,r,While,uast_structure,SymbolRef,1
46,r,Repeat,uast_structure,LiteralExpr,1
46,r,Repeat,uast_structure,LoopStmt,1
46,r,Repeat,uast_structure,OperationExpr,1
46,r,Repeat,uast_structure,Scope,1
49,r,Dollar,uast_structure,CallExpr,1
49,r,Dollar,uast_structure,IndexExpr,1
49,r,Dollar,uast_structure,LiteralExpr,1
49,r,Dollar,uast_structure,OperationExpr,1
49,r,Dollar,uast_structure,Scope,1
49,r,Dollar,uast_structure,SymbolRef,1
51,r,Slot,uast_structure,CallExpr,1
51,r,Slot,uast_structure,LiteralExpr,1
51,r,Slot,uast_structure,OperationExpr,1
51,r,Slot,uast_structure,Scope,1
51,r,Slot,uast_structure,SymbolRef,1
62,r,Braced Expression,uast_structure,LiteralExpr,1
62,r,Braced Expression,uast_structure,OperationExpr,1
62,r,Braced Expression,uast_structure,Scope,1
63,r,Parenthesized Expression,uast_structure,CallExpr,1
63,r,Parenthesized Expression,uast_structure,ClosureExpr,1
63,r,Parenthesized Expression,uast_structure,LiteralExpr,1
63,r,Parenthesized Expression,uast_structure,OperationExpr,1
63,r,Parenthesized Expression,uast_structure,Scope,1
63,r,Parenthesized Expression,uast_structure,SymbolRef,1
64,r,Colon,uast_structure,LiteralExpr,1
64,r,Colon,uast_structure,OperationExpr,1
64,r,Colon,uast_structure,Scope,1
65,r,Formulas,uast_structure,OperationExpr,1
65,r,Formulas,uast_structure,Scope,1
65,r,Formulas,uast_structure,SymbolRef,1
69,r,Newlines,uast_structure,CallExpr,1
69,r,Newlines,uast_structure,OperationExpr,1
69,r,Newlines,uast_structure,Scope,1
69,r,Newlines,uast_structure,SymbolRef,1
75,r,Unicode Identifiers,uast_structure,OperationExpr,1
75,r,Unicode Identifiers,uast_structure,Scope,1
75,r,Unicode Identifiers,uast_structure,SymbolRef,1
76,r,Invalid Identifiers,uast_structure,OperationExpr,1
76,r,Invalid Identifiers,uast_structure,Scope,1
76,r,Invalid Identifiers,uast_structure,SymbolRef,1
77,r,Strings,uast_structure,LiteralExpr,1
77,r,Strings,uast_structure,OperationExpr,1
77,r,Strings,uast_structure,Scope,1
78,r,Strings Without Content,uast_structure,LiteralExpr,1
78,r,Strings Without Content,uast_structure,OperationExpr,1
78,r,Strings Without Content,uast_structure,Scope,1
79,r,Strings With Escape Sequences,uast_structure,LiteralExpr,1
79,r,Strings With Escape Sequences,uast_structure,OperationExpr,1
79,r,Strings With Escape Sequences,uast_structure,Scope,1
81,r,Comments,uast_structure,LiteralExpr,1
81,r,Comments,uast_structure,OperationExpr,1
81,r,Comments,uast_structure,Scope,1
82,r,Constants,uast_structure,LiteralExpr,1
82,r,Constants,uast_structure,NilLiteral,1
82,r,Constants,uast_structure,OperationExpr,1
82,r,Constants,uast_structure,Scope,1
82,r,Constants,uast_structure,SymbolRef,1
83,r,Integers,uast_structure,LiteralExpr,1
83,r,Integers,uast_structure,OperationExpr,1
83,r,Integers,uast_structure,Scope,1
83,r,Integers,uast_structure,SymbolRef,1
84,r,Floats,uast_structure,AssignStmt,1
84,r,Floats,uast_structure,LiteralExpr,1
84,r,Floats,uast_structure,OperationExpr,1
84,r,Floats,uast_structure,Scope,1
84,r,Floats,uast_structure,SymbolRef,1
85,r,Hexadecimal,uast_structure,LiteralExpr,1
85,r,Hexadecimal,uast_structure,OperationExpr,1
85,r,Hexadecimal,uast_structure,Scope,1
85,r,Hexadecimal,uast_structure,SymbolRef,1
86,r,Scientific Notation Floats,uast_structure,LiteralExpr,1
86,r,Scientific Notation Floats,uast_structure,OperationExpr,1
86,r,Scientific Notation Floats,uast_structure,Scope,1
87,r,Complex,uast_structure,LiteralExpr,1
87,r,Complex,uast_structure,OperationExpr,1
87,r,Complex,uast_structure,Scope,1
87,r,Complex,uast_structure,SymbolRef,1
88,r,Dot Dot I,uast_structure,OperationExpr,1
88,r,Dot Dot I,uast_structure,Scope,1
88,r,Dot Dot I,uast_structure,SymbolRef,1
125,go,Block comments,uast_structure,CallExpr,1
125,go,Block comments,uast_structure,OperationExpr,1
125,go,Block comments,uast_structure,Scope,1
125,go,Block comments,uast_structure,SymbolRef,1
136,go,Switch statements,uast_structure,AssignStmt,1
136,go,Switch statements,uast_structure,ClosureExpr,1
136,go,Switch statements,uast_structure,OperationExpr,1
136,go,Switch statements,uast_structure,Scope,1
136,go,Switch statements,uast_structure,SymbolRef,1
137,go,Type switch statements,uast_structure,CallExpr,1
137,go,Type switch statements,uast_structure,ClosureExpr,1
137,go,Type switch statements,uast_structure,IndexExpr,1
137,go,Type switch statements,uast_structure,LiteralExpr,1
137,go,Type switch statements,uast_structure,OperationExpr,1
137,go,Type switch statements,uast_structure,Scope,1
137,go,Type switch statements,uast_structure,SymbolRef,1
140,go,Nested statement blocks,uast_structure,AggregateExpr,1
140,go,Nested statement blocks,uast_structure,CallExpr,1
140,go,Nested statement blocks,uast_structure,LiteralExpr,1
140,go,Nested statement blocks,uast_structure,OperationExpr,1
140,go,Nested statement blocks,uast_structure,Scope,1
140,go,Nested statement blocks,uast_structure,SymbolRef,1
142,go,Empty statements,uast_structure,Scope,1
144,go,Top-level statements,uast_structure,AssignStmt,1
144,go,Top-level statements,uast_structure,CallExpr,1
144,go,Top-level statements,uast_structure,LiteralExpr,1
144,go,Top-level statements,uast_structure,OperationExpr,1
144,go,Top-level statements,uast_structure,Scope,1
144,go,Top-level statements,uast_structure,SymbolRef,1
145,go,Qualified type names,uast_structure,OperationExpr,1
145,go,Qualified type names,uast_structure,Scope,1
145,go,Qualified type names,uast_structure,SymbolRef,1
146,go,Array types,uast_structure,IndexExpr,1
146,go,Array types,uast_structure,LiteralExpr,1
146,go,Array types,uast_structure,OperationExpr,1
146,go,Array types,uast_structure,Scope,1
146,go,Array types,uast_structure,SymbolRef,1
156,rust,Async function,uast_structure,AssignStmt,1
156,rust,Async function,uast_structure,ClosureExpr,1
156,rust,Async function,uast_structure,OperationExpr,1
156,rust,Async function,uast_structure,Scope,1
157,rust,Await expression,uast_structure,ClosureExpr,1
157,rust,Await expression,uast_structure,OperationExpr,1
157,rust,Await expression,uast_structure,Scope,1
157,rust,Await expression,uast_structure,SymbolRef,1
160,rust,Async move async move closure,uast_structure,AssignStmt,1
160,rust,Async move async move closure,uast_structure,CallExpr,1
160,rust,Async move async move closure,uast_structure,Scope,1
160,rust,Async move async move closure,uast_structure,SymbolRef,1
161,rust,Try Block,uast_structure,CallExpr,1
161,rust,Try Block,uast_structure,OperationExpr,1
161,rust,Try Block,uast_structure,Scope,1
161,rust,Try Block,uast_structure,SymbolRef,1
162,rust,Gen Block,uast_structure,ClosureExpr,1
162,rust,Gen Block,uast_structure,Scope,1
162,rust,Gen Block,uast_structure,SymbolRef,1
164,rust,Extern crate declarations,uast_structure,OperationExpr,1
164,rust,Extern crate declarations,uast_structure,Scope,1
164,rust,Extern crate declarations,uast_structure,SymbolRef,1
165,rust,Function declarations,uast_structure,AggregateExpr,1
165,rust,Function declarations,uast_structure,ClosureExpr,1
165,rust,Function declarations,uast_structure,LiteralExpr,1
165,rust,Function declarations,uast_structure,MemberAccessExpr,1
165,rust,Function declarations,uast_structure,OperationExpr,1
165,rust,Function declarations,uast_structure,ReturnStmt,1
165,rust,Function declarations,uast_structure,Scope,1
165,rust,Function declarations,uast_structure,SymbolRef,1
165,rust,Function declarations,uast_structure,TupleExpr,1
166,rust,Const function declarations,uast_structure,Scope,1
167,rust,Functions with abstract return types,uast_structure,ClosureExpr,1
167,rust,Functions with abstract return types,uast_structure,Scope,1
167,rust,Functions with abstract return types,uast_structure,SymbolRef,1
170,rust,Functions with empty precise capture syntax,uast_structure,ClosureExpr,1
170,rust,Functions with empty precise capture syntax,uast_structure,Scope,1
170,rust,Functions with empty precise capture syntax,uast_structure,SymbolRef,1
171,rust,Diverging functions,uast_structure,ClosureExpr,1
171,rust,Diverging functions,uast_structure,Scope,1
172,rust,Extern function declarations,uast_structure,CallExpr,1
172,rust,Extern function declarations,uast_structure,ClosureExpr,1
172,rust,Extern function declarations,uast_structure,Scope,1
172,rust,Extern function declarations,uast_structure,SymbolRef,1
173,rust,Use declarations,uast_structure,OperationExpr,1
173,rust,Use declarations,uast_structure,Scope,1
173,rust,Use declarations,uast_structure,SymbolRef,1
174,rust,Variable bindings,uast_structure,AssignStmt,1
174,rust,Variable bindings,uast_structure,LiteralExpr,1
174,rust,Variable bindings,uast_structure,OperationExpr,1
174,rust,Variable bindings,uast_structure,Scope,1
174,rust,Variable bindings,uast_structure,SymbolRef,1
175,rust,Let-else Statements,uast_structure,CallExpr,1
175,rust,Let-else Statements,uast_structure,ClosureExpr,1
175,rust,Let-else Statements,uast_structure,ReturnStmt,1
175,rust,Let-else Statements,uast_structure,Scope,1
175,rust,Let-else Statements,uast_structure,SymbolRef,1
177,rust,Let declarations with contextual keywords as names,uast_structure,AssignStmt,1
177,rust,Let declarations with contextual keywords as names,uast_structure,LiteralExpr,1
177,rust,Let declarations with contextual keywords as names,uast_structure,Scope,1
181,rust,Enums,uast_structure,ClosureExpr,1
181,rust,Enums,uast_structure,Scope,1
181,rust,Enums,uast_structure,SymbolRef,1
182,rust,Enums with values specified,uast_structure,CallExpr,1
182,rust,Enums with values specified,uast_structure,LiteralExpr,1
182,rust,Enums with values specified,uast_structure,OperationExpr,1
182,rust,Enums with values specified,uast_structure,Scope,1
182,rust,Enums with values specified,uast_structure,SymbolRef,1
183,rust,Generic functions,uast_structure,ClosureExpr,1
183,rust,Generic functions,uast_structure,Scope,1
183,rust,Generic functions,uast_structure,SymbolRef,1
184,rust,Functions with mutable parameters,uast_structure,ClosureExpr,1
184,rust,Functions with mutable parameters,uast_structure,Scope,1
184,rust,Functions with mutable parameters,uast_structure,SymbolRef,1
185,rust,Functions with destructured parameters,uast_structure,ClosureExpr,1
185,rust,Functions with destructured parameters,uast_structure,Scope,1
185,rust,Functions with destructured parameters,uast_structure,SymbolRef,1
186,rust,Functions with custom types for self,uast_structure,ClosureExpr,1
186,rust,Functions with custom types for self,uast_structure,Scope,1
186,rust,Functions with custom types for self,uast_structure,SymbolRef,1
189,rust,Static 'ref' items using lazy_static,uast_structure,AssignStmt,1
189,rust,Static 'ref' items using lazy_static,uast_structure,LiteralExpr,1
189,rust,Static 'ref' items using lazy_static,uast_structure,Scope,1
192,rust,Empty statements,uast_structure,Scope,1
193,rust,Attributes,uast_structure,ClosureExpr,1
193,rust,Attributes,uast_structure,OperationExpr,1
193,rust,Attributes,uast_structure,Scope,1
193,rust,Attributes,uast_structure,SymbolRef,1
194,rust,Inner attributes,uast_structure,ClosureExpr,1
194,rust,Inner attributes,uast_structure,Scope,1
194,rust,Inner attributes,uast_structure,SymbolRef,1
195,rust,Key-Value Attribute Expressions,uast_structure,ClosureExpr,1
195,rust,Key-Value Attribute Expressions,uast_structure,OperationExpr,1
195,rust,Key-Value Attribute Expressions,uast_structure,Scope,1
197,rust,Derive macro helper attributes,uast_structure,ClosureExpr,1
197,rust,Derive macro helper attributes,uast_structure,ModuleDecl,1
197,rust,Derive macro helper attributes,uast_structure,OperationExpr,1
197,rust,Derive macro helper attributes,uast_structure,Scope,1
197,rust,Derive macro helper attributes,uast_structure,SymbolRef,1
198,rust,Attributes and Expressions,uast_structure,AssignStmt,1
198,rust,Attributes and Expressions,uast_structure,ClosureExpr,1
198,rust,Attributes and Expressions,uast_structure,OperationExpr,1
198,rust,Attributes and Expressions,uast_structure,Scope,1
200,rust,Trait impls,uast_structure,ClosureExpr,1
200,rust,Trait impls,uast_structure,LiteralExpr,1
200,rust,Trait impls,uast_structure,OperationExpr,1
200,rust,Trait impls,uast_structure,Scope,1
200,rust,Trait impls,uast_structure,SymbolRef,1
201,rust,Unsafe impls,uast_structure,CallExpr,1
201,rust,Unsafe impls,uast_structure,OperationExpr,1
201,rust,Unsafe impls,uast_structure,Scope,1
201,rust,Unsafe impls,uast_structure,SymbolRef,1
202,rust,Disable automatically derived trait impls,uast_structure,CallExpr,1
202,rust,Disable automatically derived trait impls,uast_structure,OperationExpr,1
202,rust,Disable automatically derived trait impls,uast_structure,Scope,1
202,rust,Disable automatically derived trait impls,uast_structure,SymbolRef,1
203,rust,Impl dyn with parentheses,uast_structure,ClosureExpr,1
203,rust,Impl dyn with parentheses,uast_structure,Scope,1
203,rust,Impl dyn with parentheses,uast_structure,SymbolRef,1
205,rust,Impls with default functions,uast_structure,ClosureExpr,1
205,rust,Impls with default functions,uast_structure,Scope,1
206,rust,Trait declarations,uast_structure,ClosureExpr,1
206,rust,Trait declarations,uast_structure,Scope,1
206,rust,Trait declarations,uast_structure,SymbolRef,1
207,rust,Trait declarations with optional type parameters,uast_structure,ClosureExpr,1
207,rust,Trait declarations with optional type parameters,uast_structure,Scope,1
207,rust,Trait declarations with optional type parameters,uast_structure,SymbolRef,1
208,rust,Unsized types in trait bounds,uast_structure,ClosureExpr,1
208,rust,Unsized types in trait bounds,uast_structure,Scope,1
208,rust,Unsized types in trait bounds,uast_structure,SymbolRef,1
209,rust,Trait bounds in type arguments in trait,uast_structure,CallExpr,1
209,rust,Trait bounds in type arguments in trait,uast_structure,OperationExpr,1
209,rust,Trait bounds in type arguments in trait,uast_structure,Scope,1
209,rust,Trait bounds in type arguments in trait,uast_structure,SymbolRef,1
210,rust,Macro invocations inside trait declarations,uast_structure,ClosureExpr,1
210,rust,Macro invocations inside trait declarations,uast_structure,Scope,1
210,rust,Macro invocations inside trait declarations,uast_structure,SymbolRef,1
213,rust,Generic Associated Types,uast_structure,AggregateExpr,1
213,rust,Generic Associated Types,uast_structure,ClosureExpr,1
213,rust,Generic Associated Types,uast_structure,Scope,1
213,rust,Generic Associated Types,uast_structure,SymbolRef,1
216,rust,Function parameter names that match built-in type names,uast_structure,ClosureExpr,1
216,rust,Function parameter names that match built-in type names,uast_structure,Scope,1
216,rust,Function parameter names that match built-in type names,uast_structure,SymbolRef,1
218,rust,External Modules,uast_structure,ClosureExpr,1
218,rust,External Modules,uast_structure,Scope,1
218,rust,External Modules,uast_structure,SymbolRef,1
219,rust,Crate visibility,uast_structure,AssignStmt,1
219,rust,Crate visibility,uast_structure,ClosureExpr,1
219,rust,Crate visibility,uast_structure,LiteralExpr,1
219,rust,Crate visibility,uast_structure,Scope,1
219,rust,Crate visibility,uast_structure,SymbolRef,1
