case_id,language,case_name,axis,feature,value
0,r,Function No Body With Assignment,tree_sitter_field,body,1
0,r,Function No Body With Assignment,tree_sitter_field,lhs,1
0,r,Function No Body With Assignment,tree_sitter_field,name,1
0,r,Function No Body With Assignment,tree_sitter_field,parameter,1
0,r,Function No Body With Assignment,tree_sitter_field,parameters,1
0,r,Function No Body With Assignment,tree_sitter_field,rhs,1
2,r,"Not A Call, Subset, Or Subset2",tree_sitter_field,body,1
3,r,"Not A Call, Subset, Or Subset2 Due To Sequential Arguments",tree_sitter_field,argument,1
3,r,"Not A Call, Subset, Or Subset2 Due To Sequential Arguments",tree_sitter_field,arguments,1
3,r,"Not A Call, Subset, Or Subset2 Due To Sequential Arguments",tree_sitter_field,function,1
3,r,"Not A Call, Subset, Or Subset2 Due To Sequential Arguments",tree_sitter_field,value,1
17,r,"Opening Bracket2 and Bracket, Matched Closing Bracket",tree_sitter_field,argument,1
17,r,"Opening Bracket2 and Bracket, Matched Closing Bracket",tree_sitter_field,arguments,1
17,r,"Opening Bracket2 and Bracket, Matched Closing Bracket",tree_sitter_field,close,1
17,r,"Opening Bracket2 and Bracket, Matched Closing Bracket",tree_sitter_field,function,1
17,r,"Opening Bracket2 and Bracket, Matched Closing Bracket",tree_sitter_field,value,1
18,r,"Opening Bracket2 and Bracket, Unmatched Closing Bracket",tree_sitter_field,argument,1
18,r,"Opening Bracket2 and Bracket, Unmatched Closing Bracket",tree_sitter_field,arguments,1
18,r,"Opening Bracket2 and Bracket, Unmatched Closing Bracket",tree_sitter_field,function,1
18,r,"Opening Bracket2 and Bracket, Unmatched Closing Bracket",tree_sitter_field,value,1
21,r,Functions,tree_sitter_field,body,1
21,r,Functions,tree_sitter_field,default,1
21,r,Functions,tree_sitter_field,lhs,1
21,r,Functions,tree_sitter_field,name,1
21,r,Functions,tree_sitter_field,parameter,1
21,r,Functions,tree_sitter_field,parameters,1
21,r,Functions,tree_sitter_field,rhs,1
21,r,Functions,tree_sitter_field,sequence,1
21,r,Functions,tree_sitter_field,variable,1
22,r,Functions With `return` As Parameter Name,tree_sitter_field,body,1
22,r,Functions With `return` As Parameter Name,tree_sitter_field,default,1
22,r,Functions With `return` As Parameter Name,tree_sitter_field,name,1
22,r,Functions With `return` As Parameter Name,tree_sitter_field,parameter,1
22,r,Functions With `return` As Parameter Name,tree_sitter_field,parameters,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,argument,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,arguments,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,body,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,close,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,content,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,default,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,function,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,lhs,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,name,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,open,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,parameter,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,parameters,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,rhs,1
23,r,Function Dots And Dot Dot I,tree_sitter_field,value,1
24,r,Function No Body,tree_sitter_field,body,1
24,r,Function No Body,tree_sitter_field,name,1
24,r,Function No Body,tree_sitter_field,parameter,1
24,r,Function No Body,tree_sitter_field,parameters,1
37,r,If,tree_sitter_field,argument,1
37,r,If,tree_sitter_field,arguments,1
37,r,If,tree_sitter_field,body,1
37,r,If,tree_sitter_field,condition,1
37,r,If,tree_sitter_field,consequence,1
37,r,If,tree_sitter_field,function,1
37,r,If,tree_sitter_field,lhs,1
37,r,If,tree_sitter_field,rhs,1
37,r,If,tree_sitter_field,value,1
38,r,If-else,tree_sitter_field,alternative,1
38,r,If-else,tree_sitter_field,body,1
38,r,If-else,tree_sitter_field,condition,1
38,r,If-else,tree_sitter_field,consequence,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_field,body,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_field,condition,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_field,consequence,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_field,lhs,1
40,r,Identifiers starting with `else` that are not the `else` keyword (#200),tree_sitter_field,rhs,1
42,r,For,tree_sitter_field,argument,1
42,r,For,tree_sitter_field,arguments,1
42,r,For,tree_sitter_field,body,1
42,r,For,tree_sitter_field,close,1
42,r,For,tree_sitter_field,content,1
42,r,For,tree_sitter_field,function,1
42,r,For,tree_sitter_field,lhs,1
42,r,For,tree_sitter_field,open,1
42,r,For,tree_sitter_field,rhs,1
42,r,For,tree_sitter_field,sequence,1
42,r,For,tree_sitter_field,value,1
42,r,For,tree_sitter_field,variable,1
43,r,For No Body,tree_sitter_field,body,1
43,r,For No Body,tree_sitter_field,lhs,1
43,r,For No Body,tree_sitter_field,rhs,1
43,r,For No Body,tree_sitter_field,sequence,1
43,r,For No Body,tree_sitter_field,variable,1
44,r,While,tree_sitter_field,body,1
44,r,While,tree_sitter_field,condition,1
44,r,While,tree_sitter_field,lhs,1
44,r,While,tree_sitter_field,rhs,1
45,r,While No Body,tree_sitter_field,body,1
45,r,While No Body,tree_sitter_field,condition,1
45,r,While No Body,tree_sitter_field,lhs,1
45,r,While No Body,tree_sitter_field,rhs,1
47,r,Repeat No Body,tree_sitter_field,body,1
48,r,Switch,tree_sitter_field,argument,1
48,r,Switch,tree_sitter_field,arguments,1
48,r,Switch,tree_sitter_field,close,1
48,r,Switch,tree_sitter_field,content,1
48,r,Switch,tree_sitter_field,function,1
48,r,Switch,tree_sitter_field,name,1
48,r,Switch,tree_sitter_field,open,1
48,r,Switch,tree_sitter_field,value,1
49,r,Dollar,tree_sitter_field,argument,1
49,r,Dollar,tree_sitter_field,arguments,1
49,r,Dollar,tree_sitter_field,close,1
49,r,Dollar,tree_sitter_field,content,1
49,r,Dollar,tree_sitter_field,function,1
49,r,Dollar,tree_sitter_field,lhs,1
49,r,Dollar,tree_sitter_field,open,1
49,r,Dollar,tree_sitter_field,rhs,1
49,r,Dollar,tree_sitter_field,value,1
50,r,Dollar No RHS,tree_sitter_field,lhs,1
52,r,Slot No RHS,tree_sitter_field,lhs,1
53,r,Namespace get,tree_sitter_field,argument,1
53,r,Namespace get,tree_sitter_field,arguments,1
53,r,Namespace get,tree_sitter_field,function,1
53,r,Namespace get,tree_sitter_field,lhs,1
53,r,Namespace get,tree_sitter_field,rhs,1
53,r,Namespace get,tree_sitter_field,value,1
54,r,Namespace get internal,tree_sitter_field,argument,1
54,r,Namespace get internal,tree_sitter_field,arguments,1
54,r,Namespace get internal,tree_sitter_field,function,1
54,r,Namespace get internal,tree_sitter_field,lhs,1
54,r,Namespace get internal,tree_sitter_field,rhs,1
54,r,Namespace get internal,tree_sitter_field,value,1
55,r,Namespace With Missing RHS,tree_sitter_field,argument,1
55,r,Namespace With Missing RHS,tree_sitter_field,arguments,1
55,r,Namespace With Missing RHS,tree_sitter_field,function,1
55,r,Namespace With Missing RHS,tree_sitter_field,lhs,1
55,r,Namespace With Missing RHS,tree_sitter_field,value,1
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",tree_sitter_field,body,1
56,r,"Dollar, At, Namespace, Namespace Internal With Expression RHS",tree_sitter_field,lhs,1
57,r,Assignment,tree_sitter_field,argument,1
57,r,Assignment,tree_sitter_field,arguments,1
57,r,Assignment,tree_sitter_field,function,1
57,r,Assignment,tree_sitter_field,lhs,1
57,r,Assignment,tree_sitter_field,rhs,1
57,r,Assignment,tree_sitter_field,value,1
58,r,Calls,tree_sitter_field,argument,1
58,r,Calls,tree_sitter_field,arguments,1
58,r,Calls,tree_sitter_field,close,1
58,r,Calls,tree_sitter_field,content,1
58,r,Calls,tree_sitter_field,function,1
58,r,Calls,tree_sitter_field,lhs,1
58,r,Calls,tree_sitter_field,name,1
58,r,Calls,tree_sitter_field,open,1
58,r,Calls,tree_sitter_field,rhs,1
58,r,Calls,tree_sitter_field,value,1
59,r,Calls With NULL As Argument Name,tree_sitter_field,argument,1
59,r,Calls With NULL As Argument Name,tree_sitter_field,arguments,1
59,r,Calls With NULL As Argument Name,tree_sitter_field,function,1
59,r,Calls With NULL As Argument Name,tree_sitter_field,name,1
59,r,Calls With NULL As Argument Name,tree_sitter_field,value,1
60,r,Calls With `return` As Argument Name,tree_sitter_field,argument,1
60,r,Calls With `return` As Argument Name,tree_sitter_field,arguments,1
60,r,Calls With `return` As Argument Name,tree_sitter_field,function,1
60,r,Calls With `return` As Argument Name,tree_sitter_field,name,1
60,r,Calls With `return` As Argument Name,tree_sitter_field,value,1
61,r,`return` Is Just An Identifier,tree_sitter_field,argument,1
61,r,`return` Is Just An Identifier,tree_sitter_field,arguments,1
61,r,`return` Is Just An Identifier,tree_sitter_field,body,1
61,r,`return` Is Just An Identifier,tree_sitter_field,function,1
61,r,`return` Is Just An Identifier,tree_sitter_field,name,1
61,r,`return` Is Just An Identifier,tree_sitter_field,parameter,1
61,r,`return` Is Just An Identifier,tree_sitter_field,parameters,1
61,r,`return` Is Just An Identifier,tree_sitter_field,value,1
62,r,Braced Expression,tree_sitter_field,body,1
64,r,Colon,tree_sitter_field,body,1
64,r,Colon,tree_sitter_field,lhs,1
64,r,Colon,tree_sitter_field,rhs,1
65,r,Formulas,tree_sitter_field,lhs,1
65,r,Formulas,tree_sitter_field,rhs,1
66,r,Help Operator,tree_sitter_field,lhs,1
66,r,Help Operator,tree_sitter_field,rhs,1
67,r,Complex Expressions,tree_sitter_field,alternative,1
67,r,Complex Expressions,tree_sitter_field,argument,1
67,r,Complex Expressions,tree_sitter_field,arguments,1
67,r,Complex Expressions,tree_sitter_field,body,1
67,r,Complex Expressions,tree_sitter_field,condition,1
67,r,Complex Expressions,tree_sitter_field,consequence,1
67,r,Complex Expressions,tree_sitter_field,function,1
67,r,Complex Expressions,tree_sitter_field,lhs,1
67,r,Complex Expressions,tree_sitter_field,rhs,1
67,r,Complex Expressions,tree_sitter_field,value,1
68,r,Precedence Tests,tree_sitter_field,close,1
68,r,Precedence Tests,tree_sitter_field,content,1
68,r,Precedence Tests,tree_sitter_field,lhs,1
68,r,Precedence Tests,tree_sitter_field,open,1
68,r,Precedence Tests,tree_sitter_field,rhs,1
69,r,Newlines,tree_sitter_field,argument,1
69,r,Newlines,tree_sitter_field,arguments,1
69,r,Newlines,tree_sitter_field,body,1
69,r,Newlines,tree_sitter_field,function,1
69,r,Newlines,tree_sitter_field,value,1
134,go,If statements,tree_sitter_field,alternative,1
134,go,If statements,tree_sitter_field,arguments,1
134,go,If statements,tree_sitter_field,body,1
134,go,If statements,tree_sitter_field,condition,1
134,go,If statements,tree_sitter_field,consequence,1
134,go,If statements,tree_sitter_field,function,1
134,go,If statements,tree_sitter_field,initializer,1
134,go,If statements,tree_sitter_field,left,1
134,go,If statements,tree_sitter_field,name,1
134,go,If statements,tree_sitter_field,parameters,1
134,go,If statements,tree_sitter_field,right,1
136,go,Switch statements,tree_sitter_field,arguments,1
136,go,Switch statements,tree_sitter_field,body,1
136,go,Switch statements,tree_sitter_field,function,1
136,go,Switch statements,tree_sitter_field,initializer,1
136,go,Switch statements,tree_sitter_field,left,1
136,go,Switch statements,tree_sitter_field,name,1
136,go,Switch statements,tree_sitter_field,parameters,1
136,go,Switch statements,tree_sitter_field,right,1
136,go,Switch statements,tree_sitter_field,value,1
137,go,Type switch statements,tree_sitter_field,alias,1
137,go,Type switch statements,tree_sitter_field,arguments,1
137,go,Type switch statements,tree_sitter_field,body,1
137,go,Type switch statements,tree_sitter_field,element,1
137,go,Type switch statements,tree_sitter_field,function,1
137,go,Type switch statements,tree_sitter_field,name,1
137,go,Type switch statements,tree_sitter_field,parameters,1
137,go,Type switch statements,tree_sitter_field,result,1
137,go,Type switch statements,tree_sitter_field,type,1
137,go,Type switch statements,tree_sitter_field,value,1
138,go,Select statements,tree_sitter_field,arguments,1
138,go,Select statements,tree_sitter_field,body,1
138,go,Select statements,tree_sitter_field,channel,1
138,go,Select statements,tree_sitter_field,communication,1
138,go,Select statements,tree_sitter_field,field,1
138,go,Select statements,tree_sitter_field,function,1
138,go,Select statements,tree_sitter_field,left,1
138,go,Select statements,tree_sitter_field,name,1
138,go,Select statements,tree_sitter_field,operand,1
138,go,Select statements,tree_sitter_field,parameters,1
138,go,Select statements,tree_sitter_field,right,1
138,go,Select statements,tree_sitter_field,value,1
141,go,Labels at the ends of statement blocks,tree_sitter_field,body,1
141,go,Labels at the ends of statement blocks,tree_sitter_field,label,1
141,go,Labels at the ends of statement blocks,tree_sitter_field,name,1
141,go,Labels at the ends of statement blocks,tree_sitter_field,parameters,1
145,go,Qualified type names,tree_sitter_field,name,1
145,go,Qualified type names,tree_sitter_field,package,1
145,go,Qualified type names,tree_sitter_field,type,1
146,go,Array types,tree_sitter_field,element,1
146,go,Array types,tree_sitter_field,left,1
146,go,Array types,tree_sitter_field,length,1
146,go,Array types,tree_sitter_field,name,1
146,go,Array types,tree_sitter_field,right,1
146,go,Array types,tree_sitter_field,type,1
165,rust,Function declarations,tree_sitter_field,body,1
165,rust,Function declarations,tree_sitter_field,element,1
165,rust,Function declarations,tree_sitter_field,left,1
165,rust,Function declarations,tree_sitter_field,length,1
165,rust,Function declarations,tree_sitter_field,macro,1
165,rust,Function declarations,tree_sitter_field,name,1
165,rust,Function declarations,tree_sitter_field,parameters,1
165,rust,Function declarations,tree_sitter_field,path,1
165,rust,Function declarations,tree_sitter_field,pattern,1
165,rust,Function declarations,tree_sitter_field,return_type,1
165,rust,Function declarations,tree_sitter_field,right,1
165,rust,Function declarations,tree_sitter_field,trait,1
165,rust,Function declarations,tree_sitter_field,type,1
165,rust,Function declarations,tree_sitter_field,type_arguments,1
173,rust,Use declarations,tree_sitter_field,alias,1
