case_id,source_language,input_kind,artifact_kind,status,artifact_created,format_parse_success,decode_success,cfg_success,dataflow_success,abi_success,uast_success,original_uast_hash,recovered_uast_hash,operation_match,relation_match,control_flow_match,call_match,dataflow_match,memory_match,abi_match,semantic_projection_equal,earliest_failure_stage,diagnostic_class,diagnostic
c89c03f1ddb7cd841fa6fcd252d9c195140e6a85a969048f0862f9c6ce680408,kotlin,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,fdea2df949ce8ac80e4e5a07ab4cc753f3191b091f011ea2bc766f6d99991d1b,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
c89c03f1ddb7cd841fa6fcd252d9c195140e6a85a969048f0862f9c6ce680408,kotlin,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,fdea2df949ce8ac80e4e5a07ab4cc753f3191b091f011ea2bc766f6d99991d1b,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
c89c03f1ddb7cd841fa6fcd252d9c195140e6a85a969048f0862f9c6ce680408,kotlin,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,fdea2df949ce8ac80e4e5a07ab4cc753f3191b091f011ea2bc766f6d99991d1b,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
c89c03f1ddb7cd841fa6fcd252d9c195140e6a85a969048f0862f9c6ce680408,kotlin,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,fdea2df949ce8ac80e4e5a07ab4cc753f3191b091f011ea2bc766f6d99991d1b,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
9145907324a0cd69f7d94bf43c5114f005afa3d7de83707588b54c824150c546,kotlin,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,6ba525a326adb51170eeb7a86afce542b3ec6e313e15fd965b1e84df87afe700,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
9145907324a0cd69f7d94bf43c5114f005afa3d7de83707588b54c824150c546,kotlin,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,6ba525a326adb51170eeb7a86afce542b3ec6e313e15fd965b1e84df87afe700,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
9145907324a0cd69f7d94bf43c5114f005afa3d7de83707588b54c824150c546,kotlin,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,6ba525a326adb51170eeb7a86afce542b3ec6e313e15fd965b1e84df87afe700,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
9145907324a0cd69f7d94bf43c5114f005afa3d7de83707588b54c824150c546,kotlin,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,6ba525a326adb51170eeb7a86afce542b3ec6e313e15fd965b1e84df87afe700,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
f8d3e5901653fc752dc1a7fafaefca9f8e03f365783be40ab4de76d945ca8a45,kotlin,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,9d0c739030af476b75f9f7aa4366c176174ad6288241d5ec6ffa3674acdd190a,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
f8d3e5901653fc752dc1a7fafaefca9f8e03f365783be40ab4de76d945ca8a45,kotlin,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,9d0c739030af476b75f9f7aa4366c176174ad6288241d5ec6ffa3674acdd190a,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
f8d3e5901653fc752dc1a7fafaefca9f8e03f365783be40ab4de76d945ca8a45,kotlin,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,9d0c739030af476b75f9f7aa4366c176174ad6288241d5ec6ffa3674acdd190a,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
f8d3e5901653fc752dc1a7fafaefca9f8e03f365783be40ab4de76d945ca8a45,kotlin,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,9d0c739030af476b75f9f7aa4366c176174ad6288241d5ec6ffa3674acdd190a,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
