case_id,source_language,input_kind,status,input_bytes,uast_hash,diagnostic
c89c03f1ddb7cd841fa6fcd252d9c195140e6a85a969048f0862f9c6ce680408,kotlin,assembly,FAIL,358,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c89c03f1ddb7cd841fa6fcd252d9c195140e6a85a969048f0862f9c6ce680408,kotlin,machine_code,FAIL,69,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c89c03f1ddb7cd841fa6fcd252d9c195140e6a85a969048f0862f9c6ce680408,kotlin,object,FAIL,164,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c89c03f1ddb7cd841fa6fcd252d9c195140e6a85a969048f0862f9c6ce680408,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
9145907324a0cd69f7d94bf43c5114f005afa3d7de83707588b54c824150c546,kotlin,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
9145907324a0cd69f7d94bf43c5114f005afa3d7de83707588b54c824150c546,kotlin,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
9145907324a0cd69f7d94bf43c5114f005afa3d7de83707588b54c824150c546,kotlin,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
9145907324a0cd69f7d94bf43c5114f005afa3d7de83707588b54c824150c546,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f8d3e5901653fc752dc1a7fafaefca9f8e03f365783be40ab4de76d945ca8a45,kotlin,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f8d3e5901653fc752dc1a7fafaefca9f8e03f365783be40ab4de76d945ca8a45,kotlin,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f8d3e5901653fc752dc1a7fafaefca9f8e03f365783be40ab4de76d945ca8a45,kotlin,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f8d3e5901653fc752dc1a7fafaefca9f8e03f365783be40ab4de76d945ca8a45,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ca2d9ceb8eb0817f08742661e651dfee43b05173ad1cdcedb4778dcbe7bb3f23,kotlin,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ca2d9ceb8eb0817f08742661e651dfee43b05173ad1cdcedb4778dcbe7bb3f23,kotlin,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ca2d9ceb8eb0817f08742661e651dfee43b05173ad1cdcedb4778dcbe7bb3f23,kotlin,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ca2d9ceb8eb0817f08742661e651dfee43b05173ad1cdcedb4778dcbe7bb3f23,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7768df3f82e7cfc57a5814d4e8bb927bb8b7f752013ded15460dc9a8d9691067,kotlin,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7768df3f82e7cfc57a5814d4e8bb927bb8b7f752013ded15460dc9a8d9691067,kotlin,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7768df3f82e7cfc57a5814d4e8bb927bb8b7f752013ded15460dc9a8d9691067,kotlin,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7768df3f82e7cfc57a5814d4e8bb927bb8b7f752013ded15460dc9a8d9691067,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
eb7c9044da19554ff976b1289812f3e93c6e97844ec0a9676fa2c74cbab7ebb1,kotlin,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
eb7c9044da19554ff976b1289812f3e93c6e97844ec0a9676fa2c74cbab7ebb1,kotlin,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
eb7c9044da19554ff976b1289812f3e93c6e97844ec0a9676fa2c74cbab7ebb1,kotlin,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
eb7c9044da19554ff976b1289812f3e93c6e97844ec0a9676fa2c74cbab7ebb1,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
98ae75215327f8d092495d30f48c51ce61c0e59edfbdda9ce3090d2167d11318,kotlin,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
98ae75215327f8d092495d30f48c51ce61c0e59edfbdda9ce3090d2167d11318,kotlin,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
98ae75215327f8d092495d30f48c51ce61c0e59edfbdda9ce3090d2167d11318,kotlin,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
98ae75215327f8d092495d30f48c51ce61c0e59edfbdda9ce3090d2167d11318,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
848e10827e45df959bc83af6d36729578f12a4665d752091bd7a789a0e04972e,kotlin,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
