case_id,source_language,input_kind,status,input_bytes,uast_hash,diagnostic
d5d6c46c16487ccd3a36e1f49cf457e2eb4c9545b183c0d0aed0f9e040f559b8,java,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
d5d6c46c16487ccd3a36e1f49cf457e2eb4c9545b183c0d0aed0f9e040f559b8,java,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
d5d6c46c16487ccd3a36e1f49cf457e2eb4c9545b183c0d0aed0f9e040f559b8,java,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
d5d6c46c16487ccd3a36e1f49cf457e2eb4c9545b183c0d0aed0f9e040f559b8,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
57a5c55a2660d601169494982ff56990dbe02c4eba3bdbb7a3b2d0d260b56156,java,assembly,FAIL,268,,"binary frontend: semantic lifting unavailable for instruction ""push"""
57a5c55a2660d601169494982ff56990dbe02c4eba3bdbb7a3b2d0d260b56156,java,machine_code,FAIL,53,,"binary frontend: semantic lifting unavailable for instruction ""push"""
57a5c55a2660d601169494982ff56990dbe02c4eba3bdbb7a3b2d0d260b56156,java,object,FAIL,148,,"binary frontend: semantic lifting unavailable for instruction ""push"""
57a5c55a2660d601169494982ff56990dbe02c4eba3bdbb7a3b2d0d260b56156,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c3d80ad3e29f7c8e4a7b3503ad957a9923cf3cb7fde6f1afcc425d0112c3e209,java,assembly,FAIL,392,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c3d80ad3e29f7c8e4a7b3503ad957a9923cf3cb7fde6f1afcc425d0112c3e209,java,machine_code,FAIL,76,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c3d80ad3e29f7c8e4a7b3503ad957a9923cf3cb7fde6f1afcc425d0112c3e209,java,object,FAIL,171,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c3d80ad3e29f7c8e4a7b3503ad957a9923cf3cb7fde6f1afcc425d0112c3e209,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2fe6b22dec3e94e799d28ca0acf6737cbc4b03edfbcf43cf9ba89ba9db670fbc,java,assembly,FAIL,358,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2fe6b22dec3e94e799d28ca0acf6737cbc4b03edfbcf43cf9ba89ba9db670fbc,java,machine_code,FAIL,69,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2fe6b22dec3e94e799d28ca0acf6737cbc4b03edfbcf43cf9ba89ba9db670fbc,java,object,FAIL,164,,"binary frontend: semantic lifting unavailable for instruction ""push"""
2fe6b22dec3e94e799d28ca0acf6737cbc4b03edfbcf43cf9ba89ba9db670fbc,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
12923a3ea5e4c9c38630b895ad7f193cb2b05f6b7effd5cb1e265ff69fbb2992,java,assembly,FAIL,425,,"binary frontend: semantic lifting unavailable for instruction ""push"""
12923a3ea5e4c9c38630b895ad7f193cb2b05f6b7effd5cb1e265ff69fbb2992,java,machine_code,FAIL,83,,"binary frontend: semantic lifting unavailable for instruction ""push"""
12923a3ea5e4c9c38630b895ad7f193cb2b05f6b7effd5cb1e265ff69fbb2992,java,object,FAIL,178,,"binary frontend: semantic lifting unavailable for instruction ""push"""
12923a3ea5e4c9c38630b895ad7f193cb2b05f6b7effd5cb1e265ff69fbb2992,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c2197a511a7642afff7bedd9dddd69fea803f6b9b866aa005481d089e5034e97,java,assembly,FAIL,662,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c2197a511a7642afff7bedd9dddd69fea803f6b9b866aa005481d089e5034e97,java,machine_code,FAIL,132,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c2197a511a7642afff7bedd9dddd69fea803f6b9b866aa005481d089e5034e97,java,object,FAIL,227,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c2197a511a7642afff7bedd9dddd69fea803f6b9b866aa005481d089e5034e97,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
047676c1e8932f47b249ac9049c69dbcbc4f722b925885e2c5a19ec60d16d87a,java,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
047676c1e8932f47b249ac9049c69dbcbc4f722b925885e2c5a19ec60d16d87a,java,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
047676c1e8932f47b249ac9049c69dbcbc4f722b925885e2c5a19ec60d16d87a,java,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
047676c1e8932f47b249ac9049c69dbcbc4f722b925885e2c5a19ec60d16d87a,java,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
