case_id,source_language,input_kind,status,input_bytes,uast_hash,diagnostic
85f3de218dc626818992dd5dd7d8d2eea92ee681cb1eaa3f30a8af4a949c663e,rust,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
85f3de218dc626818992dd5dd7d8d2eea92ee681cb1eaa3f30a8af4a949c663e,rust,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
85f3de218dc626818992dd5dd7d8d2eea92ee681cb1eaa3f30a8af4a949c663e,rust,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
85f3de218dc626818992dd5dd7d8d2eea92ee681cb1eaa3f30a8af4a949c663e,rust,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ada1d83ad2a3a7c815621fae94e7f97fcacebbda9946a27d032b2ce141383c97,rust,assembly,FAIL,202,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ada1d83ad2a3a7c815621fae94e7f97fcacebbda9946a27d032b2ce141383c97,rust,machine_code,FAIL,36,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ada1d83ad2a3a7c815621fae94e7f97fcacebbda9946a27d032b2ce141383c97,rust,object,FAIL,131,,"binary frontend: semantic lifting unavailable for instruction ""push"""
ada1d83ad2a3a7c815621fae94e7f97fcacebbda9946a27d032b2ce141383c97,rust,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c725fefde4b5a9b8dacd804c116479bcc6518b6b43a79442e79353c07bca31eb,rust,assembly,FAIL,317,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c725fefde4b5a9b8dacd804c116479bcc6518b6b43a79442e79353c07bca31eb,rust,machine_code,FAIL,70,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c725fefde4b5a9b8dacd804c116479bcc6518b6b43a79442e79353c07bca31eb,rust,object,FAIL,165,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c725fefde4b5a9b8dacd804c116479bcc6518b6b43a79442e79353c07bca31eb,rust,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
