case_id,source_language,input_kind,status,input_bytes,uast_hash,diagnostic
56465747026917db861fc3b3e3e9f556cb6786f61c79672115cc55e9735d9567,rust,assembly,FAIL,392,,"binary frontend: semantic lifting unavailable for instruction ""push"""
56465747026917db861fc3b3e3e9f556cb6786f61c79672115cc55e9735d9567,rust,machine_code,FAIL,76,,"binary frontend: semantic lifting unavailable for instruction ""push"""
56465747026917db861fc3b3e3e9f556cb6786f61c79672115cc55e9735d9567,rust,object,FAIL,171,,"binary frontend: semantic lifting unavailable for instruction ""push"""
56465747026917db861fc3b3e3e9f556cb6786f61c79672115cc55e9735d9567,rust,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
07bcec9ed834548b4d485fd335a55de9af77eb105a69cb1082be47a94a5ab696,cpp,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
07bcec9ed834548b4d485fd335a55de9af77eb105a69cb1082be47a94a5ab696,cpp,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
07bcec9ed834548b4d485fd335a55de9af77eb105a69cb1082be47a94a5ab696,cpp,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
07bcec9ed834548b4d485fd335a55de9af77eb105a69cb1082be47a94a5ab696,cpp,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
dc520e057860919c7da578923ae88a361a4556b6519dd18b1591fa0f32a8f223,cpp,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
dc520e057860919c7da578923ae88a361a4556b6519dd18b1591fa0f32a8f223,cpp,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
dc520e057860919c7da578923ae88a361a4556b6519dd18b1591fa0f32a8f223,cpp,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
dc520e057860919c7da578923ae88a361a4556b6519dd18b1591fa0f32a8f223,cpp,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f0e5139df2508dfddb61a33f4f13f2aed57a233978eefe21970fe09bb5976f2a,cpp,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f0e5139df2508dfddb61a33f4f13f2aed57a233978eefe21970fe09bb5976f2a,cpp,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f0e5139df2508dfddb61a33f4f13f2aed57a233978eefe21970fe09bb5976f2a,cpp,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f0e5139df2508dfddb61a33f4f13f2aed57a233978eefe21970fe09bb5976f2a,cpp,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
