class_id,member_count,language_count,languages,members
cb0bb6e59e8ad50b,27,13,c|cpp|csharp|go|java|julia|kotlin|nim|python|r|rust|swift|zig,r:_hex_literal|r:_number_literal|r:dot_dot_i|go:identifier|rust:identifier|rust:shebang|rust:metavariable|cpp:preproc_directive|cpp:identifier|c:preproc_directive|c:identifier|python:type_conversion|python:identifier|zig:builtin_identifier|zig:_identifier|julia:_word_identifier|nim:_accent_quoted_identifier|nim:identifier|csharp:preproc_directive|java:identifier|kotlin:_alpha_identifier|kotlin:_backtick_identifier|kotlin:_escaped_identifier|swift:line_str_text|swift:raw_str_interpolation_start|swift:_escaped_identifier|swift:multi_line_str_text
ae514ed4e52f5b1c,76,12,c|cpp|csharp|go|java|julia|kotlin|nim|python|r|rust|zig,r:integer|r:complex|go:package_clause|go:struct_type|go:inc_statement|go:dec_statement|go:go_statement|go:defer_statement|rust:removed_trait_bound|rust:base_field_initializer|rust:label|rust:unsafe_block|rust:try_block|rust:ref_pattern|cpp:ms_based_modifier|cpp:struct_specifier|cpp:union_specifier|cpp:bitfield_clause|cpp:else_clause|cpp:extension_expression|cpp:field_designator|cpp:_empty_declaration|cpp:annotation|cpp:class_specifier|cpp:module_partition|cpp:trailing_return_type|cpp:type_requirement|cpp:dependent_identifier|cpp:dependent_field_identifier|cpp:dependent_type_identifier|c:ms_based_modifier|c:bitfield_clause|c:else_clause|c:extension_expression|c:field_designator|c:_empty_declaration|python:import_statement|python:chevron|python:delete_statement|python:list_splat|python:dictionary_splat|python:if_clause|zig:nosuspend_statement|zig:suspend_statement|zig:defer_statement|zig:expression_statement|zig:anonymous_struct_initializer|zig:comptime_type_expression|zig:break_label|julia:if_clause|nim:documentation_comment|nim:comment|csharp:arrow_expression_clause|csharp:expression_statement|csharp:finally_clause|csharp:unsafe_statement|csharp:var_pattern|csharp:negated_pattern|csharp:join_into_clause|csharp:where_clause|csharp:select_clause|csharp:when_clause|csharp:throw_expression|csharp:interpolation_alignment_clause|csharp:ref_expression|java:guard|java:expression_statement|java:finally_clause|java:superclass|java:super_interfaces|java:permits|java:static_initializer|java:extends_interfaces|kotlin:anonymous_initializer|kotlin:guard_condition|kotlin:finally_block
1514c28779358c33,72,12,c|cpp|csharp|go|java|julia|kotlin|nim|python|r|rust|swift,r:dots|r:next|r:break|r:true|r:false|r:null|r:inf|r:nan|r:comma|go:dot|go:blank_identifier|go:empty_statement|go:nil|go:true|go:false|go:iota|rust:empty_statement|rust:never_type|rust:mutable_specifier|rust:remaining_field_pattern|rust:self|rust:super|rust:crate|cpp:ms_restrict_modifier|cpp:ms_unsigned_ptr_modifier|cpp:ms_signed_ptr_modifier|cpp:variadic_parameter|cpp:auto|cpp:this|c:ms_restrict_modifier|c:ms_unsigned_ptr_modifier|c:ms_signed_ptr_modifier|c:variadic_parameter|python:wildcard_import|python:ellipsis|python:true|python:false|python:none|python:positional_separator|python:keyword_separator|julia:break_statement|julia:continue_statement|julia:_delimiter_str_1|julia:_delimiter_str_3|julia:_delimiter_cmd_1|julia:_delimiter_cmd_3|nim:blank_identifier|csharp:empty_statement|csharp:discard|csharp:null_literal|java:true|java:false|java:null_literal|java:underscore_pattern|java:asterisk|java:boolean_type|java:void_type|java:this|java:super|kotlin:quest|kotlin:_in_operator|kotlin:_is_operator|kotlin:property_modifier|kotlin:reification_modifier|kotlin:null_literal|swift:nil_literal|swift:_quest|swift:self_expression|swift:_is_operator|swift:throw_keyword|swift:wildcard_pattern|swift:property_behavior_modifier
02a29a0f5cbb4fe5,57,11,c|cpp|csharp|go|java|kotlin|nim|python|r|rust|swift,r:parameter|r:argument|r:_float_literal|r:_string_or_identifier|go:_type|go:_interface_elem|go:literal_element|go:_string_literal|rust:_statement|rust:_expression|rust:comment|cpp:statement|cpp:expression|cpp:_constructor_specifiers|cpp:_function_exception_specification|c:statement|c:expression|python:_statement|python:_named_expression_lhs|python:_expressions|python:_left_hand_side|nim:_statement|nim:_simple_statement|nim:_import_body|nim:_if_branch|nim:_try_branch|nim:_prefix_expression|csharp:_attribute_list|csharp:_namespace_member_declaration|csharp:_simple_name|csharp:_scoped_base_type|csharp:expression|csharp:_select_or_group_clause|csharp:collection_element|csharp:identifier|java:_toplevel_statement|java:string_literal|java:pattern|java:_annotation|java:_variable_initializer|java:_type|java:_unannotated_type|kotlin:_statement_annotation|kotlin:control_structure_body|kotlin:_function_literal|kotlin:annotation|kotlin:character_escape_seq|kotlin:_lexical_identifier|swift:_semi|swift:_line_string_content|swift:str_escaped_char|swift:_range_operator|swift:_else_options|swift:type_constraint|swift:_class_member_separator|swift:throws|swift:_modifier
e1596cff2975a5cc,25,10,c|cpp|csharp|go|java|kotlin|python|rust|swift|zig,go:parenthesized_type|go:parenthesized_expression|rust:parenthesized_expression|cpp:preproc_parenthesized_expression|cpp:subscript_designator|cpp:co_yield_statement|cpp:splice_specifier|c:preproc_parenthesized_expression|c:subscript_designator|python:finally_clause|python:set|zig:parenthesized_expression|zig:error_type|csharp:parenthesized_pattern|csharp:parenthesized_expression|csharp:_parenthesized_lvalue_expression|csharp:preproc_parenthesized_expression|java:string_interpolation|java:parenthesized_expression|java:yield_statement|java:throw_statement|kotlin:parenthesized_type|kotlin:parenthesized_expression|kotlin:line_string_expression|swift:_interpolation
42083732fdfca975,30,9,c|cpp|csharp|go|java|nim|python|rust|swift,go:send_statement|go:short_var_declaration|go:keyed_element|go:qualified_type|rust:macro_rule|rust:higher_ranked_trait_bound|rust:use_as_clause|rust:qualified_type|rust:match_expression|cpp:switch_statement|cpp:while_statement|cpp:seh_except_clause|cpp:catch_clause|c:switch_statement|c:while_statement|c:seh_except_clause|python:aliased_import|python:named_expression|python:_key_value_pattern|python:pair|nim:colon_expression|nim:equal_expression|nim:assignment|csharp:alias_qualified_name|java:template_expression|java:switch_expression|java:while_statement|java:annotation|java:scoped_identifier|swift:_dictionary_literal_item
b618999e0af0ba30,27,9,cpp|csharp|go|java|julia|kotlin|nim|r|swift,r:string|r:_identifier|go:_declaration|cpp:_string|julia:_block_form|julia:_array|nim:statement_list|nim:_object_field_declaration_branch_list|nim:_call_extended|nim:_string_literal|nim:_symbol|csharp:_extension_member_declaration|csharp:_name|csharp:_object_creation_type|java:_name|kotlin:_expression_no_trailing_lambda|kotlin:_loop_statement|kotlin:_expression|kotlin:when_condition|kotlin:_postfix_unary_suffix|kotlin:_type_parameter_modifier|swift:_string_literal|swift:regex_literal|swift:_navigable_type_expression|swift:_if_condition_sequence_item|swift:as_operator|swift:_locally_permitted_modifier
136bf937997ff8c7,23,9,c|cpp|csharp|java|julia|kotlin|rust|swift|zig,rust:boolean_literal|cpp:ms_unaligned_ptr_modifier|cpp:null|cpp:virtual_specifier|cpp:ref_qualifier|cpp:lambda_default_capture|c:ms_unaligned_ptr_modifier|c:null|zig:boolean|julia:boolean_literal|csharp:boolean_literal|java:requires_modifier|java:floating_point_type|kotlin:binding_pattern_kind|kotlin:_additive_operator|kotlin:_as_operator|kotlin:member_modifier|kotlin:variance_modifier|kotlin:platform_modifier|kotlin:boolean_literal|swift:boolean_literal|swift:mutation_modifier|swift:_parameter_ownership_modifier
ecd76a7a6941bdf4,11,9,c|csharp|go|julia|kotlin|nim|python|rust|swift,go:_simple_statement|rust:_literal|c:_declarator|c:_assignment_left_expression|python:_right_hand_side|julia:_definition|nim:_literal|csharp:type_declaration|csharp:_pointer_base_type|kotlin:_unary_expression|swift:_non_local_scope_modifier
e060ccde60f6b6f0,19,8,cpp|csharp|go|java|kotlin|python|rust|swift,go:block|go:default_case|rust:async_block|rust:gen_block|cpp:co_return_statement|cpp:throw_statement|python:parameters|python:tuple_pattern|python:list_pattern|python:list|python:tuple|csharp:return_statement|csharp:throw_statement|java:break_statement|java:continue_statement|java:return_statement|kotlin:class_body|swift:class_body|swift:protocol_body
