class_id,member_count,language_count,languages,members
7b3d05e8b1257260c703,27,13,c|cpp|csharp|go|java|julia|kotlin|nim|python|r|rust|swift|zig,r:_hex_literal|r:_number_literal|r:dot_dot_i|go:identifier|rust:identifier|rust:shebang|rust:metavariable|cpp:preproc_directive|cpp:identifier|c:preproc_directive|c:identifier|python:type_conversion|python:identifier|zig:builtin_identifier|zig:_identifier|julia:_word_identifier|nim:_accent_quoted_identifier|nim:identifier|csharp:preproc_directive|java:identifier|kotlin:_alpha_identifier|kotlin:_backtick_identifier|kotlin:_escaped_identifier|swift:line_str_text|swift:raw_str_interpolation_start|swift:_escaped_identifier|swift:multi_line_str_text
b93867e280d3929e9621,72,12,c|cpp|csharp|go|java|julia|kotlin|nim|python|r|rust|swift,r:dots|r:next|r:break|r:true|r:false|r:null|r:inf|r:nan|r:comma|go:dot|go:blank_identifier|go:empty_statement|go:nil|go:true|go:false|go:iota|rust:empty_statement|rust:never_type|rust:mutable_specifier|rust:remaining_field_pattern|rust:self|rust:super|rust:crate|cpp:ms_restrict_modifier|cpp:ms_unsigned_ptr_modifier|cpp:ms_signed_ptr_modifier|cpp:variadic_parameter|cpp:auto|cpp:this|c:ms_restrict_modifier|c:ms_unsigned_ptr_modifier|c:ms_signed_ptr_modifier|c:variadic_parameter|python:wildcard_import|python:ellipsis|python:true|python:false|python:none|python:positional_separator|python:keyword_separator|julia:break_statement|julia:continue_statement|julia:_delimiter_str_1|julia:_delimiter_str_3|julia:_delimiter_cmd_1|julia:_delimiter_cmd_3|nim:blank_identifier|csharp:empty_statement|csharp:discard|csharp:null_literal|java:true|java:false|java:null_literal|java:underscore_pattern|java:asterisk|java:boolean_type|java:void_type|java:this|java:super|kotlin:quest|kotlin:_in_operator|kotlin:_is_operator|kotlin:property_modifier|kotlin:reification_modifier|kotlin:null_literal|swift:nil_literal|swift:_quest|swift:self_expression|swift:_is_operator|swift:throw_keyword|swift:wildcard_pattern|swift:property_behavior_modifier
8cb4a2891d71c8e21569,67,11,c|cpp|csharp|go|java|julia|kotlin|nim|python|rust|zig,go:package_clause|go:struct_type|go:go_statement|go:defer_statement|rust:removed_trait_bound|rust:base_field_initializer|rust:label|rust:unsafe_block|rust:try_block|rust:ref_pattern|cpp:ms_based_modifier|cpp:struct_specifier|cpp:union_specifier|cpp:bitfield_clause|cpp:else_clause|cpp:extension_expression|cpp:field_designator|cpp:annotation|cpp:class_specifier|cpp:module_partition|cpp:trailing_return_type|cpp:type_requirement|cpp:dependent_identifier|cpp:dependent_field_identifier|cpp:dependent_type_identifier|c:ms_based_modifier|c:bitfield_clause|c:else_clause|c:extension_expression|c:field_designator|python:import_statement|python:chevron|python:delete_statement|python:list_splat|python:dictionary_splat|python:if_clause|zig:nosuspend_statement|zig:suspend_statement|zig:defer_statement|zig:anonymous_struct_initializer|zig:comptime_type_expression|zig:break_label|julia:if_clause|nim:documentation_comment|nim:comment|csharp:arrow_expression_clause|csharp:finally_clause|csharp:unsafe_statement|csharp:var_pattern|csharp:negated_pattern|csharp:join_into_clause|csharp:where_clause|csharp:select_clause|csharp:when_clause|csharp:throw_expression|csharp:interpolation_alignment_clause|csharp:ref_expression|java:guard|java:finally_clause|java:superclass|java:super_interfaces|java:permits|java:static_initializer|java:extends_interfaces|kotlin:anonymous_initializer|kotlin:guard_condition|kotlin:finally_block
5dcf6ecd3e3e7257720e,57,11,c|cpp|csharp|go|java|kotlin|nim|python|r|rust|swift,r:parameter|r:argument|r:_float_literal|r:_string_or_identifier|go:_type|go:_interface_elem|go:literal_element|go:_string_literal|rust:_statement|rust:_expression|rust:comment|cpp:statement|cpp:expression|cpp:_constructor_specifiers|cpp:_function_exception_specification|c:statement|c:expression|python:_statement|python:_named_expression_lhs|python:_expressions|python:_left_hand_side|nim:_statement|nim:_simple_statement|nim:_import_body|nim:_if_branch|nim:_try_branch|nim:_prefix_expression|csharp:_attribute_list|csharp:_namespace_member_declaration|csharp:_simple_name|csharp:_scoped_base_type|csharp:expression|csharp:_select_or_group_clause|csharp:collection_element|csharp:identifier|java:_toplevel_statement|java:string_literal|java:pattern|java:_annotation|java:_variable_initializer|java:_type|java:_unannotated_type|kotlin:_statement_annotation|kotlin:control_structure_body|kotlin:_function_literal|kotlin:annotation|kotlin:character_escape_seq|kotlin:_lexical_identifier|swift:_semi|swift:_line_string_content|swift:str_escaped_char|swift:_range_operator|swift:_else_options|swift:type_constraint|swift:_class_member_separator|swift:throws|swift:_modifier
d0b437ef6ea647b403c8,23,10,c|cpp|csharp|go|java|kotlin|python|rust|swift|zig,go:parenthesized_type|go:parenthesized_expression|rust:parenthesized_expression|cpp:preproc_parenthesized_expression|cpp:subscript_designator|cpp:co_yield_statement|cpp:splice_specifier|c:preproc_parenthesized_expression|c:subscript_designator|python:set|zig:parenthesized_expression|csharp:parenthesized_pattern|csharp:parenthesized_expression|csharp:_parenthesized_lvalue_expression|csharp:preproc_parenthesized_expression|java:string_interpolation|java:parenthesized_expression|java:yield_statement|java:throw_statement|kotlin:parenthesized_type|kotlin:parenthesized_expression|kotlin:line_string_expression|swift:_interpolation
2f06ca86caf84d1cd5ef,27,9,cpp|csharp|go|java|julia|kotlin|nim|r|swift,r:string|r:_identifier|go:_declaration|cpp:_string|julia:_block_form|julia:_array|nim:statement_list|nim:_object_field_declaration_branch_list|nim:_call_extended|nim:_string_literal|nim:_symbol|csharp:_extension_member_declaration|csharp:_name|csharp:_object_creation_type|java:_name|kotlin:_expression_no_trailing_lambda|kotlin:_loop_statement|kotlin:_expression|kotlin:when_condition|kotlin:_postfix_unary_suffix|kotlin:_type_parameter_modifier|swift:_string_literal|swift:regex_literal|swift:_navigable_type_expression|swift:_if_condition_sequence_item|swift:as_operator|swift:_locally_permitted_modifier
571cfb25eb23a18e13f6,23,9,c|cpp|csharp|java|julia|kotlin|rust|swift|zig,rust:boolean_literal|cpp:ms_unaligned_ptr_modifier|cpp:null|cpp:virtual_specifier|cpp:ref_qualifier|cpp:lambda_default_capture|c:ms_unaligned_ptr_modifier|c:null|zig:boolean|julia:boolean_literal|csharp:boolean_literal|java:requires_modifier|java:floating_point_type|kotlin:binding_pattern_kind|kotlin:_additive_operator|kotlin:_as_operator|kotlin:member_modifier|kotlin:variance_modifier|kotlin:platform_modifier|kotlin:boolean_literal|swift:boolean_literal|swift:mutation_modifier|swift:_parameter_ownership_modifier
02c3a7ae1fbdcbf9c12d,11,9,c|csharp|go|julia|kotlin|nim|python|rust|swift,go:_simple_statement|rust:_literal|c:_declarator|c:_assignment_left_expression|python:_right_hand_side|julia:_definition|nim:_literal|csharp:type_declaration|csharp:_pointer_base_type|kotlin:_unary_expression|swift:_non_local_scope_modifier
a5a1922f08a940ed104f,12,8,c|cpp|csharp|go|kotlin|python|rust|swift,go:_top_level_declaration|rust:_tokens|cpp:ms_pointer_modifier|cpp:init_statement|c:ms_pointer_modifier|c:_abstract_declarator|python:_f_expression|csharp:_nullable_base_type|kotlin:_class_member_declaration|swift:_local_statement|swift:_top_level_statement|swift:_universally_allowed_pattern
0dcbbdf3e7738e63ee70,18,7,csharp|go|java|nim|python|rust|swift,go:send_statement|go:short_var_declaration|go:keyed_element|go:qualified_type|rust:macro_rule|rust:use_as_clause|rust:qualified_type|python:aliased_import|python:named_expression|python:_key_value_pattern|python:pair|nim:colon_expression|nim:equal_expression|nim:assignment|csharp:alias_qualified_name|java:template_expression|java:scoped_identifier|swift:_dictionary_literal_item
30e66f62f693126a42c0,16,7,cpp|csharp|go|java|kotlin|python|swift,go:block|cpp:co_return_statement|cpp:throw_statement|python:parameters|python:tuple_pattern|python:list_pattern|python:list|python:tuple|csharp:return_statement|csharp:throw_statement|java:break_statement|java:continue_statement|java:return_statement|kotlin:class_body|swift:class_body|swift:protocol_body
7ea618fd7062ab5ffb1e,13,7,go|julia|kotlin|nim|python|r|swift,r:_parameter_without_default|r:_argument_unnamed|r:float|go:expression_statement|python:lambda_parameters|julia:identifier|nim:variant_discriminator_declaration|nim:_command_complex_expression_argument_list|nim:_left_hand_side|kotlin:_type_projection_modifier|kotlin:_semi|swift:directly_assignable_expression|swift:function_body
df7b1ce1bc0499f8dfc7,10,7,csharp|java|julia|kotlin|python|rust|swift,rust:captured_pattern|python:_as_pattern|python:keyword_pattern|python:member_type|julia:import_alias|csharp:labeled_statement|csharp:with_initializer|java:labeled_statement|kotlin:parameter|swift:external_macro_definition
d7def5daa000286b468e,9,7,c|cpp|csharp|go|java|r|zig,r:integer|r:complex|go:inc_statement|go:dec_statement|cpp:_empty_declaration|c:_empty_declaration|zig:expression_statement|csharp:expression_statement|java:expression_statement
2b4419b854e6af9e6a52,35,6,c|cpp|go|r|rust|swift,r:_else|r:_open_parenthesis|r:_close_parenthesis|r:_open_brace|r:_close_brace|r:_open_bracket|r:_close_bracket|r:_open_bracket2|r:_close_bracket2|go:_type_identifier|go:_field_identifier|go:_package_identifier|rust:_type_identifier|rust:_field_identifier|cpp:_type_identifier|cpp:_field_identifier|cpp:_statement_identifier|cpp:_namespace_identifier|c:_type_identifier|c:_field_identifier|c:_statement_identifier|swift:switch_pattern|swift:_equal_sign|swift:_eq_eq|swift:_dot|swift:_arrow_operator|swift:_conjunction_operator|swift:_disjunction_operator|swift:_nil_coalescing_operator|swift:_double_optional|swift:_as|swift:_as_quest|swift:_as_bang|swift:_hash_symbol|swift:_async_keyword
83d3355c24b9a2d7f367,15,6,c|cpp|csharp|java|rust|zig,rust:declaration_list|cpp:declaration_list|cpp:field_declaration_list|cpp:requirement_seq|c:declaration_list|c:compound_statement|c:field_declaration_list|zig:block|csharp:declaration_list|csharp:accessor_list|csharp:block|csharp:switch_body|java:block|java:module_body|java:class_body
14a06b0b24e96a647b97,13,6,c|cpp|csharp|julia|rust|zig,rust:attribute_item|cpp:ms_declspec_modifier|cpp:decltype_auto|cpp:decltype|c:ms_declspec_modifier|zig:byte_alignment|zig:address_space|zig:link_section|zig:calling_convention|julia:abstract_definition|csharp:catch_filter_clause|csharp:makeref_expression|csharp:reftype_expression
96c5d0067e3625fc1646,11,6,cpp|csharp|go|java|kotlin|nim,go:field_name_list|go:expression_list|go:type_elem|cpp:module_name|nim:refinement_list|nim:_concept_parameter_list|csharp:qualified_identifier|java:catch_type|java:type_list|kotlin:user_type|kotlin:identifier
c151e51e87feaf24a999,10,6,c|cpp|csharp|java|rust|swift,rust:const_block|cpp:seh_finally_clause|cpp:consteval_block_declaration|cpp:requires_clause|c:seh_finally_clause|csharp:scoped_type|csharp:member_binding_expression|java:marker_annotation|java:_default_value|swift:type_annotation
567a4d24c57f1cd7aea5,8,6,csharp|go|java|kotlin|python|rust,go:type_parameter_list|rust:tuple_type|python:type_parameter|csharp:bracketed_argument_list|java:resource_specification|kotlin:type_parameters|kotlin:indexing_suffix|kotlin:type_arguments
d8064b71a2ebe2b4df0d,7,6,c|csharp|java|julia|python|rust,rust:_token_pattern|rust:_use_clause|c:_declaration_modifiers|python:expression_statement|julia:_string|csharp:_query_clause|java:module_directive
731d7eee799d2f114fe6,17,5,cpp|csharp|kotlin|swift|zig,cpp:explicit_object_parameter_declaration|cpp:_splice_specialization_specifier|zig:if_statement|zig:labeled_type_expression|zig:builtin_function|csharp:class_declaration|csharp:struct_declaration|csharp:interface_declaration|csharp:record_declaration|csharp:constructor_declaration|csharp:generic_name|csharp:query_expression|kotlin:constructor_invocation|kotlin:_generic_call_suffix_no_trailing_lambda|swift:for_statement_await|swift:_throw_statement|swift:_binding_kind_and_pattern
9d3dc03f48aec55ddbb7,13,5,c|cpp|csharp|python|rust,rust:unit_type|rust:unit_expression|cpp:break_statement|cpp:continue_statement|cpp:seh_leave_statement|cpp:global_module_fragment_declaration|c:break_statement|c:continue_statement|c:seh_leave_statement|python:_not_in|python:_is_not|csharp:break_statement|csharp:continue_statement
062ed9436e8412aea3ba,10,5,c|cpp|kotlin|swift|zig,cpp:gnu_asm_qualifier|cpp:lambda_specifier|c:gnu_asm_qualifier|zig:_reserved_identifier|kotlin:_equality_operator|kotlin:_comparison_operator|kotlin:visibility_modifier|swift:_comparison_operator|swift:_optionally_valueful_control_keyword|swift:ownership_modifier
5e627ed7833c5b547ce2,10,5,csharp|java|julia|kotlin|rust,rust:slice_pattern|julia:vector_expression|julia:curly_expression|csharp:_switch_expression_body|csharp:initializer_expression|csharp:_with_body|java:element_value_array_initializer|java:array_initializer|kotlin:_class_parameters|kotlin:function_value_parameters
31919a9d2f50e31e763f,9,5,c|cpp|csharp|java|rust,rust:closure_parameters|cpp:_old_style_parameter_list|cpp:subscript_argument_list|c:_old_style_parameter_list|c:argument_list|csharp:bracketed_parameter_list|csharp:parameter_list|java:type_arguments|java:record_pattern_body
64c8ce686ded2e4a8f3b,9,5,c|cpp|csharp|rust|zig,rust:call_expression|cpp:function_type_declarator|cpp:subscript_expression|c:function_field_declarator|c:function_type_declarator|c:call_expression|zig:call_expression|csharp:invocation_expression|csharp:element_access_expression
2e68d0220bb32c4bbd17,8,5,java|julia|kotlin|r|swift,r:na|julia:_syntactic_operator|java:integral_type|kotlin:_assignment_and_operator|kotlin:_prefix_unary_operator|kotlin:class_modifier|swift:_bitwise_binary_operator|swift:property_modifier
2f5569844a1966dc834c,6,5,julia|nim|python|rust|swift,rust:_delim_tokens|python:_expression_within_for_in_clause|julia:_bracket_form|nim:_typeof_expression|nim:_simple_expression|swift:_for_statement_collection
