failure_id,case_id,source_language,target_language,output_kind,validation_stage,diagnostic_class,diagnostic
9890d7f4ac0ee00f4482dd495f8382dc41874fc8f2d2f5f36dffdecdce7930ef,b20961b78481663737fb9b51143ce7f7acbdfca587c3963db5a900f973f4fcb9,r,r,source,V0_SOURCE_PARSE,FRONTEND,RUNTIME_ROUTE_FAILED (stage=runtime)
db7ba6e040a9f1b878e26e4ca8def7faef274d4aa6946c5b11d248981c72dc65,b20961b78481663737fb9b51143ce7f7acbdfca587c3963db5a900f973f4fcb9,r,,assembly,NATIVE,UNKNOWN_FAILURE,native function x: native node 6 missing operand [expression]
6fac10ee6de2d10666052ce64a6692f5944031611768dc5fbd2ca01befa92579,b20961b78481663737fb9b51143ce7f7acbdfca587c3963db5a900f973f4fcb9,r,,machine_code,NATIVE,UNKNOWN_FAILURE,native function x: native node 6 missing operand [expression]
d19deac46952688bc48658858f25fa7b9b781c58d8cca4da6083ec6890ed4e57,b20961b78481663737fb9b51143ce7f7acbdfca587c3963db5a900f973f4fcb9,r,,object,NATIVE,UNKNOWN_FAILURE,native function x: native node 6 missing operand [expression]
7717dbed8b15df7654cd3368145f26535ceb14e64e6e3f93eecf55960d8a92f9,b20961b78481663737fb9b51143ce7f7acbdfca587c3963db5a900f973f4fcb9,r,,executable,NATIVE,UNKNOWN_FAILURE,native function x: native node 6 missing operand [expression]
e89a833a9db8f833a9e41eb2e01ce9ff2a51fd83107c858dcdc87243c7b8ba7f,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,r,source,V0_SOURCE_PARSE,FRONTEND,FRONTEND_PARSE_BUG (stage=frontend)
185822f181af63175382e301798ea08eab7bd4bdeda4fdfb259f1d1b4ec949e5,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,go,source,V0_SOURCE_PARSE,FRONTEND,FRONTEND_PARSE_BUG (stage=frontend)
c943e09e4374ff815b1a8c3a5803c39e13436d2d22c1fcd5f4c3589d3d674e88,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,rust,source,V0_SOURCE_PARSE,FRONTEND,FRONTEND_PARSE_BUG (stage=frontend)
5fe2c3f2e77467f227809fa7e48129161d28290bfd67d0a096473ccaed68db58,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,cpp,source,V0_SOURCE_PARSE,FRONTEND,FRONTEND_PARSE_BUG (stage=frontend)
0e8b7396ed334a88b15e23b5ad088de0c414e59be663c08c6cd132c68c8902ac,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,c,source,V0_SOURCE_PARSE,FRONTEND,FRONTEND_PARSE_BUG (stage=frontend)
5670a17012adce389cc8009d83d87c9ed870f23b8cf00bdc5c856b6f77b11e30,aa56d5f435bbcfb229fae6433968b14ca4b12cd20d0ba8cd94507ad307e9d467,r,python,source,V0_SOURCE_PARSE,FRONTEND,FRONTEND_PARSE_BUG (stage=frontend)
