case_id,source_language,source_path,source_hash,source_bytes,classification,parser_forms,semantic_features,relation_patterns,dependency_features,phase_features,preserved_source_forms
0fe6268dbe8cc03d6d60e62c93d18e908724bff19c98332747347261931f0a07,go,test/corpus/types.txt,39776a5473560dd2989b37199f728c87e6ffaa3f517a83b55fa859c1d7075e93,196,VALID_SOURCE,_expression;_simple_statement;_simple_type;_statement;_type;argument_list;array_type;assignment_statement;binary_expression;blank_identifier;block;break_statement;call_expression;channel_type;comment;communication_case;composite_literal;const_declaration;const_spec;continue_statement;dec_statement;default_case;defer_statement;dot;empty_statement;escape_sequence;expression_case;expression_list;expression_statement;expression_switch_statement;fallthrough_statement;false;field_declaration;field_declaration_list;field_identifier;float_literal;for_clause;for_statement;func_literal;function_declaration;function_type;generic_type;go_statement;goto_statement;identifier;if_statement;imaginary_literal;implicit_length_array_type;import_declaration;import_spec;import_spec_list;inc_statement;index_expression;int_literal;interface_type;interpreted_string_literal;interpreted_string_literal_content;iota;keyed_element;label_name;labeled_statement;literal_element;literal_value;map_type;method_declaration;method_elem;negated_type;nil;package_clause;package_identifier;parameter_declaration;parameter_list;parenthesized_expression;parenthesized_type;pointer_type;qualified_type;range_clause;raw_string_literal;raw_string_literal_content;receive_statement;return_statement;rune_literal;select_statement;selector_expression;send_statement;short_var_declaration;slice_expression;slice_type;source_file;statement_list;struct_type;true;type_alias;type_arguments;type_assertion_expression;type_case;type_constraint;type_conversion_expression;type_declaration;type_elem;type_identifier;type_instantiation_expression;type_parameter_declaration;type_parameter_list;type_spec;type_switch_statement;unary_expression;var_declaration;var_spec;var_spec_list;variadic_argument;variadic_parameter_declaration,,,,,_expression;_simple_statement;_statement;comment;const_spec;dec_statement;defer_statement;dot;empty_statement;escape_sequence;expression_statement;fallthrough_statement;go_statement;goto_statement;inc_statement;iota;keyed_element;labeled_statement;method_elem;parenthesized_expression;receive_statement;select_statement;send_statement;var_spec
3aa6e62a81fab7012814e8b6bef89bea42b9d5af059a073dc0bade7fb47dcbcf,go,test/corpus/types.txt,3e07870510146ca6ea68490abbedbccf06664f0c23fce4b0f505219fa094cdcd,38,VALID_SOURCE,_expression;_simple_statement;_simple_type;_statement;_type;argument_list;array_type;assignment_statement;binary_expression;blank_identifier;block;break_statement;call_expression;channel_type;comment;communication_case;composite_literal;const_declaration;const_spec;continue_statement;dec_statement;default_case;defer_statement;dot;empty_statement;escape_sequence;expression_case;expression_list;expression_statement;expression_switch_statement;fallthrough_statement;false;field_declaration;field_declaration_list;field_identifier;float_literal;for_clause;for_statement;func_literal;function_declaration;function_type;generic_type;go_statement;goto_statement;identifier;if_statement;imaginary_literal;implicit_length_array_type;import_declaration;import_spec;import_spec_list;inc_statement;index_expression;int_literal;interface_type;interpreted_string_literal;interpreted_string_literal_content;iota;keyed_element;label_name;labeled_statement;literal_element;literal_value;map_type;method_declaration;method_elem;negated_type;nil;package_clause;package_identifier;parameter_declaration;parameter_list;parenthesized_expression;parenthesized_type;pointer_type;qualified_type;range_clause;raw_string_literal;raw_string_literal_content;receive_statement;return_statement;rune_literal;select_statement;selector_expression;send_statement;short_var_declaration;slice_expression;slice_type;source_file;statement_list;struct_type;true;type_alias;type_arguments;type_assertion_expression;type_case;type_constraint;type_conversion_expression;type_declaration;type_elem;type_identifier;type_instantiation_expression;type_parameter_declaration;type_parameter_list;type_spec;type_switch_statement;unary_expression;var_declaration;var_spec;var_spec_list;variadic_argument;variadic_parameter_declaration,,,,,_expression;_simple_statement;_statement;comment;const_spec;dec_statement;defer_statement;dot;empty_statement;escape_sequence;expression_statement;fallthrough_statement;go_statement;goto_statement;inc_statement;iota;keyed_element;labeled_statement;method_elem;parenthesized_expression;receive_statement;select_statement;send_statement;var_spec
173857238fdc16c7e732ee90c2358b609769f0524ea47de2333b0e96d99cdaa6,go,test/corpus/types.txt,b2b909d85d60ec2e8e51e0ce49f18bf5b08ea8668233fd55391609baa130686a,45,VALID_SOURCE,_expression;_simple_statement;_simple_type;_statement;_type;argument_list;array_type;assignment_statement;binary_expression;blank_identifier;block;break_statement;call_expression;channel_type;comment;communication_case;composite_literal;const_declaration;const_spec;continue_statement;dec_statement;default_case;defer_statement;dot;empty_statement;escape_sequence;expression_case;expression_list;expression_statement;expression_switch_statement;fallthrough_statement;false;field_declaration;field_declaration_list;field_identifier;float_literal;for_clause;for_statement;func_literal;function_declaration;function_type;generic_type;go_statement;goto_statement;identifier;if_statement;imaginary_literal;implicit_length_array_type;import_declaration;import_spec;import_spec_list;inc_statement;index_expression;int_literal;interface_type;interpreted_string_literal;interpreted_string_literal_content;iota;keyed_element;label_name;labeled_statement;literal_element;literal_value;map_type;method_declaration;method_elem;negated_type;nil;package_clause;package_identifier;parameter_declaration;parameter_list;parenthesized_expression;parenthesized_type;pointer_type;qualified_type;range_clause;raw_string_literal;raw_string_literal_content;receive_statement;return_statement;rune_literal;select_statement;selector_expression;send_statement;short_var_declaration;slice_expression;slice_type;source_file;statement_list;struct_type;true;type_alias;type_arguments;type_assertion_expression;type_case;type_constraint;type_conversion_expression;type_declaration;type_elem;type_identifier;type_instantiation_expression;type_parameter_declaration;type_parameter_list;type_spec;type_switch_statement;unary_expression;var_declaration;var_spec;var_spec_list;variadic_argument;variadic_parameter_declaration,,,,,_expression;_simple_statement;_statement;comment;const_spec;dec_statement;defer_statement;dot;empty_statement;escape_sequence;expression_statement;fallthrough_statement;go_statement;goto_statement;inc_statement;iota;keyed_element;labeled_statement;method_elem;parenthesized_expression;receive_statement;select_statement;send_statement;var_spec
fe01b74dd34e045fec8a87f46949466f8d58a7723740ade1536c37de649b663a,go,test/corpus/types.txt,0d354d516c9242399545e968b5178e232ce617ac9f63ce8434b6ed47a04b2d4e,94,VALID_SOURCE,_expression;_simple_statement;_simple_type;_statement;_type;argument_list;array_type;assignment_statement;binary_expression;blank_identifier;block;break_statement;call_expression;channel_type;comment;communication_case;composite_literal;const_declaration;const_spec;continue_statement;dec_statement;default_case;defer_statement;dot;empty_statement;escape_sequence;expression_case;expression_list;expression_statement;expression_switch_statement;fallthrough_statement;false;field_declaration;field_declaration_list;field_identifier;float_literal;for_clause;for_statement;func_literal;function_declaration;function_type;generic_type;go_statement;goto_statement;identifier;if_statement;imaginary_literal;implicit_length_array_type;import_declaration;import_spec;import_spec_list;inc_statement;index_expression;int_literal;interface_type;interpreted_string_literal;interpreted_string_literal_content;iota;keyed_element;label_name;labeled_statement;literal_element;literal_value;map_type;method_declaration;method_elem;negated_type;nil;package_clause;package_identifier;parameter_declaration;parameter_list;parenthesized_expression;parenthesized_type;pointer_type;qualified_type;range_clause;raw_string_literal;raw_string_literal_content;receive_statement;return_statement;rune_literal;select_statement;selector_expression;send_statement;short_var_declaration;slice_expression;slice_type;source_file;statement_list;struct_type;true;type_alias;type_arguments;type_assertion_expression;type_case;type_constraint;type_conversion_expression;type_declaration;type_elem;type_identifier;type_instantiation_expression;type_parameter_declaration;type_parameter_list;type_spec;type_switch_statement;unary_expression;var_declaration;var_spec;var_spec_list;variadic_argument;variadic_parameter_declaration,,,,,_expression;_simple_statement;_statement;comment;const_spec;dec_statement;defer_statement;dot;empty_statement;escape_sequence;expression_statement;fallthrough_statement;go_statement;goto_statement;inc_statement;iota;keyed_element;labeled_statement;method_elem;parenthesized_expression;receive_statement;select_statement;send_statement;var_spec
bf99d757bb50244fc131824fc76d4e189db431295237450c75ea268407af5610,go,test/corpus/types.txt,b139b416b7d52ae5042ccf359c7638500ef25c72a4c7f31993172719e1edf27d,108,VALID_SOURCE,_expression;_simple_statement;_simple_type;_statement;_type;argument_list;array_type;assignment_statement;binary_expression;blank_identifier;block;break_statement;call_expression;channel_type;comment;communication_case;composite_literal;const_declaration;const_spec;continue_statement;dec_statement;default_case;defer_statement;dot;empty_statement;escape_sequence;expression_case;expression_list;expression_statement;expression_switch_statement;fallthrough_statement;false;field_declaration;field_declaration_list;field_identifier;float_literal;for_clause;for_statement;func_literal;function_declaration;function_type;generic_type;go_statement;goto_statement;identifier;if_statement;imaginary_literal;implicit_length_array_type;import_declaration;import_spec;import_spec_list;inc_statement;index_expression;int_literal;interface_type;interpreted_string_literal;interpreted_string_literal_content;iota;keyed_element;label_name;labeled_statement;literal_element;literal_value;map_type;method_declaration;method_elem;negated_type;nil;package_clause;package_identifier;parameter_declaration;parameter_list;parenthesized_expression;parenthesized_type;pointer_type;qualified_type;range_clause;raw_string_literal;raw_string_literal_content;receive_statement;return_statement;rune_literal;select_statement;selector_expression;send_statement;short_var_declaration;slice_expression;slice_type;source_file;statement_list;struct_type;true;type_alias;type_arguments;type_assertion_expression;type_case;type_constraint;type_conversion_expression;type_declaration;type_elem;type_identifier;type_instantiation_expression;type_parameter_declaration;type_parameter_list;type_spec;type_switch_statement;unary_expression;var_declaration;var_spec;var_spec_list;variadic_argument;variadic_parameter_declaration,,,,,_expression;_simple_statement;_statement;comment;const_spec;dec_statement;defer_statement;dot;empty_statement;escape_sequence;expression_statement;fallthrough_statement;go_statement;goto_statement;inc_statement;iota;keyed_element;labeled_statement;method_elem;parenthesized_expression;receive_statement;select_statement;send_statement;var_spec
aea93adced75c03030c7cd5b431dddc306205d7e1661e03b0ec1c47fa789e764,go,test/corpus/types.txt,50cf7ab06e49897e311ceebfbf3568b4587b159fe92d5d283cfac314ff474980,191,VALID_SOURCE,_expression;_simple_statement;_simple_type;_statement;_type;argument_list;array_type;assignment_statement;binary_expression;blank_identifier;block;break_statement;call_expression;channel_type;comment;communication_case;composite_literal;const_declaration;const_spec;continue_statement;dec_statement;default_case;defer_statement;dot;empty_statement;escape_sequence;expression_case;expression_list;expression_statement;expression_switch_statement;fallthrough_statement;false;field_declaration;field_declaration_list;field_identifier;float_literal;for_clause;for_statement;func_literal;function_declaration;function_type;generic_type;go_statement;goto_statement;identifier;if_statement;imaginary_literal;implicit_length_array_type;import_declaration;import_spec;import_spec_list;inc_statement;index_expression;int_literal;interface_type;interpreted_string_literal;interpreted_string_literal_content;iota;keyed_element;label_name;labeled_statement;literal_element;literal_value;map_type;method_declaration;method_elem;negated_type;nil;package_clause;package_identifier;parameter_declaration;parameter_list;parenthesized_expression;parenthesized_type;pointer_type;qualified_type;range_clause;raw_string_literal;raw_string_literal_content;receive_statement;return_statement;rune_literal;select_statement;selector_expression;send_statement;short_var_declaration;slice_expression;slice_type;source_file;statement_list;struct_type;true;type_alias;type_arguments;type_assertion_expression;type_case;type_constraint;type_conversion_expression;type_declaration;type_elem;type_identifier;type_instantiation_expression;type_parameter_declaration;type_parameter_list;type_spec;type_switch_statement;unary_expression;var_declaration;var_spec;var_spec_list;variadic_argument;variadic_parameter_declaration,,,,,_expression;_simple_statement;_statement;comment;const_spec;dec_statement;defer_statement;dot;empty_statement;escape_sequence;expression_statement;fallthrough_statement;go_statement;goto_statement;inc_statement;iota;keyed_element;labeled_statement;method_elem;parenthesized_expression;receive_statement;select_statement;send_statement;var_spec
4e277f538c554a83f92f1f87189af4aed3dac58bfaf4bdc41f4b9753913f3d79,rust,test/corpus/async.txt,c0c0dd7fda2bbe058226b5b44c34970950f1248cf88fa115cc1703c67e16026e,66,VALID_SOURCE,_declaration_statement;_expression;_literal;_literal_pattern;_pattern;_type;abstract_type;arguments;array_expression;array_type;assignment_expression;associated_type;async_block;attribute;attribute_item;await_expression;base_field_initializer;binary_expression;block;block_comment;boolean_literal;bounded_type;bracketed_type;break_expression;call_expression;captured_pattern;char_literal;closure_expression;closure_parameters;compound_assignment_expr;const_block;const_item;const_parameter;continue_expression;crate;declaration_list;doc_comment;dynamic_type;else_clause;empty_statement;enum_item;enum_variant;enum_variant_list;escape_sequence;expression_statement;extern_crate_declaration;extern_modifier;field_declaration;field_declaration_list;field_expression;field_identifier;field_initializer;field_initializer_list;field_pattern;float_literal;for_expression;for_lifetimes;foreign_mod_item;fragment_specifier;function_item;function_modifiers;function_signature_item;function_type;gen_block;generic_function;generic_pattern;generic_type;generic_type_with_turbofish;higher_ranked_trait_bound;identifier;if_expression;impl_item;index_expression;inner_attribute_item;inner_doc_comment_marker;integer_literal;label;let_chain;let_condition;let_declaration;lifetime;lifetime_parameter;line_comment;loop_expression;macro_definition;macro_invocation;macro_rule;match_arm;match_block;match_expression;match_pattern;metavariable;mod_item;mut_pattern;mutable_specifier;negative_literal;never_type;or_pattern;ordered_field_declaration_list;outer_doc_comment_marker;parameter;parameters;parenthesized_expression;pointer_type;primitive_type;qualified_type;range_expression;range_pattern;raw_string_literal;ref_pattern;reference_expression;reference_pattern;reference_type;remaining_field_pattern;removed_trait_bound;return_expression;scoped_identifier;scoped_type_identifier;scoped_use_list;self;self_parameter;shebang;shorthand_field_identifier;shorthand_field_initializer;slice_pattern;source_file;static_item;string_content;string_literal;struct_expression;struct_item;struct_pattern;super;token_binding_pattern;token_repetition;token_repetition_pattern;token_tree;token_tree_pattern;trait_bounds;trait_item;try_block;try_expression;tuple_expression;tuple_pattern;tuple_struct_pattern;tuple_type;type_arguments;type_binding;type_cast_expression;type_identifier;type_item;type_parameter;type_parameters;unary_expression;union_item;unit_expression;unit_type;unsafe_block;use_as_clause;use_bounds;use_declaration;use_list;use_wildcard;variadic_parameter;visibility_modifier;where_clause;where_predicate;while_expression;yield_expression,,,,,_expression;_pattern;await_expression;base_field_initializer;captured_pattern;const_item;crate;doc_comment;empty_statement;escape_sequence;expression_statement;field_expression;field_initializer;field_pattern;impl_item;inner_doc_comment_marker;label;let_chain;let_condition;line_comment;macro_definition;macro_rule;metavariable;mod_item;mut_pattern;or_pattern;outer_doc_comment_marker;parenthesized_expression;ref_pattern;reference_expression;reference_pattern;remaining_field_pattern;self;shebang;shorthand_field_initializer;static_item;super;token_repetition;token_repetition_pattern;token_tree;token_tree_pattern;try_block;try_expression;union_item;unit_expression;where_predicate
c42d4256ada93bca1c3954b0c9bfd38d188d519b757c5c631f4edd3557581474,rust,test/corpus/async.txt,acc5d3f1a2c16fc58d23fbc77aa25f76e4b1a190ff15ee81aedca70164fa3c8d,87,VALID_SOURCE,_declaration_statement;_expression;_literal;_literal_pattern;_pattern;_type;abstract_type;arguments;array_expression;array_type;assignment_expression;associated_type;async_block;attribute;attribute_item;await_expression;base_field_initializer;binary_expression;block;block_comment;boolean_literal;bounded_type;bracketed_type;break_expression;call_expression;captured_pattern;char_literal;closure_expression;closure_parameters;compound_assignment_expr;const_block;const_item;const_parameter;continue_expression;crate;declaration_list;doc_comment;dynamic_type;else_clause;empty_statement;enum_item;enum_variant;enum_variant_list;escape_sequence;expression_statement;extern_crate_declaration;extern_modifier;field_declaration;field_declaration_list;field_expression;field_identifier;field_initializer;field_initializer_list;field_pattern;float_literal;for_expression;for_lifetimes;foreign_mod_item;fragment_specifier;function_item;function_modifiers;function_signature_item;function_type;gen_block;generic_function;generic_pattern;generic_type;generic_type_with_turbofish;higher_ranked_trait_bound;identifier;if_expression;impl_item;index_expression;inner_attribute_item;inner_doc_comment_marker;integer_literal;label;let_chain;let_condition;let_declaration;lifetime;lifetime_parameter;line_comment;loop_expression;macro_definition;macro_invocation;macro_rule;match_arm;match_block;match_expression;match_pattern;metavariable;mod_item;mut_pattern;mutable_specifier;negative_literal;never_type;or_pattern;ordered_field_declaration_list;outer_doc_comment_marker;parameter;parameters;parenthesized_expression;pointer_type;primitive_type;qualified_type;range_expression;range_pattern;raw_string_literal;ref_pattern;reference_expression;reference_pattern;reference_type;remaining_field_pattern;removed_trait_bound;return_expression;scoped_identifier;scoped_type_identifier;scoped_use_list;self;self_parameter;shebang;shorthand_field_identifier;shorthand_field_initializer;slice_pattern;source_file;static_item;string_content;string_literal;struct_expression;struct_item;struct_pattern;super;token_binding_pattern;token_repetition;token_repetition_pattern;token_tree;token_tree_pattern;trait_bounds;trait_item;try_block;try_expression;tuple_expression;tuple_pattern;tuple_struct_pattern;tuple_type;type_arguments;type_binding;type_cast_expression;type_identifier;type_item;type_parameter;type_parameters;unary_expression;union_item;unit_expression;unit_type;unsafe_block;use_as_clause;use_bounds;use_declaration;use_list;use_wildcard;variadic_parameter;visibility_modifier;where_clause;where_predicate;while_expression;yield_expression,,,,,_expression;_pattern;await_expression;base_field_initializer;captured_pattern;const_item;crate;doc_comment;empty_statement;escape_sequence;expression_statement;field_expression;field_initializer;field_pattern;impl_item;inner_doc_comment_marker;label;let_chain;let_condition;line_comment;macro_definition;macro_rule;metavariable;mod_item;mut_pattern;or_pattern;outer_doc_comment_marker;parenthesized_expression;ref_pattern;reference_expression;reference_pattern;remaining_field_pattern;self;shebang;shorthand_field_initializer;static_item;super;token_repetition;token_repetition_pattern;token_tree;token_tree_pattern;try_block;try_expression;union_item;unit_expression;where_predicate
eecec5c791e4b782279551a52e290a87123157e1992138e32cdc5bf5b7d3d3e1,rust,test/corpus/async.txt,d092693cc33059953452c42a48ea7c40faad7ed7d2bc624df7a41f79ef6b0eb8,44,VALID_SOURCE,_declaration_statement;_expression;_literal;_literal_pattern;_pattern;_type;abstract_type;arguments;array_expression;array_type;assignment_expression;associated_type;async_block;attribute;attribute_item;await_expression;base_field_initializer;binary_expression;block;block_comment;boolean_literal;bounded_type;bracketed_type;break_expression;call_expression;captured_pattern;char_literal;closure_expression;closure_parameters;compound_assignment_expr;const_block;const_item;const_parameter;continue_expression;crate;declaration_list;doc_comment;dynamic_type;else_clause;empty_statement;enum_item;enum_variant;enum_variant_list;escape_sequence;expression_statement;extern_crate_declaration;extern_modifier;field_declaration;field_declaration_list;field_expression;field_identifier;field_initializer;field_initializer_list;field_pattern;float_literal;for_expression;for_lifetimes;foreign_mod_item;fragment_specifier;function_item;function_modifiers;function_signature_item;function_type;gen_block;generic_function;generic_pattern;generic_type;generic_type_with_turbofish;higher_ranked_trait_bound;identifier;if_expression;impl_item;index_expression;inner_attribute_item;inner_doc_comment_marker;integer_literal;label;let_chain;let_condition;let_declaration;lifetime;lifetime_parameter;line_comment;loop_expression;macro_definition;macro_invocation;macro_rule;match_arm;match_block;match_expression;match_pattern;metavariable;mod_item;mut_pattern;mutable_specifier;negative_literal;never_type;or_pattern;ordered_field_declaration_list;outer_doc_comment_marker;parameter;parameters;parenthesized_expression;pointer_type;primitive_type;qualified_type;range_expression;range_pattern;raw_string_literal;ref_pattern;reference_expression;reference_pattern;reference_type;remaining_field_pattern;removed_trait_bound;return_expression;scoped_identifier;scoped_type_identifier;scoped_use_list;self;self_parameter;shebang;shorthand_field_identifier;shorthand_field_initializer;slice_pattern;source_file;static_item;string_content;string_literal;struct_expression;struct_item;struct_pattern;super;token_binding_pattern;token_repetition;token_repetition_pattern;token_tree;token_tree_pattern;trait_bounds;trait_item;try_block;try_expression;tuple_expression;tuple_pattern;tuple_struct_pattern;tuple_type;type_arguments;type_binding;type_cast_expression;type_identifier;type_item;type_parameter;type_parameters;unary_expression;union_item;unit_expression;unit_type;unsafe_block;use_as_clause;use_bounds;use_declaration;use_list;use_wildcard;variadic_parameter;visibility_modifier;where_clause;where_predicate;while_expression;yield_expression,,,,,_expression;_pattern;await_expression;base_field_initializer;captured_pattern;const_item;crate;doc_comment;empty_statement;escape_sequence;expression_statement;field_expression;field_initializer;field_pattern;impl_item;inner_doc_comment_marker;label;let_chain;let_condition;line_comment;macro_definition;macro_rule;metavariable;mod_item;mut_pattern;or_pattern;outer_doc_comment_marker;parenthesized_expression;ref_pattern;reference_expression;reference_pattern;remaining_field_pattern;self;shebang;shorthand_field_initializer;static_item;super;token_repetition;token_repetition_pattern;token_tree;token_tree_pattern;try_block;try_expression;union_item;unit_expression;where_predicate
e91e83ae5d570d77d22aa3abdc5aec95a05c6c2369ecd38c792546fd130e3821,rust,test/corpus/async.txt,8e0b329d232d9276626cfea487339958eb98d7352c024cc9aa8674741f6482d5,20,VALID_SOURCE,_declaration_statement;_expression;_literal;_literal_pattern;_pattern;_type;abstract_type;arguments;array_expression;array_type;assignment_expression;associated_type;async_block;attribute;attribute_item;await_expression;base_field_initializer;binary_expression;block;block_comment;boolean_literal;bounded_type;bracketed_type;break_expression;call_expression;captured_pattern;char_literal;closure_expression;closure_parameters;compound_assignment_expr;const_block;const_item;const_parameter;continue_expression;crate;declaration_list;doc_comment;dynamic_type;else_clause;empty_statement;enum_item;enum_variant;enum_variant_list;escape_sequence;expression_statement;extern_crate_declaration;extern_modifier;field_declaration;field_declaration_list;field_expression;field_identifier;field_initializer;field_initializer_list;field_pattern;float_literal;for_expression;for_lifetimes;foreign_mod_item;fragment_specifier;function_item;function_modifiers;function_signature_item;function_type;gen_block;generic_function;generic_pattern;generic_type;generic_type_with_turbofish;higher_ranked_trait_bound;identifier;if_expression;impl_item;index_expression;inner_attribute_item;inner_doc_comment_marker;integer_literal;label;let_chain;let_condition;let_declaration;lifetime;lifetime_parameter;line_comment;loop_expression;macro_definition;macro_invocation;macro_rule;match_arm;match_block;match_expression;match_pattern;metavariable;mod_item;mut_pattern;mutable_specifier;negative_literal;never_type;or_pattern;ordered_field_declaration_list;outer_doc_comment_marker;parameter;parameters;parenthesized_expression;pointer_type;primitive_type;qualified_type;range_expression;range_pattern;raw_string_literal;ref_pattern;reference_expression;reference_pattern;reference_type;remaining_field_pattern;removed_trait_bound;return_expression;scoped_identifier;scoped_type_identifier;scoped_use_list;self;self_parameter;shebang;shorthand_field_identifier;shorthand_field_initializer;slice_pattern;source_file;static_item;string_content;string_literal;struct_expression;struct_item;struct_pattern;super;token_binding_pattern;token_repetition;token_repetition_pattern;token_tree;token_tree_pattern;trait_bounds;trait_item;try_block;try_expression;tuple_expression;tuple_pattern;tuple_struct_pattern;tuple_type;type_arguments;type_binding;type_cast_expression;type_identifier;type_item;type_parameter;type_parameters;unary_expression;union_item;unit_expression;unit_type;unsafe_block;use_as_clause;use_bounds;use_declaration;use_list;use_wildcard;variadic_parameter;visibility_modifier;where_clause;where_predicate;while_expression;yield_expression,,,,,_expression;_pattern;await_expression;base_field_initializer;captured_pattern;const_item;crate;doc_comment;empty_statement;escape_sequence;expression_statement;field_expression;field_initializer;field_pattern;impl_item;inner_doc_comment_marker;label;let_chain;let_condition;line_comment;macro_definition;macro_rule;metavariable;mod_item;mut_pattern;or_pattern;outer_doc_comment_marker;parenthesized_expression;ref_pattern;reference_expression;reference_pattern;remaining_field_pattern;self;shebang;shorthand_field_initializer;static_item;super;token_repetition;token_repetition_pattern;token_tree;token_tree_pattern;try_block;try_expression;union_item;unit_expression;where_predicate
