failure_id,case_id,source_language,target_language,output_kind,validation_stage,diagnostic_class,diagnostic
53785c9c29fd9aff04a297b4e25a5541cd83de93c4fe8f5741c06535d2426a1b,a35ceb7274a1f61c3d037a4ffdca4e3f0d994a719669b67be9d115786008fe8b,r,r,source_target,V4_NATIVE_EMISSION,BACKEND,"universal node 12 lacks required ""expression"" child"
af7cecc222b024e7ce752e85688b1b8454569df5e7f8373e60eda2a70988ba9b,a35ceb7274a1f61c3d037a4ffdca4e3f0d994a719669b67be9d115786008fe8b,r,,assembly,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
15ce5abe5249ad9e2c42aebdaea023029087f0fbf3165b3902f44f7e44408e65,a35ceb7274a1f61c3d037a4ffdca4e3f0d994a719669b67be9d115786008fe8b,r,,machine_code,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
fa94db13ad1e8561b516c6eb76c116b4061badceb9707c8cefdee5a6eccfdfbe,a35ceb7274a1f61c3d037a4ffdca4e3f0d994a719669b67be9d115786008fe8b,r,,object,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
f01b11e5467874b7c5759470fb9d002364fdcb034f6b57092887725e7de1bfbd,a35ceb7274a1f61c3d037a4ffdca4e3f0d994a719669b67be9d115786008fe8b,r,,executable,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
7b5d8ab5c8df5d7452fd7fc97bc1a584efa5a40c9366fb4278e02a4dfca50b77,112236a37bba911fabfbb151c809d54679ffc3fef06aa6733acd64f54c3bba01,r,,assembly,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=2
49ad7644c219a2c154c69a8ec1cade8f448bb5b77dc35c5fe8d727e829dae172,112236a37bba911fabfbb151c809d54679ffc3fef06aa6733acd64f54c3bba01,r,,machine_code,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=2
1ad4f2022a22c4a84bbe6e71dd984b7d1c6ae0bb80a439d4cc32f2685e1f9c8a,112236a37bba911fabfbb151c809d54679ffc3fef06aa6733acd64f54c3bba01,r,,object,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=2
5a14765a048fada4746b18dc54270f7a444624b6cf5f292d6cda29c7feca76c9,112236a37bba911fabfbb151c809d54679ffc3fef06aa6733acd64f54c3bba01,r,,executable,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=2
09ce54837c5c6cf2dbe07e42b6d58d2c449d9906c5bc884874aee48a8a27f88a,11d5f2282276ecca0f11aad2f178851953385d88201143f7e653b703e76ae37a,r,r,source_target,V4_NATIVE_EMISSION,BACKEND,"universal node 2 lacks required ""expression"" child"
