failure_id,case_id,feature,value
9147689b55e7d9016f9ed82a833ecddc665897fa2b5d974f4d0c38edfa3e9082,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
9147689b55e7d9016f9ed82a833ecddc665897fa2b5d974f4d0c38edfa3e9082,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
90c0bda9e3f89eaa0da32764bc0348d4d7c8afe4fa957c542881bae3f76c90e8,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
90c0bda9e3f89eaa0da32764bc0348d4d7c8afe4fa957c542881bae3f76c90e8,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
9a28f346a70a49cdc85a3eee9f50f67a1e20af6be362b1049fef8a4e87742a60,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
9a28f346a70a49cdc85a3eee9f50f67a1e20af6be362b1049fef8a4e87742a60,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
c457c40ca0a3a584ca8795bb7e3543091a71d8ff5258d2cc646b8b3a40e6047f,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
c457c40ca0a3a584ca8795bb7e3543091a71d8ff5258d2cc646b8b3a40e6047f,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
7766b7529c096223c49abb631d9df01d3debffc1cdd4cde770510955de6458d7,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
7766b7529c096223c49abb631d9df01d3debffc1cdd4cde770510955de6458d7,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
a61ddf3973b5f73d8c04a5ebf54c004985a3f0b1060765cb25dbf8120276f4b9,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
a61ddf3973b5f73d8c04a5ebf54c004985a3f0b1060765cb25dbf8120276f4b9,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
a289bc8787292d2936ec31edd61cff0df0b7949dbc8dad84dceb5cd4d4c47a1e,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
a289bc8787292d2936ec31edd61cff0df0b7949dbc8dad84dceb5cd4d4c47a1e,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
fef74fee3c0042b365a31dcec5be3b444942e0bf3a95004ac9917ec4b974db5b,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
fef74fee3c0042b365a31dcec5be3b444942e0bf3a95004ac9917ec4b974db5b,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
13084878875e6d055ed8b26f5d0225265760b1823f40be8e6b500a7b6596781b,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
13084878875e6d055ed8b26f5d0225265760b1823f40be8e6b500a7b6596781b,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
3f4c9db9ae118b50867d4d758649cf44b504636ac0189aa3a3c906472ac939c7,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
3f4c9db9ae118b50867d4d758649cf44b504636ac0189aa3a3c906472ac939c7,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
65422f3e9ea8a8f0fe0ce48ec8c0e0af4a6e43a19d65500ac0d49c3da124a85a,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
65422f3e9ea8a8f0fe0ce48ec8c0e0af4a6e43a19d65500ac0d49c3da124a85a,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
71bb4341bbe61c556fda38c68c73d1786596c792b5f98eee2379e47174c9e124,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
71bb4341bbe61c556fda38c68c73d1786596c792b5f98eee2379e47174c9e124,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
b1430ad2f87516baba08d41d30314d611b6f833ec74421d0510ef213f31b4eb7,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,stage,V4_NATIVE_EMISSION
b1430ad2f87516baba08d41d30314d611b6f833ec74421d0510ef213f31b4eb7,e32230edb2b4a8c290d7c9e89d3cc1e9ebe51641b0964ff932ad70b7d05736fa,class,BACKEND
68c4b987bf42ee5ea143b6ae1c2cfa1ec1f97c6f77e087750b9024568330fe96,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,stage,V4_NATIVE_EMISSION
68c4b987bf42ee5ea143b6ae1c2cfa1ec1f97c6f77e087750b9024568330fe96,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,class,BACKEND
ff509f4e928a5dfe7b58627cfdd6dbf0cacca52418feb15eb1990a7c9f08161f,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,stage,V4_NATIVE_EMISSION
ff509f4e928a5dfe7b58627cfdd6dbf0cacca52418feb15eb1990a7c9f08161f,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,class,BACKEND
2155b807a94517ad39500911d761aa5fbdd0816cbe14ea6ea38b27fcf7e14c6e,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,stage,V4_NATIVE_EMISSION
2155b807a94517ad39500911d761aa5fbdd0816cbe14ea6ea38b27fcf7e14c6e,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,class,BACKEND
66f795123fdd316718eb347ec4f0796455b82fae9be62650f07c7dc2a3a087b9,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,stage,V4_NATIVE_EMISSION
66f795123fdd316718eb347ec4f0796455b82fae9be62650f07c7dc2a3a087b9,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,class,BACKEND
50eb58c9e2264b3874c437082ebf7d615342dbb4b2b87fb48e5d6485fec5b4f1,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,stage,V4_NATIVE_EMISSION
50eb58c9e2264b3874c437082ebf7d615342dbb4b2b87fb48e5d6485fec5b4f1,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,class,BACKEND
23c134e88e16fa879fd8bf7d792368a4b0a9eff880be6ebab17bff0c40f0ce8d,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,stage,V4_NATIVE_EMISSION
23c134e88e16fa879fd8bf7d792368a4b0a9eff880be6ebab17bff0c40f0ce8d,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,class,BACKEND
f322e76d358d932a9bf7b4cf7c429cb29fcedbf02fd88ac018ac539f1d50e403,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,stage,V4_NATIVE_EMISSION
f322e76d358d932a9bf7b4cf7c429cb29fcedbf02fd88ac018ac539f1d50e403,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,class,BACKEND
437a1a03831c2ae4cdcc9b976c8dc7a67268cc1f2f3c45f50e762c9a361485e2,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,stage,V4_NATIVE_EMISSION
437a1a03831c2ae4cdcc9b976c8dc7a67268cc1f2f3c45f50e762c9a361485e2,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,class,BACKEND
14b13c5619c02c9f18eeb58f356ff33e12f7f9cd8cbbc008b92acf7c7e8ad0f8,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,stage,V4_NATIVE_EMISSION
14b13c5619c02c9f18eeb58f356ff33e12f7f9cd8cbbc008b92acf7c7e8ad0f8,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,class,BACKEND
68301304a6e08563b846ee2f5236c8abeec2524424454493b3432d4f1e0ae8bf,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,stage,V4_NATIVE_EMISSION
68301304a6e08563b846ee2f5236c8abeec2524424454493b3432d4f1e0ae8bf,119ac5e5f9fdd08567de99262f2cc236d2dbb12f3566b79015e624d30a0ed3b6,class,BACKEND
