case_id,source_language,status,bytes,instruction_count,diagnostic
99d2c7cc62c666caaf8a4ee57544fcc0edf154fa7880bd29988626f1428c4c7d,swift,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
1fe81b70723641d77f4834377c62c61d9d41d8e190c123a78249d0193803ba09,swift,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=6
dfd7ec3faea785c1724a366e0181198b83c23c0f4566848755141e493dab31a1,swift,FAIL,0,0,"native call ""source_file"" requires linked implementation"
d7354bf7451c43f2d6af5d067f25ab1240d7181ff5dbe1eb477da3ab7bf5ce3c,swift,FAIL,0,0,"native call ""foo"" requires linked implementation"
5fc47d9942ebe78da5c3b603385b1acf4a9bfe8b5473114bfd648231631a93c2,swift,FAIL,0,0,native node 1 missing operand [expression]
eb62cdc681376cb294530dd1f3b641c65810f110c2eae2f57d0763fe53c97fcc,swift,FAIL,0,0,"native unresolved binding ""helloWorld"" node=1"
3e2295b61ba4725b6977c2541d33292e09ed933ee132aa816da44bb8bec4ca2a,swift,FAIL,0,0,"native unresolved binding ""true"" node=1"
8d8cb1e16d3bc7abe1653a73e0a36e400ffa35a48f4045e8f447e523717ec6da,swift,FAIL,0,0,"native literal representation ""string"" unavailable"
97b9a14e1c095823a6ea6355c11eefeca184b78270c4c6a9a2260456c81cc720,swift,FAIL,0,0,"native literal representation ""string"" unavailable"
aa6f1f0157f28d5302d8e68a938ae3acee3ccd1f8e3346f52a44740ec7a9e8bf,swift,FAIL,0,0,"native literal representation ""string"" unavailable"
312cf4ee8c7f00d2b8f8f47abc93626c8f6271c9d6146d21ac93cdfcad86cbb2,swift,FAIL,0,0,"native literal representation ""string"" unavailable"
d5fa3dcd4a5165315cc81c14eaba2a6cd5fbfa69d7f2978d0437fe1cf29a08fb,swift,PASS,397,18,
1437376a0e86c8809c163fc35d87694d295762128b2ec2647232d188a21246b2,swift,PASS,433,19,
025f422d7d4bb620928823620b6ed8aa107caa5f14b21b1232970c53a8854418,swift,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP expression node=5 kind=aggregate
ddf396a7f39fcb29bc3bb7a5486ae712072870a1a5bd191bb0586bcfb22f2799,swift,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP node=6 kind=aggregate operation=
59300f1ed670ed3c27e06e7916985f27c522b9e5831aa4f934a1658672f078f5,swift,FAIL,0,0,"native unresolved binding ""nil"" node=2"
8a47c131e0c860364aed4043e65bef315dca6d83030df68e290178c75f0d382e,swift,FAIL,0,0,native node 1 missing operand [expression]
f30c1eb37cd075c1581b6105b72c57d76a1787cbcaf553c0783ce50ce6ca9044,swift,PASS,358,22,
048e541283173ff7d16c15a3a1baaa564fab92b268ec9b3fdca5e7c4cbd595ab,swift,FAIL,0,0,"native literal representation ""string"" unavailable"
3db40a43a4084b3f0d9c323e9484f6a59df3ee40eb70c3cc5802ac4fa6bcfc36,swift,FAIL,0,0,native node 1 missing operand [expression]
4f2e3c2e2082da26f4cdf2d8e384bb4b10e52c79b2644d098e72f94f45e75cc3,swift,FAIL,0,0,native node 1 missing operand [expression]
f199ccd573f88bc1911185f76b33fd5f7caa17182acaebe0d7909a18d982ec9f,swift,PASS,202,11,
4edf462c9cc0271d7deee1cde46dbd73cd2bdc33115bdb3db48834d34c0bcb61,swift,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=2
7ebfb9b3cda8a80508f162f7d841ff64938b63fac516b11128736d79608c50b5,swift,FAIL,0,0,native node 1 missing operand [expression]
1ebbf1f9a5edda19417c2963db4f8e07db7dcf3c10a570bc616da39e2c031179,swift,FAIL,0,0,native node 1 missing operand [expression]
9932e9fb4408ed4d3bc554177387de38bc4c2dec2b12153fd023aafabcf9b7b6,swift,FAIL,0,0,native node 1 missing operand [expression]
a3400ed141df50cf1c55578500adf02b455f5e909aa055432e1a57ddb9e91645,swift,FAIL,0,0,native node 1 missing operand [expression]
84b90f8b5379a49479f1a003fb8dc7fda9877c82dcfaa3ab820ea8b1b2f5dd5f,swift,PASS,325,21,
ed22c10ea36cd39066d60b061710591ae243f777061dc14c192d454dd52bf806,swift,FAIL,0,0,native node 1 missing operand [expression]
