case_id,source_language,input_kind,status,input_bytes,uast_hash,diagnostic
9d259c66fce1bfc630db346d8c9f40d751f1b8346ab3fac45b95be64c520c82a,swift,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
9d259c66fce1bfc630db346d8c9f40d751f1b8346ab3fac45b95be64c520c82a,swift,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
9d259c66fce1bfc630db346d8c9f40d751f1b8346ab3fac45b95be64c520c82a,swift,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
9d259c66fce1bfc630db346d8c9f40d751f1b8346ab3fac45b95be64c520c82a,swift,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f75c6cdef3a81935d7de642e7e7f77f30a02a814b0261cd572c14d711a6b383e,swift,assembly,FAIL,268,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f75c6cdef3a81935d7de642e7e7f77f30a02a814b0261cd572c14d711a6b383e,swift,machine_code,FAIL,53,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f75c6cdef3a81935d7de642e7e7f77f30a02a814b0261cd572c14d711a6b383e,swift,object,FAIL,148,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f75c6cdef3a81935d7de642e7e7f77f30a02a814b0261cd572c14d711a6b383e,swift,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
14844d70530a012cb7109302f677d544325276d28701369d05fc11a7696cd391,swift,assembly,FAIL,358,,"binary frontend: semantic lifting unavailable for instruction ""push"""
14844d70530a012cb7109302f677d544325276d28701369d05fc11a7696cd391,swift,machine_code,FAIL,69,,"binary frontend: semantic lifting unavailable for instruction ""push"""
14844d70530a012cb7109302f677d544325276d28701369d05fc11a7696cd391,swift,object,FAIL,164,,"binary frontend: semantic lifting unavailable for instruction ""push"""
14844d70530a012cb7109302f677d544325276d28701369d05fc11a7696cd391,swift,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
