case_id,source_language,status,bytes,instruction_count,diagnostic
8863e814588c49d2b48d0f4ce01098620b490ad412385f12f2dbf24bd54682d4,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
d8b5e6122cffff46aaaf758d27f05d78390f35e2a2c358d1e16f2ca6190c0004,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
e395ca14990ca91db397a7dc78ccc56fc677f9fcc59bbf3ee230941c1691753b,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
283a14cbdc3aa4b80225f278920805ad624be66f369c488c431c86639e9e1c00,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
a043e7ae08596fa7920fd9039c6f238e2d218d1fae491f17f1ca594fd9f13c31,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
9f843a26cb3801a140afd4463fa1b3250f350c30a2c7a16d38735c30820e7fb6,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
0dddff7820c8ce767ed03c00be93d56436da3616f7b255b64f5c08047f1cb202,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
64b57003aee0dc5b06fd74d7f657232f60ec50063623c03272a58e4ce2e99f4b,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=7
eb813c398750583ddf7f355b0d2027303ba87648d67756a55b377f3d9f749c0f,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=2
b7f838c8a21c51836133f6f3bbace038a3c3f45ccc37fb1486df60d3b6865aba,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
53e316e0fcf147bd9551b97b24c0e3d174c6ccd0dbd6443e3841580c76ed3460,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
379d1284af805b9d3dab0b4f55064e6db5c732769aa22914a6becaa3251b3d1b,csharp,FAIL,0,0,"floating operation ""^"" unavailable"
c03a7c8c4c0617f615b607c9a546481d97e132bde486522f61dd7cd9794cdf68,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
0a9bb0af4021844e09b4223684c96276217bb1ff7208fd8bb9b38224901557db,csharp,FAIL,0,0,UNIMPLEMENTED_NATIVE_GAP function binding node=1
297b1026f09766084142ee40d30d7917437b6a264e0f35ef499238659536e2ee,csharp,PASS,358,22,
112a4750b709e313d2e72d2b3ac85fc6157efd91b4983afd2b3c1ef74d3b199d,csharp,FAIL,0,0,native node 1 missing operand [expression]
