file,component,extension,size_bytes,lines
bootstrap.c,other,.c,5575,200
build.zig,other,.zig,57324,1471
CMakeLists.txt,other,.txt,31561,984
README.md,docs,.md,119,4
.forgejo/ISSUE_TEMPLATE/bug.yml,grammar,.yml,1112,34
.forgejo/ISSUE_TEMPLATE/config.yml,grammar,.yml,634,14
.forgejo/ISSUE_TEMPLATE/error_message.yml,grammar,.yml,758,27
.forgejo/workflows/ci.yaml,grammar,.yaml,5046,197
cmake/Findclang.cmake,other,.cmake,2759,82
cmake/Findlld.cmake,other,.cmake,2075,65
cmake/Findllvm.cmake,runtime,.cmake,16048,398
cmake/install.cmake,other,.cmake,783,28
doc/build.zig.zon.md,docs,.md,3539,121
doc/langref/addWithOverflow_builtin.zig,docs,.zig,285,14
doc/langref/anonymous_struct_name.zig,docs,.zig,205,17
doc/langref/Assembly Syntax Explained.zig,ast,.zig,3286,60
doc/langref/assign_undefined.zig,docs,.zig,145,10
doc/langref/bad_default_value.zig,docs,.zig,619,27
doc/langref/base64.zig,docs,.zig,496,18
doc/langref/build.zig,docs,.zig,381,16
doc/langref/build_c.zig,docs,.zig,795,30
doc/langref/build_object.zig,runtime,.zig,557,23
doc/langref/builtin.CallModifier struct.zig,docs,.zig,1256,36
doc/langref/catch.zig,docs,.zig,180,9
doc/langref/catch_err_return.zig,docs,.zig,195,9
doc/langref/change_active_union_field.zig,docs,.zig,272,19
doc/langref/checking_null_in_zig.zig,docs,.zig,245,17
doc/langref/cImport_builtin.zig,docs,.zig,228,12
doc/langref/cli_allocation.zig,docs,.zig,294,14
doc/langref/comments.zig,docs,.zig,306,13
doc/langref/compile-time_duck_typing.zig,docs,.zig,236,12
doc/langref/compiler_generated_function.zig,docs,.zig,80,8
doc/langref/compile_variables.zig,docs,.zig,112,5
doc/langref/constant_identifier_cannot_change.zig,docs,.zig,236,16
doc/langref/defer_unwind.zig,docs,.zig,347,22
doc/langref/destructuring_arrays.zig,docs,.zig,447,19
doc/langref/destructuring_block.zig,docs,.zig,461,23
doc/langref/destructuring_mixed.zig,docs,.zig,369,22
doc/langref/destructuring_return_value.zig,docs,.zig,332,15
doc/langref/destructuring_to_existing.zig,docs,.zig,533,28
doc/langref/destructuring_vectors.zig,docs,.zig,416,17
doc/langref/doc_comments.zig,docs,.zig,666,20
doc/langref/entry_point.zig,docs,.zig,803,21
doc/langref/enum_export.zig,docs,.zig,93,7
doc/langref/enum_export_error.zig,docs,.zig,213,8
doc/langref/error_return_trace.zig,docs,.zig,519,42
doc/langref/error_union_parsing_u64.zig,docs,.zig,851,42
doc/langref/export_any_symbol_name.zig,docs,.zig,76,4
doc/langref/export_builtin.zig,docs,.zig,129,8
doc/langref/export_builtin_equivalent_code.zig,docs,.zig,32,4
doc/langref/fibonacci_comptime_infinite_recursion.zig,docs,.zig,247,13
doc/langref/float_literals.zig,docs,.zig,414,15
doc/langref/float_mode_exe.zig,docs,.zig,268,13
doc/langref/float_mode_obj.zig,docs,.zig,270,16
doc/langref/float_special_values.zig,docs,.zig,144,8
doc/langref/generic_data_structure.zig,docs,.zig,285,16
doc/langref/handle_error_with_catch_block.zig,docs,.zig,256,12
doc/langref/hello.zig,docs,.zig,127,8
doc/langref/hello_again.zig,docs,.zig,118,8
doc/langref/identifiers.zig,docs,.zig,313,15
doc/langref/inline_assembly.zig,docs,.zig,869,33
doc/langref/inline_call.zig,docs,.zig,251,15
doc/langref/inline_prong_range.zig,docs,.zig,301,10
doc/langref/integer_literals.zig,docs,.zig,359,14
doc/langref/invalid_doc-comment.zig,docs,.zig,131,6
doc/langref/libc_export_entry_point.zig,docs,.zig,248,11
doc/langref/macro.zig,docs,.zig,234,11
doc/langref/math.zig,docs,.zig,197,11
doc/langref/mathtest.zig,tests,.zig,67,6
doc/langref/math_add.zig,docs,.zig,332,15
doc/langref/multiline_string_literals.zig,docs,.zig,173,11
doc/langref/mutable_var.zig,docs,.zig,143,12
doc/langref/not_atomic_cmpxchgStrong.zig,docs,.zig,268,12
doc/langref/null.zig,docs,.zig,46,4
doc/langref/optional_integer.zig,docs,.zig,113,8
doc/langref/packed_struct_mmio.zig,docs,.zig,384,20
doc/langref/panic_handler.zig,docs,.zig,376,19
doc/langref/poc_printValue_fn.zig,docs,.zig,838,34
doc/langref/poc_print_fn.zig,docs,.zig,2560,80
doc/langref/print.zig,docs,.zig,224,11
doc/langref/print_comptime-known_format.zig,docs,.zig,241,12
doc/langref/redundant_fqn.zig,docs,.zig,264,16
doc/langref/result_location_interfering_with_swap.zig,docs,.zig,411,14
doc/langref/result_type_propagation.zig,docs,.zig,533,13
doc/langref/runtime_divExact_remainder.zig,runtime,.zig,200,12
doc/langref/runtime_division_by_zero.zig,runtime,.zig,189,12
doc/langref/runtime_incorrect_pointer_alignment.zig,runtime,.zig,400,14
doc/langref/runtime_index_out_of_bounds.zig,runtime,.zig,122,11
doc/langref/runtime_invalid_cast.zig,ast,.zig,215,11
doc/langref/runtime_invalid_cast_truncate.zig,runtime,.zig,231,11
doc/langref/runtime_invalid_enum_cast.zig,ast,.zig,229,17
doc/langref/runtime_invalid_error_code.zig,runtime,.zig,255,12
doc/langref/runtime_invalid_error_set_cast.zig,ast,.zig,264,20
doc/langref/runtime_invalid_null_pointer_cast.zig,ast,.zig,139,9
doc/langref/runtime_out_of_bounds_float_to_integer_cast.zig,ast,.zig,158,9
doc/langref/runtime_overflow.zig,runtime,.zig,149,10
doc/langref/runtime_reaching_unreachable.zig,runtime,.zig,94,8
doc/langref/runtime_remainder_division_by_zero.zig,runtime,.zig,190,12
doc/langref/runtime_shlExact_overflow.zig,runtime,.zig,195,11
doc/langref/runtime_shrExact_overflow.zig,runtime,.zig,429,14
doc/langref/runtime_unwrap_error.zig,runtime,.zig,238,13
doc/langref/runtime_unwrap_null.zig,runtime,.zig,214,11
doc/langref/runtime_vs_comptime.zig,runtime,.zig,63,6
doc/langref/runtime_wrong_union_field_access.zig,runtime,.zig,257,19
doc/langref/sentinel-terminated_pointer.zig,docs,.zig,374,16
doc/langref/single_value_error_set.zig,docs,.zig,59,4
doc/langref/single_value_error_set_shortcut.zig,docs,.zig,43,4
doc/langref/stack_trace.zig,docs,.zig,429,42
doc/langref/std_options.zig,docs,.zig,952,26
doc/langref/string_literals.zig,docs,.zig,924,22
doc/langref/struct_default_field_values.zig,docs,.zig,223,16
doc/langref/struct_default_value.zig,docs,.zig,169,12
doc/langref/struct_name.zig,docs,.zig,362,17
doc/langref/testing_detect_leak.zig,tests,.zig,295,13
doc/langref/testing_detect_test.zig,tests,.zig,214,14
doc/langref/testing_error_with_if.zig,tests,.zig,344,18
doc/langref/testing_failure.zig,tests,.zig,180,12
doc/langref/testing_introduction.zig,tests,.zig,758,24
doc/langref/testing_namespace.zig,tests,.zig,671,23
doc/langref/testing_null_with_if.zig,tests,.zig,258,13
doc/langref/testing_skip.zig,tests,.zig,71,6
doc/langref/test_aligned_struct_fields.zig,tests,.zig,378,17
doc/langref/test_allocator.zig,tests,.zig,600,21
doc/langref/test_allowzero.zig,tests,.zig,297,12
doc/langref/test_ambiguous_coercion.zig,tests,.zig,138,8
doc/langref/test_anonymous_struct.zig,tests,.zig,433,22
doc/langref/test_anonymous_union.zig,tests,.zig,361,21
doc/langref/test_arrays.zig,tests,.zig,2568,113
doc/langref/test_assertion_failure.zig,tests,.zig,236,12
doc/langref/test_basic_slices.zig,tests,.zig,2279,58
doc/langref/test_bitOffsetOf_offsetOf.zig,tests,.zig,526,23
doc/langref/test_blocks.zig,tests,.zig,157,10
doc/langref/test_call_builtin.zig,tests,.zig,192,12
doc/langref/test_coerce_error_subset_to_superset.zig,tests,.zig,389,23
doc/langref/test_coerce_error_superset_to_subset.zig,tests,.zig,337,20
doc/langref/test_coerce_large_to_small.zig,tests,.zig,234,11
doc/langref/test_coerce_optionals.zig,tests,.zig,213,13
doc/langref/test_coerce_optional_wrapped_error_union.zig,tests,.zig,266,13
doc/langref/test_coerce_slices_arrays_and_pointers.zig,tests,.zig,2329,78
doc/langref/test_coerce_to_error_union.zig,tests,.zig,271,13
doc/langref/test_coerce_tuples_arrays.zig,tests,.zig,241,12
doc/langref/test_coerce_unions_enums.zig,tests,.zig,1057,50
doc/langref/test_compileLog_builtin.zig,tests,.zig,326,17
doc/langref/test_comptime_call_extern_function.zig,tests,.zig,128,10
doc/langref/test_comptime_divExact_remainder.zig,tests,.zig,149,9
doc/langref/test_comptime_division_by_zero.zig,tests,.zig,121,9
doc/langref/test_comptime_evaluation.zig,runtime,.zig,882,41
doc/langref/test_comptime_incorrect_pointer_alignment.zig,tests,.zig,192,8
doc/langref/test_comptime_index_out_of_bounds.zig,tests,.zig,145,8
doc/langref/test_comptime_invalid_cast.zig,ast,.zig,163,8
doc/langref/test_comptime_invalid_cast_truncate.zig,tests,.zig,171,8
doc/langref/test_comptime_invalid_enum_cast.zig,ast,.zig,208,13
doc/langref/test_comptime_invalid_error_code.zig,tests,.zig,210,9
doc/langref/test_comptime_invalid_error_set_cast.zig,ast,.zig,190,14
doc/langref/test_comptime_invalid_null_pointer_cast.zig,ast,.zig,143,8
doc/langref/test_comptime_max_with_bool.zig,tests,.zig,278,15
doc/langref/test_comptime_mismatched_type.zig,types,.zig,193,9
doc/langref/test_comptime_out_of_bounds_float_to_integer_cast.zig,ast,.zig,183,8
doc/langref/test_comptime_overflow.zig,tests,.zig,114,7
doc/langref/test_comptime_pointers.zig,tests,.zig,222,14
doc/langref/test_comptime_pointer_conversion.zig,tests,.zig,383,15
