case_id,source_language,input_kind,status,input_bytes,uast_hash,diagnostic
a537cd72f10d2c7e30ac3fdd230fe37fcb04aa810c971e04e023f8aadb878721,kotlin,assembly,FAIL,202,,"binary frontend: semantic lifting unavailable for instruction ""push"""
a537cd72f10d2c7e30ac3fdd230fe37fcb04aa810c971e04e023f8aadb878721,kotlin,machine_code,FAIL,36,,"binary frontend: semantic lifting unavailable for instruction ""push"""
a537cd72f10d2c7e30ac3fdd230fe37fcb04aa810c971e04e023f8aadb878721,kotlin,object,FAIL,131,,"binary frontend: semantic lifting unavailable for instruction ""push"""
a537cd72f10d2c7e30ac3fdd230fe37fcb04aa810c971e04e023f8aadb878721,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
25cb7a47d5b8b2b25fe43e3e5749825f6810e38c569e4cfa6b467ec8f8b76a84,kotlin,assembly,FAIL,202,,"binary frontend: semantic lifting unavailable for instruction ""push"""
25cb7a47d5b8b2b25fe43e3e5749825f6810e38c569e4cfa6b467ec8f8b76a84,kotlin,machine_code,FAIL,36,,"binary frontend: semantic lifting unavailable for instruction ""push"""
25cb7a47d5b8b2b25fe43e3e5749825f6810e38c569e4cfa6b467ec8f8b76a84,kotlin,object,FAIL,131,,"binary frontend: semantic lifting unavailable for instruction ""push"""
25cb7a47d5b8b2b25fe43e3e5749825f6810e38c569e4cfa6b467ec8f8b76a84,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
153968d1980be8b9db8b74e4c437f2e9a48c9f5edad418c4f3348809cffa5b0f,kotlin,assembly,FAIL,202,,"binary frontend: semantic lifting unavailable for instruction ""push"""
153968d1980be8b9db8b74e4c437f2e9a48c9f5edad418c4f3348809cffa5b0f,kotlin,machine_code,FAIL,36,,"binary frontend: semantic lifting unavailable for instruction ""push"""
153968d1980be8b9db8b74e4c437f2e9a48c9f5edad418c4f3348809cffa5b0f,kotlin,object,FAIL,131,,"binary frontend: semantic lifting unavailable for instruction ""push"""
153968d1980be8b9db8b74e4c437f2e9a48c9f5edad418c4f3348809cffa5b0f,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
759bcfa414e04e9b1b9a3b7521843d0b520bd454c0b697995d87b0b21a270c49,kotlin,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
759bcfa414e04e9b1b9a3b7521843d0b520bd454c0b697995d87b0b21a270c49,kotlin,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
759bcfa414e04e9b1b9a3b7521843d0b520bd454c0b697995d87b0b21a270c49,kotlin,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
759bcfa414e04e9b1b9a3b7521843d0b520bd454c0b697995d87b0b21a270c49,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c99c1d63a429f9ed7fed587dfc856bcc95dd0f4b1fe9c30bc56f58736972301d,kotlin,assembly,FAIL,450,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c99c1d63a429f9ed7fed587dfc856bcc95dd0f4b1fe9c30bc56f58736972301d,kotlin,machine_code,FAIL,94,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c99c1d63a429f9ed7fed587dfc856bcc95dd0f4b1fe9c30bc56f58736972301d,kotlin,object,FAIL,189,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c99c1d63a429f9ed7fed587dfc856bcc95dd0f4b1fe9c30bc56f58736972301d,kotlin,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
