failure_id,case_id,source_language,target_language,output_kind,validation_stage,diagnostic_class,diagnostic
43ac1d3bfb4d11674129aae86038bc9a5e946823f8c881521b81e3f64aed37c2,235bdd12c654931955975f1d4f9bb0419c3e598e25771b5ce3ce63f7d1468ae4,cpp,go,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""__attribute__"" has no native contract for target ""go"" (arguments: __nothrow__)"
be99e942c375eaabf0f268d150f862a95207017762696023340a9c21247e5bf6,235bdd12c654931955975f1d4f9bb0419c3e598e25771b5ce3ce63f7d1468ae4,cpp,rust,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""__attribute__"" has no native contract for target ""rust"" (arguments: __nothrow__.clone())"
38e5a3de01630e2a25ee2f7e9d58d67e29fbc5d61b1e67a0abc68552b5a6e7f7,235bdd12c654931955975f1d4f9bb0419c3e598e25771b5ce3ce63f7d1468ae4,cpp,cpp,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""__attribute__"" has no native contract for target ""cpp"" (arguments: __nothrow__)"
3dce651f6e67d46e866bda7813067f4e7c26a8fe1070e57c47a2b30c74e4b6c9,235bdd12c654931955975f1d4f9bb0419c3e598e25771b5ce3ce63f7d1468ae4,cpp,c,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""__attribute__"" has no native contract for target ""c"" (arguments: __nothrow__)"
9cb8407e384f558a90a5467c2990b7bf98ae12c58c7d4a09e76f264a438ca35d,235bdd12c654931955975f1d4f9bb0419c3e598e25771b5ce3ce63f7d1468ae4,cpp,python,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""__attribute__"" has no native contract for target ""python"" (arguments: __nothrow__)"
8d73bb965f4bdfcb633d1654acfbbab129229843d47a704447d3dee69e97e2b1,235bdd12c654931955975f1d4f9bb0419c3e598e25771b5ce3ce63f7d1468ae4,cpp,zig,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""__attribute__"" has no native contract for target ""zig"" (arguments: __nothrow__)"
40cff620f8d1818fd8e8592436880a2ef0e44fda5f37d34899d4d7e238c23217,235bdd12c654931955975f1d4f9bb0419c3e598e25771b5ce3ce63f7d1468ae4,cpp,julia,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""__attribute__"" has no native contract for target ""julia"" (arguments: __nothrow__)"
adef2ffc1df62b7c0cb71dd33c5962575745dc10c84b703914bb9ac556343cfd,235bdd12c654931955975f1d4f9bb0419c3e598e25771b5ce3ce63f7d1468ae4,cpp,nim,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""__attribute__"" has no native contract for target ""nim"" (arguments: r2ms5f5f6e6f7468726f775f5f)"
520fab0ac2aebaf1f95a7af95d89a39efc90565173355333e52720057ee22a97,235bdd12c654931955975f1d4f9bb0419c3e598e25771b5ce3ce63f7d1468ae4,cpp,csharp,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""__attribute__"" has no native contract for target ""csharp"" (arguments: __nothrow__)"
9e35cd3f02224a1f9a400449cd8dbf9f9b3d5e1f89ec7b912c3c9044fd8eaea0,235bdd12c654931955975f1d4f9bb0419c3e598e25771b5ce3ce63f7d1468ae4,cpp,java,source_target,V4_NATIVE_EMISSION,BACKEND,"DIRECT_NATIVE_UNAVAILABLE: call ""__attribute__"" has no native contract for target ""java"" (arguments: __nothrow__)"
