case_id,source_language,input_kind,artifact_kind,status,artifact_created,format_parse_success,decode_success,cfg_success,dataflow_success,abi_success,uast_success,original_uast_hash,recovered_uast_hash,operation_match,relation_match,control_flow_match,call_match,dataflow_match,memory_match,abi_match,semantic_projection_equal,earliest_failure_stage,diagnostic_class,diagnostic
f809c602debecfb6bc1e1ce17af2515b94e43c392a00eac0b5cfceadb0d7ac2e,rust,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,bd33b46a7d3d375ec8227396e0699ff921d60cdfba439e05164a5a6d3fbb8c5e,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
f809c602debecfb6bc1e1ce17af2515b94e43c392a00eac0b5cfceadb0d7ac2e,rust,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,bd33b46a7d3d375ec8227396e0699ff921d60cdfba439e05164a5a6d3fbb8c5e,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
f809c602debecfb6bc1e1ce17af2515b94e43c392a00eac0b5cfceadb0d7ac2e,rust,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,bd33b46a7d3d375ec8227396e0699ff921d60cdfba439e05164a5a6d3fbb8c5e,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
f809c602debecfb6bc1e1ce17af2515b94e43c392a00eac0b5cfceadb0d7ac2e,rust,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,bd33b46a7d3d375ec8227396e0699ff921d60cdfba439e05164a5a6d3fbb8c5e,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
e7e270907cabe18a1b8c32536d3f2ac8e0a43bbe0ea2c304a4128ed89050fa0d,rust,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,d70866400f78498c60b524d0fc9ba2a9624d58a3b2f7ede7135dd63bc3812e91,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
e7e270907cabe18a1b8c32536d3f2ac8e0a43bbe0ea2c304a4128ed89050fa0d,rust,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,d70866400f78498c60b524d0fc9ba2a9624d58a3b2f7ede7135dd63bc3812e91,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
e7e270907cabe18a1b8c32536d3f2ac8e0a43bbe0ea2c304a4128ed89050fa0d,rust,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,d70866400f78498c60b524d0fc9ba2a9624d58a3b2f7ede7135dd63bc3812e91,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
e7e270907cabe18a1b8c32536d3f2ac8e0a43bbe0ea2c304a4128ed89050fa0d,rust,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,d70866400f78498c60b524d0fc9ba2a9624d58a3b2f7ede7135dd63bc3812e91,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
92e7d346da02f525593e2c012c124a6c0c8e347b7b4dcbc6552a78a5796f1488,rust,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,ddf6e66aedff98613724e7340f218ec4cbbf68bade3c03d0c9bb106e400639de,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
92e7d346da02f525593e2c012c124a6c0c8e347b7b4dcbc6552a78a5796f1488,rust,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,ddf6e66aedff98613724e7340f218ec4cbbf68bade3c03d0c9bb106e400639de,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
92e7d346da02f525593e2c012c124a6c0c8e347b7b4dcbc6552a78a5796f1488,rust,object,object,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,ddf6e66aedff98613724e7340f218ec4cbbf68bade3c03d0c9bb106e400639de,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
92e7d346da02f525593e2c012c124a6c0c8e347b7b4dcbc6552a78a5796f1488,rust,executable,executable,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,ddf6e66aedff98613724e7340f218ec4cbbf68bade3c03d0c9bb106e400639de,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
2e6167dc2d30e7b51cb40fb0ae43c1a8736bcbc575b1645a68cd1c45efaa2e5c,rust,assembly,assembly,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,98457b9aba9f204082c08b8c2cbe414c21cfe05ab364f13cdecaeb5dd63fb544,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
2e6167dc2d30e7b51cb40fb0ae43c1a8736bcbc575b1645a68cd1c45efaa2e5c,rust,machine_code,machine_code,FAIL,true,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,NOT_OBSERVED,FAIL,98457b9aba9f204082c08b8c2cbe414c21cfe05ab364f13cdecaeb5dd63fb544,,false,false,false,false,false,false,false,false,B5_UAST_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
