case_id,source_language,input_kind,status,input_bytes,uast_hash,diagnostic
f67e088fc14f01c463b1a36a7e3d5e37b6f8b59722b5a300b4084de531dead5e,swift,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f67e088fc14f01c463b1a36a7e3d5e37b6f8b59722b5a300b4084de531dead5e,swift,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f67e088fc14f01c463b1a36a7e3d5e37b6f8b59722b5a300b4084de531dead5e,swift,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
f67e088fc14f01c463b1a36a7e3d5e37b6f8b59722b5a300b4084de531dead5e,swift,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
5565ce5d2584c94b76bf5bde2c78827b337513bf5f3ebeb6dfd6ce93b05ae34e,swift,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
5565ce5d2584c94b76bf5bde2c78827b337513bf5f3ebeb6dfd6ce93b05ae34e,swift,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
5565ce5d2584c94b76bf5bde2c78827b337513bf5f3ebeb6dfd6ce93b05ae34e,swift,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
5565ce5d2584c94b76bf5bde2c78827b337513bf5f3ebeb6dfd6ce93b05ae34e,swift,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c541c894bf455139ca9ca01179c77b2b53ef9c241ad77a8c424cb54db118aaec,swift,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c541c894bf455139ca9ca01179c77b2b53ef9c241ad77a8c424cb54db118aaec,swift,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c541c894bf455139ca9ca01179c77b2b53ef9c241ad77a8c424cb54db118aaec,swift,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
c541c894bf455139ca9ca01179c77b2b53ef9c241ad77a8c424cb54db118aaec,swift,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
997d04689a12a39ccc92b3047629c992c55dbb9438e866336e4016a8ba172e04,swift,assembly,FAIL,358,,"binary frontend: semantic lifting unavailable for instruction ""push"""
997d04689a12a39ccc92b3047629c992c55dbb9438e866336e4016a8ba172e04,swift,machine_code,FAIL,69,,"binary frontend: semantic lifting unavailable for instruction ""push"""
997d04689a12a39ccc92b3047629c992c55dbb9438e866336e4016a8ba172e04,swift,object,FAIL,164,,"binary frontend: semantic lifting unavailable for instruction ""push"""
997d04689a12a39ccc92b3047629c992c55dbb9438e866336e4016a8ba172e04,swift,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
dccfb408bae53fc243789bec4234c373c1f5711eed63fd2eb56277201b5a4304,swift,assembly,FAIL,325,,"binary frontend: semantic lifting unavailable for instruction ""push"""
dccfb408bae53fc243789bec4234c373c1f5711eed63fd2eb56277201b5a4304,swift,machine_code,FAIL,62,,"binary frontend: semantic lifting unavailable for instruction ""push"""
dccfb408bae53fc243789bec4234c373c1f5711eed63fd2eb56277201b5a4304,swift,object,FAIL,157,,"binary frontend: semantic lifting unavailable for instruction ""push"""
dccfb408bae53fc243789bec4234c373c1f5711eed63fd2eb56277201b5a4304,swift,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
6667a8ca2330c40175c43b3fb245ba93c7420eb7c800adcc6dbc55caadad5678,swift,assembly,FAIL,380,,"binary frontend: semantic lifting unavailable for instruction ""push"""
6667a8ca2330c40175c43b3fb245ba93c7420eb7c800adcc6dbc55caadad5678,swift,machine_code,FAIL,81,,"binary frontend: semantic lifting unavailable for instruction ""push"""
6667a8ca2330c40175c43b3fb245ba93c7420eb7c800adcc6dbc55caadad5678,swift,object,FAIL,176,,"binary frontend: semantic lifting unavailable for instruction ""push"""
6667a8ca2330c40175c43b3fb245ba93c7420eb7c800adcc6dbc55caadad5678,swift,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
619d2d359db90b348fb0487365d55a8c7da05896294bdd9fa64365ac8e4b31c4,swift,assembly,FAIL,202,,"binary frontend: semantic lifting unavailable for instruction ""push"""
619d2d359db90b348fb0487365d55a8c7da05896294bdd9fa64365ac8e4b31c4,swift,machine_code,FAIL,36,,"binary frontend: semantic lifting unavailable for instruction ""push"""
619d2d359db90b348fb0487365d55a8c7da05896294bdd9fa64365ac8e4b31c4,swift,object,FAIL,131,,"binary frontend: semantic lifting unavailable for instruction ""push"""
619d2d359db90b348fb0487365d55a8c7da05896294bdd9fa64365ac8e4b31c4,swift,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7de09dd559ed6e246b327daf7bec38ac5171a6bf02705d7f285365d88600ca0a,swift,assembly,FAIL,380,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7de09dd559ed6e246b327daf7bec38ac5171a6bf02705d7f285365d88600ca0a,swift,machine_code,FAIL,81,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7de09dd559ed6e246b327daf7bec38ac5171a6bf02705d7f285365d88600ca0a,swift,object,FAIL,176,,"binary frontend: semantic lifting unavailable for instruction ""push"""
7de09dd559ed6e246b327daf7bec38ac5171a6bf02705d7f285365d88600ca0a,swift,executable,FAIL,2048,,"binary frontend: semantic lifting unavailable for instruction ""push"""
