failure_id,case_id,source_language,target_language,output_kind,validation_stage,diagnostic_class,diagnostic
d13ea3d9c283021b4e030b6cd07a859495b3c11ca5642db93930eeab7b173959,9da8111874606a2441f047e90917b34eea2b4ba2c12b353d82ce173aad3d760a,swift,,assembly,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
94458fe7ed6aa4b3d1a548f89d210f584697733fb85aeb8e64dd663c749956bf,9da8111874606a2441f047e90917b34eea2b4ba2c12b353d82ce173aad3d760a,swift,,machine_code,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
c5ddd64fab6192d8ccc2b002586f47025fa7651ecf7d1f3a5d6f445611ceb87d,9da8111874606a2441f047e90917b34eea2b4ba2c12b353d82ce173aad3d760a,swift,,object,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
4186d741b0ca2b4aa0d9f07916b98eaf0412bd69334eb04411e6761e12a1f9ba,9da8111874606a2441f047e90917b34eea2b4ba2c12b353d82ce173aad3d760a,swift,,executable,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=1
f32367b3f3bf8c518c612c20dd2a58c94d576e4f68aa9fe59bd3b7cd10ef42e0,280ae9f887c674b1d5fe9585d2b37b5ec010065637056fd85293e486dbfe2f9f,swift,,assembly,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""class"" node=1"
f3c6e71c99e759c877845db48b26a3c0205be030653996af15eed22915b29ce9,280ae9f887c674b1d5fe9585d2b37b5ec010065637056fd85293e486dbfe2f9f,swift,,machine_code,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""class"" node=1"
4bb618fdd1b7242520cf38a05ad2920ec1fdb9fc6cad434af1d01885cad87d5b,280ae9f887c674b1d5fe9585d2b37b5ec010065637056fd85293e486dbfe2f9f,swift,,object,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""class"" node=1"
3172dd400d4a2e384e20766c2eb23c268c8616f0ce2605ba8232a44d0ef2c19e,280ae9f887c674b1d5fe9585d2b37b5ec010065637056fd85293e486dbfe2f9f,swift,,executable,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""class"" node=1"
a26866b1b370e6e7028594b585f6e92c2176752a90d785c26ec277a81d25e25b,f67e088fc14f01c463b1a36a7e3d5e37b6f8b59722b5a300b4084de531dead5e,swift,,binary_lift_assembly,BINARY_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
b71654697ce082136b5db049b121c3c6ca8d8e29ee9c04b98fd0faadd8b6cd64,f67e088fc14f01c463b1a36a7e3d5e37b6f8b59722b5a300b4084de531dead5e,swift,,binary_lift_machine_code,BINARY_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
4425c3eb28953c66a6623c3db6e336da16d92d93b387e0e4ff3a914544907085,f67e088fc14f01c463b1a36a7e3d5e37b6f8b59722b5a300b4084de531dead5e,swift,,binary_lift_object,BINARY_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
c71612d26c3690c6dbc7e969af8692577e75d2195339e6ccc55d4d5e9ce06d1a,f67e088fc14f01c463b1a36a7e3d5e37b6f8b59722b5a300b4084de531dead5e,swift,,binary_lift_executable,BINARY_LIFT,UNKNOWN_FAILURE,"binary frontend: semantic lifting unavailable for instruction ""push"""
1c284b359d3b640b03aa8171429a1cb0a380ec477756442a32d7104df7db1c69,d0b657af9f4ebf50b15c901968cf77e77357ec5d1b1eb0406b0305be8c871aee,swift,,assembly,NATIVE,UNKNOWN_FAILURE,UNIMPLEMENTED_NATIVE_GAP function binding node=2
