failure_id,case_id,source_language,target_language,output_kind,validation_stage,diagnostic_class,diagnostic
04696fd420a07bc51ecd855f022bacbc556e0cc5c0028f4b5013f3158ea77f33,980e3bd6b15fdcad8739e7923943f4a9493dedc74b8cd88bad071be5a7ce061a,swift,,assembly,NATIVE,UNKNOWN_FAILURE,native node 1 missing operand [expression]
1a04457a8142c50ef3fa123cf6533f856d5f5799135c4a038028229291557d92,980e3bd6b15fdcad8739e7923943f4a9493dedc74b8cd88bad071be5a7ce061a,swift,,machine_code,NATIVE,UNKNOWN_FAILURE,native node 1 missing operand [expression]
aed1b5aec4b64dcc7b84f63da57b8ae5a92170d44fe0cf9d1e413103d9b22fa2,980e3bd6b15fdcad8739e7923943f4a9493dedc74b8cd88bad071be5a7ce061a,swift,,object,NATIVE,UNKNOWN_FAILURE,native node 1 missing operand [expression]
3a6800bc2dafa1c16e54e3481344c7f35c275c3c0aeabfc8dea6f4f95a305a66,980e3bd6b15fdcad8739e7923943f4a9493dedc74b8cd88bad071be5a7ce061a,swift,,executable,NATIVE,UNKNOWN_FAILURE,native node 1 missing operand [expression]
b79527f5aab1594635360f90a6122420419157df5265aef4ac11663e1235e79b,e09391faecd01bbc346ebd5a1ae4e9cd7e0fcf78c39e4f2601e795dedf79d1b9,swift,,assembly,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""a"" node=1"
aa4f5c13a08167f421159e2d2a638a2976086f77209ff898f1e5bef77ab1083d,e09391faecd01bbc346ebd5a1ae4e9cd7e0fcf78c39e4f2601e795dedf79d1b9,swift,,machine_code,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""a"" node=1"
9d1d94393e39a3c5f21302e8e5f4ec8f015d92e17b9a405c5597fb3d1d29b3b6,e09391faecd01bbc346ebd5a1ae4e9cd7e0fcf78c39e4f2601e795dedf79d1b9,swift,,object,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""a"" node=1"
ff0e92f4631c720bbfd3b31c4b9ec37ccbe68d423f6e607183c3bbef271ccf49,e09391faecd01bbc346ebd5a1ae4e9cd7e0fcf78c39e4f2601e795dedf79d1b9,swift,,executable,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""a"" node=1"
fdd476a9e7675b85a2e6d039839bc4f527ff13aa5919cb2aa29d47edd0f1d517,32e81ee5347d37695482cc9062757202612ff24c15b808d5f4a837df139fbcf1,swift,,assembly,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""a"" node=1"
211654b24037a515635e65c17dbfe857ddeaa843b74a0e53ac97d39b33ddacb4,32e81ee5347d37695482cc9062757202612ff24c15b808d5f4a837df139fbcf1,swift,,machine_code,NATIVE,UNKNOWN_FAILURE,"native unresolved binding ""a"" node=1"
